,Unnamed: 0,Unnamed: 0.1,text_id,text,task_1,task_2,task_3,label
1876,4028,4028,hasoc_hi_7433,"साली हरामी तो तुम लोग हो जो जिस थाली में खाते हो उसी में छेद करते हो. रही बात तेरे लल्लाह  के डर की तो  ऐसा डर तुम ज़ाहिल अनपढ़ों में ही होता है.हमारे में नहीं.तुझे और तेरे लल्लाह को ल.... पर बिठाते  हैं.जयपुर राजस्थान का हूँ समझ रही है न, कभी आमने सामने आ औकात बता देंगे.",HOF,HATE,UNT,0
4047,3634,3634,hasoc_hi_4031,सड़क छाप भक्तो आ रहे है तुम्हारे पप्पा  स्वागत नही करोगे....    घर पर सजा धजा के रखो सब का नम्बर आएगा बारी बारी.... ,HOF,HATE,UNT,0
1690,2672,2672,hasoc_hi_94,"#PAKvsAFG : पाकिस्तान और अफगानिस्तान के बीच जारी था कड़ा मुकाबला, इसी बीच भिड़े दोनों के समर्थक    https://abpnews.abplive.in/sports/world-cup-2019-fans-scuffle-outside-stadium-during-pakistan-afghanistan-match-1157192 …",NOT,NONE,NONE,2
3553,284,284,hasoc_hi_2878,देश में आप के सहयोग से गठबंधन सरकार बनने जा रही है। लोकतंत्र और संविधान को बचाने के लिए देश की जनता की तरफ से मा0 राष्ट्रीय अध्यक्ष जी सपा को अग्रिम बधाई।,NOT,NONE,NONE,2
635,1117,1117,hasoc_hi_2507,"#CWC19 गौतम गंभीर बोले, 'कार्तिक और पंत ने की होती धोनी जैसी बल्लेबाज़ी तो टीम से बाहर होते'  @GautamGambhir @DineshKarthik @RishabPant777 @msdhoni https://www.wahcricket.com/news/wc-2019-gautam-gambhir-says-if-pant-and-karthik-batted-like-ms-dhoni-he-can-not-play-next-match-138810 …",HOF,HATE,TIN,0
2435,3396,3396,hasoc_hi_2565,लगता है उसकी रगो में रिफ्यूजी पख्तूनों का खून बह है पठानों की जगह ....?,HOF,HATE,UNT,0
1559,4176,4176,hasoc_hi_1859,"क्या बे गांडू सुअर की औलाद साले भड़वे    अब चुप क्यों रे तू साले कुत्ते    चाँदनीचौक में घटना के दौरान एक 17 वर्ष के बच्चे का   अपरहण कर लिया गया है कटुओ द्वारा,अभी तक उस मासूम का कुछ पता नही चला है।    साले भड़वे यही है इस्लाम,जिसमे आतंक करना सिखाया जाता है",HOF,HATE,TIN,0
3916,1254,1254,hasoc_hi_6109,इनके दो और साथियों को पुलिस पहले ही जेल भेज चुकी है,NOT,NONE,NONE,2
1616,1881,1881,hasoc_hi_5764,"Janab Alhaj Syed Ahmed Pasha Quadri Sahab MLA Yakutpura And Gen.Secretary Aimim, @RiyazEffendi MLC And Corporator's Has Taken Meeting With @GHMCOnline @CommissionrGHMC Along With Ghmc Officers And Water Works Officers @ GHMC Head Office. @asadowaisi",NOT,NONE,NONE,2
1299,2069,2069,hasoc_hi_6720,@BJP4Delhi के कार्यकर्ताओं ने कहीं चूड़ियां तो नहीं पहन ली ??    @TajinderBagga जी इसी बात पर इन्हें एक T Shirt बनाकर दीजिये।    हम यहां दंगा फसाद की बात नहीं कर रहे।    हमें उस एक एक सुअर को जेल की काल कोठरी में सड़ते हुए देखना है।    ये नहीं होता है तो फिर नज़ारा अलग होगा,HOF,HATE,TIN,0
320,3521,3521,hasoc_hi_3576,"“In Gurugram Muslim man told to remove skullcap,chant Jai Shri Ram”.   It is deplorable. Exemplary action needed by Gurugram authorities. We are a secular nation where @Javedakhtarjadu writes “ओ पालन हारे, निर्गुण और न्यारे” & @RakeyshOmMehra gave us d song “अर्ज़ियाँ” in Delhi 6.",HOF,HATE,TIN,0
926,1910,1910,hasoc_hi_2625,क्या होता है मृत्यु के बाद शरीर का श्री कृष्णा का उपदेश। क्या मृत्यु के बाद संबंध समाप्त हो जाता है? रिश्ते नाते का समयचक्र। #भगवद्गीता में #कृष्णा ने जिसे #उच्च #योनियाँ और #नीच #योनियाँ कहा है उसे #कुरान में क्या कहा गया।  #अहमदईसा #कल्किअवतार #Ahmedisa #Krishna @AvatarKrishn,NOT,NONE,NONE,2
3975,2296,2296,hasoc_hi_2509,"रंडी मीडिया,   तुम क्या सोचते हो? हिन्दू मंदिरों में तोड़ फोड़, हिन्दू घरों पर हमले की खबरें नहीं दिखाओगो तो हम हिंदुओं को पता नहीं चलेगा?",HOF,HATE,TIN,0
2913,2781,2781,hasoc_hi_4936,अब तो विराट कोहली से भी बॉल नहीं रुक रही। क्या हो गया रे मादरचोद। #INDvBAN,HOF,PRFN,UNT,1
204,3263,3263,hasoc_hi_3281,हमे मालूम है तुम्हारे पास ख़ूब बहाने है हमे सताने के   हमने भी अब ढूंढ लिए है रास्ते तुम्हारे करीब आने के    नईम   #बज़्म #हिंदी_शब्द  @10398108Ritesh @SalehaIqbal6  @Aayatkhan_ @Shaheen31304594  @Abdal__Abdullah @Khushi_eik_Pal   @danish_irfana @queen_hoon11  @Mansi94893004 @Azzuwrites,NOT,NONE,NONE,2
1401,420,420,hasoc_hi_2190,"सदर @hasanfaizulkhan पर हमला, मलखान में भर्ती   अल्लाह पाक जल्द सिफा अताह फ़रमाये।। हमारे भाई फैज़ुल हसन को",NOT,NONE,NONE,2
799,4408,4408,hasoc_hi_425,इस सूअर को जल्दी हूरों के पास भेज दो,HOF,HATE,TIN,0
291,3519,3519,hasoc_hi_4629,Kaha tha beta tumhe sirf puri khane milegi...seats nhi...tumhare vagah dimple bhabhi bhi haar gyi,HOF,HATE,TIN,0
3394,4492,4492,hasoc_hi_126,भड़वा है बहनों बेटियों की कमाई खाने को जायज ठहरा रहा है,HOF,PRFN,UNT,1
2164,1053,1053,hasoc_hi_7754,हंस मत भोसडीके... अपनी अपनी परंपरा है,HOF,PRFN,TIN,1
2227,3109,3109,hasoc_hi_4691,चांदनी चौक बना जम्मू कश्मीर  चांदनी चौक में पत्थरबाजों की पत्थरबाजी   #चांदनी चौक  #दिल्ली  #पत्थरबाज,HOF,HATE,TIN,0
696,3160,3160,hasoc_hi_7550,"हरामी कुत्ते , मन्दिर पर हमला करने वालो को गिरफ्तार कर सूअर की ओलाद",HOF,OFFN,TIN,1
472,1666,1666,hasoc_hi_6385,अत्यंत दुःखद एवं अफसोस जनक भैया    परिस्थितियां कैसी भी हो हम समाजवादी संघर्ष करेंगेअत्यंत दुःखद एवं अफसोस जनक भैयापरिस्थितियां कैसी भी हो हम समाजवादी संघर्ष करेंगे…,NOT,NONE,NONE,2
2221,369,369,hasoc_hi_6800,घाटी में पनपते आतंकवादी  सेना पर पत्थर फेंकते पत्थरबाज  कश्मीरी पंडित   अमरनाथ यात्रा पर हर बार हमला   धारा 375 और आर्टिकल 35A  हुर्रियत के नेता का आतंकवादियों का साथ देना.....और ना जाने क्या क्या  ,NOT,NONE,NONE,2
3839,1629,1629,hasoc_hi_4440,200 करोड़ रुपये के टैक्स चोरी के एक मामले में टेंपो चालक सुरेश गोहिल के घर छापा मारा गया  (@gopimaniar),NOT,NONE,NONE,2
2400,1339,1339,hasoc_hi_1699,चन्दा इकट्ठा करके मंदिर बनाने के बजाय स्कूल बनाओ और मंदिर में पुजारी रखने के बजाय स्कूल में अध्यापक रखो ! देश विश्व गुरु बन जाएगा,NOT,NONE,NONE,2
2630,1327,1327,hasoc_hi_6214,21 मई को होने वाली 22 प्रधानमंत्रियों की बैठक टली!    अब 23 मई के परिणाम के बाद विचार करेंगे की बैठक 24 को होगी या 2024 में...!21 मई को होने वाली 22 प्रधानमंत्रियों की बैठक टली!अब 23 मई के परिणाम के बाद विचार करेंगे की बैठक 24 को होगी या 2024 में...!…,NOT,NONE,NONE,2
2924,1709,1709,hasoc_hi_2778,4 बीवी 44 बच्चे  सूअर सबसे जायदा इलाज कराएँगे,HOF,OFFN,UNT,1
2370,1960,1960,hasoc_hi_261,@ghulamnazad : कांग्रेस ने अपने शासन में सबको आज़ादी दी.सही है भिड़ु ये मोदीकी माँ का ...भेनचोद एक लौंडी  से मन भर जाय तो तलाक बोल के दूसरी शादी  सकते थे. आज़ादी से पकिस्तान ज़िंदाबाद बोल सकते थे.अगर तेरी बेटी या बहन होती तो उसे वापर के तीन तलाक दे शकते थे.,HOF,PRFN,TIN,1
1353,3782,3782,hasoc_hi_6645,"भारताला नाही तर संपूर्ण देशाला अहिंसेचा मार्ग स्वीकारायला लावणाऱ्या महापुरुष महात्मा गांधींच्या मारेकऱ्याला #देशभक्त म्हणून #प्रज्ञा_ठाकूर यांनी पूर्ण देशातील जनतेचा अपमान केला आहे, तसेच भाजपाचा तिला पाठिंबा आहे, हे देशातील जनतेत फुट पाडण्याचे लक्षण आहे...  #म #महात्मा #मराठी",HOF,HATE,TIN,0
3058,1704,1704,hasoc_hi_5182,युवा दिलो की धड़कन व प्रेरणादायक देश के सबसे लोकप्रिय नेता समाजवादी पार्टी के राष्ट्रीय अध्यक्ष और उत्तर प्रदेश के पूर्व मुख्यमंत्री @yadavakhilesh जी को जन्मदिन की हार्दिक शुभकामनाएंँ |,NOT,NONE,NONE,2
2837,2821,2821,hasoc_hi_6011,"अबे सूअर की औलाद बुखारी, साले हलाला की पैदाइश,अब अगर तूने कोई कुत्ता गिरी की तो देश का हिन्दू तुझे घर में घुस कर मारेगा । और तेरे समर्थक हिजड़े नेता भी तुझे बचा नहीं पायेंगे । साले नीच कटुए ।",HOF,PRFN,UNT,1
2663,4411,4411,hasoc_hi_2423,अगर इतना ही बदलाव लाना था तो फिर आपने गंदगी फैलाई क्यों?  वादे तो करते हैं लेकिन कोई वादा पूरा नहीं करते. @syedasimwaqar #AIMIM on #HTP क्या मदरसों में सुधार कर PM मोदी मुसलमानों का भरोसा जीत पाएँगे? #मुसलमानों_के_मोदी @nehapant19 at @News18India   @asadowaisi,NOT,NONE,NONE,2
168,3077,3077,hasoc_hi_1226,KAHASUNI: बिहार में बच्चोें की मौत पर प्रधानमंत्री नरेंद्र मोदी की ख़ामोशी. आपकी राय?     #Muzaffarpur #Bihar #ShikharDhawan,HOF,HATE,TIN,0
2963,3220,3220,hasoc_hi_3873,आतंकवादी कसाव की गोली से शहीद हुए #हेमंत_करकरे “देशद्रोही” और गाँधी जी को गोली मारने वाला आतंकवादी गोडसे “देशभक्त”: आतंकवादी accused #प्रज्ञा_ठाकुर ,HOF,HATE,TIN,0
1141,2678,2678,hasoc_hi_7125,"दिल्ली में 300 मुल्ले रात में मंदिर तोड़ते है,     ओर ये मुल्लो का पिछवाड़ा चाटने वाला #दिल्ली में 300 मुल्ले रात में मंदिर तोड़ते है,     ओर ये मुल्लो का पिछवाड़ा चाटने वाला #केजरीवाल झारखंड के #चोर मुल्ले को 5 लाख देता है भड़वा,",HOF,HATE,TIN,0
480,2757,2757,hasoc_hi_5003,"जो कुछ दिल्ली में हुआ, अगर यही भीड़ जय श्री राम बोलती और हमला किसी मस्जिद पर हुआ होता तो अभी खुद की नज़रो में अपनी जरूरत से ज़्यादा समझदार छवि रखने वाले फेसबुकिया लंपट, खुद को सेक्युलर बताने वाले नारंगी संतरे जैसे दिखने वाले लौंडे रंडी रोना रो रहे होते मा****द, साँप सूंघ गया ?",HOF,PRFN,UNT,1
257,373,373,hasoc_hi_1322,"IN Depth: जायरा वसीम का बॉलीवुड को अलविदा, जानें उनकी जिंदगी और करियर से जुड़ा अब तक का सफरनामा  https://abpnews.abplive.in/bollywood/zaira-wasim-quits-bollywood-know-about-his-career-whole-story-till-leaving-the-acting-1158431 …  #ZairaWaseem #ZairaWasim #ZairaQuitsBollywood",NOT,NONE,NONE,2
134,8,8,hasoc_hi_4674,"Do mahashaktiyan mili hain, charo taraf khusi ki leher hai, khus hone wale khus hi rhe hain aur bhakton ko taklif ho rhi hai, khair honi bhi chahiye.",NOT,NONE,NONE,2
2556,1916,1916,hasoc_hi_595,"भाजपा वाले ख़ूब जानते हैं कोन सा #मुद्दा जनता के मुँह पर कब #चिपकाना है #कर्नाटक चुनाव में जिन्ना”गुजरात”में #नीच,”MP”Cg और”राजस्थान”मे”बजरंगबली”दिल्ली”पंजाब”हरियाणा”के लिए #राजीव गांधी और #सिख दंगे,12मई के बाद कोई और,ये सिर्फ इसलिए ताकी जनता 2014 का #धोषणा पत्र न देख सके",HOF,HATE,TIN,0
1951,3080,3080,hasoc_hi_5284,"लगता है भगवा टीम एक भड़वा टीम को बाहर से ही भगवा देगा, क्या इसे ही इसे कूट नीति  कहते है ।",HOF,PRFN,UNT,1
3303,1240,1240,hasoc_hi_329,"'दंगल' की 'धाकड़' गर्ल ज़ायरा वसीम ने छोड़ी एक्टिंग, कहा- अपने धर्म और ईमान से भटक रही थी    https://abpnews.abplive.in/bollywood/dangal-girl-zaira-wasim-quits-acting-1157307 …    #ZairaWasim",NOT,NONE,NONE,2
980,1238,1238,hasoc_hi_5169,यही बोलेंगे की कुछ करवाई भी करेंगे इन हरामी के ऊपर,HOF,HATE,TIN,0
2764,3032,3032,hasoc_hi_5086,बहिन ने नंगी होकर किया मजेदार गाँड - चुत डांस 13 720p ,HOF,PRFN,TIN,1
2414,2628,2628,hasoc_hi_6664,"#AkashVijayvargiya मामले पर बेहद नाराज PM @narendramodi , कहा- 'ऐसी घटना बर्दाश्त नहीं'",NOT,NONE,NONE,2
2187,662,662,hasoc_hi_1015,भारत को इस साल सितंबर तक राफेल लड़ाकू विमान मिल जाएंगे,NOT,NONE,NONE,2
2605,3724,3724,hasoc_hi_2478,"वोटों की गिनती तो कल शुरू होगी, एग्जिट पोल देख कर evm में गड़बड़ी कैसे हो सकती है भोसडीके ?",HOF,PRFN,UNT,1
2771,3598,3598,hasoc_hi_3430,तो इससे पूछो भारत को स्थायी सदस्य बनने में टांग क्यों अड़ाताहै भड़वा चीनी?,HOF,OFFN,TIN,1
2692,3542,3542,hasoc_hi_7061,हमारा भी कुछ शरारत करने का मन कर रहा है बोलो तो आयें  शरारत करने मैडम ऐसी बेकार की बातें करोगी तो तुम्हें कोई इंसान नहीं पता नहीं क्या क्या बोलेंगे लोग सच बोलने से डरती हो तो जाओ डूब मरो शरारती तत्व बोल रही हो इन सूअरों को अरे इंसान नहीं जल्लाद हैँ सूअर के बच्चे हैँ साले मुल्ले,HOF,HATE,TIN,0
1326,2197,2197,hasoc_hi_113,"जब नाच गाना इस्लाम मे हराम है तो अभी जो बॉलीवुड में सब मुस्लिम नाच रहे हैं,वो सब हरामी हैं क्या?  #जस्ट पूछिंग",HOF,HATE,TIN,0
3796,260,260,hasoc_hi_7244,उदय घर उदयीमान हुयो  मावड रो करज चुकावण न  राणा प्रताप न साथी मिलगो  चेतक सो साथ निभावण न    बलशाली ओ जब्बर हुयो  हाथी सो बल दिखावण न  सिंघ शेर ज्याखली दहाड़ करी  बेरीया न धुल चटावण न    लगयो रहीयो जिवणभर  मेवाड़ी आन बचावण न  'बृज' नमन करै मावड न  प्रताप सा वीर निपजावण न  उदय घर उदयीमान हुयो,NOT,NONE,NONE,2
1825,2949,2949,hasoc_hi_265,तेरे जैसे सुअर जो छुप छुप कर आग लगाने का काम करते हैं उससे तो बहुत अच्छा है @SureshChavhanke news चैनल कम से कम खुलकर तो बोलता है सुअर की औलाद,HOF,PRFN,TIN,1
1108,1869,1869,hasoc_hi_6150,#ग्वालियर में घर के दरवाजे पर खड़ी 4 साल की बच्ची को पड़ोसी के #कुत्ते ने चीथकर मार डाला। इसी महीने #भोपाल में भी आवारा कुत्तों ने 6 साल के बच्चे को नोंच-नोंचकर मार डाला था।  #दुखद,HOF,HATE,UNT,0
1500,3401,3401,hasoc_hi_3422,यें लोग भारत को कभी आगे नहीं बढ़ने देंगे ।। #कमीने,HOF,HATE,UNT,0
3274,4581,4581,hasoc_hi_6047,मरे हुए के चार्जशीट पे क्यों रंडी रोना यहाँ तेरे अब्बू फूफ़फे हिंदू बहन बेटियों को उठा ले जा रहे उसका क्या ,HOF,PRFN,UNT,1
947,733,733,hasoc_hi_6825,'अगर कोई क्षमता बढ़ाने के लिए प्रेरित करता है तो समझो कि यह सकारात्मक प्रयास है और जब कोई सीमित रखने का प्रयास करता है तो समझो कि यह नकारात्मक प्रयास है।'                             @किशन सहाय,NOT,NONE,NONE,2
3744,77,77,hasoc_hi_523,इस रशीदी जेहादी का पायजामा पीला तो नही है आज आज हरामी को बड़ा भाईचारा नज़र आ रहा है,HOF,OFFN,TIN,1
1963,2860,2860,hasoc_hi_1727,"महात्मा गांधी ने दिल्ली स्थित मंदिर में अपनी प्रार्थना सभा के दौरान नमाज पढ़ी,    जिसका मंदिर के पुजारी से लेकर तमाम हिन्दुओं ने विरोध किया,    लेकिन गांधी ने इस विरोध को दरकिनार कर दिया लेकिन महात्मा गांधी एक बार भी किसी मस्जिद में जाकर गीता का पाठ करने की हिम्मत नहीं जुटा सके।",HOF,HATE,TIN,0
489,2902,2902,hasoc_hi_5685,तुम्हारी मानसिकता साफ़ ज़ाहिर हो रही है तुम अपने आप को भक्त और ऊँचा मानते हो ना तो जाओ अपने अब्बा मोदी से थोड़ी इज्जत मिल जाये बिना किसी इलेक्शन के तो हमे भी बता देना ,HOF,HATE,TIN,0
3355,454,454,hasoc_hi_6569,"दिल्ली-NCR वालों को गर्मी से जल्द मिलेगी राहत, तीन से पांच जुलाई के बीच मानसून देगा दस्तक",NOT,NONE,NONE,2
583,196,196,hasoc_hi_2494,बस तू एक बार बता दे रंडी कि कब आ रही है अश्मित का लुंड मुह में लेने। शायद अश्मित ने तूझे चोद कर छोड़ दिया है इसीलिए इतनी बिलबिला रही है। तेरी खिसियाट समझ आ रही है। कोई बात नही तू फिर आजा। अश्मित फिर लेलेगा तू चिंता मत कर। बहुत बड़ा दिल है अपने भाई का। पूरी पूरी रात पलेगा,HOF,PRFN,UNT,1
1356,76,76,hasoc_hi_7794,Nayan Neerav Abe Ulta kahe ko bol rha hSP- 15BSP- 5,NOT,NONE,NONE,2
3212,1449,1449,hasoc_hi_4255,"वज़ीर बोले जो वादा करो उसे निभाओ ,  'साहब' बोले मुझें सियासत न सिखाओ ,  गोदी चाटुकारों ने माहौल बनाया है 'वसी',  सही खबर छोड़ो नफरत की धुन बजाओ ।",HOF,HATE,TIN,0
579,1730,1730,hasoc_hi_6771,"दर्द को हंसकर सहना,क्या सीख लिया !   लोग कहते है मुझे कोई, तकलीफ ही नहीं !!",NOT,NONE,NONE,2
3415,2987,2987,hasoc_hi_497,तुम सुअर की औलादे कुछ भी करे वो दिखाए तो काफिर ,HOF,PRFN,TIN,1
1033,156,156,hasoc_hi_6607,माँ #गंगा का भी #दुर्भाग्य है जो  जो #नीच लोगो के #शहर #ग़ाज़ीपुर  होके #गुजरती है।।  इस #शहर को तो बस गन्दे-गन्दे #नाले छू के   गुजरने चाहिए।।।  #ग़ाज़ीपुरवासियो_का_दुर्भाग्य,NOT,NONE,NONE,2
287,3138,3138,hasoc_hi_1956,"कोई डिबेट में जाए और चाहे ना जाए मगर दो चार हजार रुपए के लिए लम्बी टोपी लगाकर इस्लाम पर फ़र्ज़ी बकैती करने वाले मौलाना ज़रूर जाते रहेंगे, खुद के बस में बीस वोट भी नहीं हैं मोहल्ले के, और ठेकेदारी करेंगे पूरी क़ौम की.     अरे यार क्यों गालियाँ खाने का काम करते हो ?",HOF,HATE,TIN,0
50,2369,2369,hasoc_hi_3460,आदरणीय दिल्ली पुलिस कमिश्नर   @CPDelhi जी    दिल्ली में एक मंदिर तोड़ दिया गया    सब कुछ कैमरें में दर्ज हैं    अभी तक मंदिर तोड़ने वाले खुले घूम रहे हैं    समाज ने असाधारण धैर्य और सहनशीलता का परिचय दिया हैं    यहीं हमारी पहचान हैं    परंतु धैर्य की परीक्षा मत लीजिए   #TempleTerrorAttack,NOT,NONE,NONE,2
1564,1515,1515,hasoc_hi_3833,Chalo kisi ne to yaad dila diya pradesh me rajyapal bhi hai..Thanks sir,NOT,NONE,NONE,2
484,1222,1222,hasoc_hi_6523,"*मेरी मंज़िल उसेपाना     नहीं*बस एक दुवा है रब से, उसे    कभी  भी रुलाना नहीं....*.  ",NOT,NONE,NONE,2
671,3554,3554,hasoc_hi_2707,आतंक की आरोपी को टिकट देने वाली पार्टी पूरे देश मे सबका क्लीन स्वीप कर गई और अहिंसा के पुजारी को एक विचाराधीन कैदी को टिकट देने पर उनकी इमेज में समस्या खड़ी हो रही थी।     मर भी जाएं तो नेताजी नहीं बन सकते। ना ही प्रसाद में मिला सीएम पद अब कभी दोबारा नसीब होगा। वो नेताजी की देन थी।,HOF,HATE,UNT,0
3936,1646,1646,hasoc_hi_5758,"ओ हार्पिक मैं सोच रहा था,भोसडीके अनसन पर बैठा है और बहुत जल्द निपटने बाला है, तो फिर कोन भोसडीके ये ज्ञान पेल रहा है।अनसन करने वाले का बाप मैं @Neeraj_ku_singh follow me",HOF,PRFN,TIN,1
1989,2290,2290,hasoc_hi_5754,क्यो रे gandu ग्रीन कलर चाहिये था क्या तुझे... रंडी के..,HOF,PRFN,TIN,1
3002,1219,1219,hasoc_hi_3496,"वक्त की एक आदत बहुत अच्छी है,  जैसा भी हो,  गुजर जाता है...!         कामयाब इंसान खुश रहे ना रहे,   खुश रहने वाला इंसान कामयाब   जरूर हो जाता है..!!               #सुप्रभात    आप का दिन मंगलमय हो          ",NOT,NONE,NONE,2
2608,3355,3355,hasoc_hi_3885,"दिल्ली के 7 MP इनके हैं, दिल्ली पुलिस इनकी है। केंद्र में सरकार इनकी बैठी है।  अब अगर वहाँ सुअर 'अल्लाह हू अकबर' बोलकर एक मंदिर में तोड़फोड़ करते है। कहीं मीडिया में कोई खबर नही। ये कौन सा सबका साथ, सबका विकास है ??    #मुस्लिम",HOF,HATE,TIN,0
2490,4431,4431,hasoc_hi_4708,#बल्लेबाज विधायक का #जूतामार बाप..    1994 में तत्कालीन ASP प्रमोद फड़नीकर जी पर जूते से वार करते उस समय के महापौर कैलाश विजयवर्गीय।    जैसा बाप वैसा बेटा।,HOF,OFFN,TIN,1
3951,725,725,hasoc_hi_6538,अगर आपने रास्ता बदलेंगी तो समझ लिजिये #कुत्ते समझेंगे कि #शेरनी कमज़ोर है   माँ दुर्गा जी ने कलयुग के नारीयो को बरदान दिया है वक्त पड़े तो हमारे रूप ले लेना   .  .  .  .  .   शुभ प्रभात दी   जय माँ  शेरावाली ,NOT,NONE,NONE,2
1570,4139,4139,hasoc_hi_1771,"तबरेज चोर था ये सिर्फ BJP RSS को मालुम था जबकि विजयमालिया नीरवमोदी ललितमोदी चोर हैं बस ये नही पता था,,",HOF,OFFN,UNT,1
2506,1462,1462,hasoc_hi_4947,"बहिन जी को “EVM” पे ऊँगली उठाने से पहले, अपने सभी 10 सांसदों का “इस्तीफ़ा” करा देना चाहिये, क्यूँ कि BSP का सफ़र भी “ज़ीरो” से “10” तक इसी EVM के सहारे ही पूरा हुआ है.",NOT,NONE,NONE,2
254,1032,1032,hasoc_hi_5675,जब किस्मत में ही लिखा है गर्मी  में गांड घिसना    तो भैनचोद क्या उखाड़ लेगा नींबू पानी और रसना,HOF,PRFN,UNT,1
1889,3615,3615,hasoc_hi_4573,कुछ जंगली #कुत्ते मिलकर   #शेर को घेर तो सकते हैं..    पर उसका #शिकार नही कर #सकते।,HOF,HATE,UNT,0
2175,3605,3605,hasoc_hi_2693,"मोहम्मद सामी की वजहा से भारत जीता मतलब अब ये ना कहना कि इसके पीछे भी पाकिस्तान का हाथ है बेशरमों,,,",HOF,HATE,TIN,0
1380,442,442,hasoc_hi_1724,"बहुत गुरूर था छत को छत होने पर,  एक मंजिल और बनी छत फर्श हो गई।  #शुभ_रात्रि @Rekhta @Aayesha10796433",NOT,NONE,NONE,2
298,1212,1212,hasoc_hi_2981,Part 3 देसी Lola Bhabhi भाभी की चुदाई 18 years 5 ,HOF,PRFN,UNT,1
