,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,label,tweet,contain_bad
28,17951,3,3,0,0,0,RT @ Tae_Rhodes : & # 8220 ; @ kim92493 : & # 8220 ; @ Tae_Rhodes : @ kim92493 @ patpatbush uhhh you 've been judged & # 8221 ; it happens . # whitepower ... I 'll hang you <SWEAR> & # 8221 ; wo & # 8230 ;,1
29,21692,3,0,3,0,1,"Sure I got a nice car , a 60 inch tv , stainless steel appliances in my apartment and a few thousand twitter followers but I ai n't got no <SWEAR>",1
30,5134,3,0,2,1,1,"@ ThequeenSOxILL I 'd rather ask yours , is she a nappy headed <SWEAR> too ? And is your grandma as well ? I 'd be ashamed to be in your family .",1
31,19569,3,0,3,0,1,RT @ iDeepuDJ : I always waste my time on irrelevant <SWEAR> ! & # 128528 ;,1
32,17296,3,0,2,1,1,RT @ PlMPCESS : im <SWEAR> <SWEAR> done with @ sprint i <SWEAR> hate you guys and your insurance policy is trash and omg square the <SWEAR> up,1
33,16615,3,0,1,2,2,RT @ LiveAndUncut : When I say Tainted I do n't necessarily mean <SWEAR> or scandalous . It could be a number of things .,1
34,2174,6,0,6,0,1,"'Every <SWEAR> got a <SWEAR> <SWEAR> or she $ 3,000 from it ' # RNS",1
35,20961,3,0,3,0,1,"Remember when I told yall bout my coworker not lookin out a couple weeks back ? .. Karma 's a <SWEAR> , got his <SWEAR> .",1
36,17084,3,0,2,1,1,"RT @ Nostradamnisuck : Mary had a juicy clam , Was always good to go Little touch of boated man And she began to flow # HallmarkNostraCollecti & # 8230 ;",0
37,771,3,0,3,0,1,# RayRice is still a <SWEAR> . @ NFL got this one wrong . Women fans should be livid ! # NoExcuses,1
38,16479,3,0,3,0,1,RT @ LILBTHEBASEDGOD : I only eat gluton free <SWEAR> - Lil B,1
39,19551,3,0,3,0,1,"RT @ iAmKilo_Bae : Its 2 things in this world that I aint seen , thats a UFO & amp ; a <SWEAR> that I need ! !",1
40,11253,3,1,2,0,1,I think its funny how <SWEAR> talk bout being <SWEAR> .,1
41,13284,3,0,0,3,2,My bf @ iamthedannibal loves crows . Thought he might enjoy the last tweet !,0
42,20741,3,1,2,0,1,RT @ vodkapapixo : `` @ Weed_Cloudz : `` 6 <SWEAR> '' by Drake is trash '' thank you,1
43,8470,3,0,2,1,1,But Carl is a <SWEAR> & # 128526 ;,1
44,17299,3,3,0,0,0,RT @ PluggedInPiff : Green azz <SWEAR> ! ! ! ! & amp ; yall new <SWEAR> condone dat sucka activity dat why they keep doin it ! ! !,1
45,7660,3,0,3,0,1,A lotta u niccas ai n't who u say u is !,0
46,23008,3,0,3,0,1,We need to start having a fantasy team of UT <SWEAR> lol,1
47,19899,3,2,1,0,0,RT @ kristajayMFC : No mom . Im not `` dramatic /immature '' i just have <SWEAR> mental problems and youre a <SWEAR> and a <SWEAR> .,1
48,14260,3,0,3,0,1,Promises were made <SWEAR> . You are now my bxtch,1
49,19809,3,0,3,0,1,RT @ joshuaxallen_ : # tbt Halloween 2011 a spoopy <SWEAR> and her <SWEAR> daddy http : //t.co/oQVP80EGhx,1
50,3674,3,0,3,0,1,@ JZolly23 @ HannahKubiak Everybody knows that <SWEAR> love mullets # Pantiedropin,1
51,22519,3,1,2,0,1,This <SWEAR> car smell like <SWEAR> let off a <SWEAR> potato <SWEAR> in her <SWEAR> !,1
52,13712,4,3,1,0,0,"No half-breed <SWEAR> has any right to say anything to any Anglo ever , and should be <SWEAR> for doing <SWEAR> .",1
53,12860,3,0,3,0,1,Lmfao all <SWEAR> is <SWEAR> then,1
54,14737,3,0,0,3,2,RT @ BirdGang316 : If you a bird throw it up # birdgang # EaglesNation,0
55,8887,3,0,1,2,2,<SWEAR> DGAF ! RT @ Maxin_Betha @ 80sbaby4life got ta chill wit his yellow # 4thofJulyFly outfit man RT @ dominicanraf http : //t.co/uImF6sDI,1
56,9808,3,0,3,0,1,Got uh <SWEAR> dat set it off like Jada Pickett & # 128130 ; & # 128176 ; & # 128176 ; & # 128293 ; & # 128299 ; & # 128299 ;,1
57,19802,3,0,3,0,1,RT @ johntherealman : <SWEAR> I see no ones participating in the twitter purge # <SWEAR> # ihopeitssuposetobetonight,1
58,622,6,1,5,0,1,"`` You look cute today : ) '' .. `` Really ? ! '' Helll no , swerve <SWEAR> !",1
59,5582,3,0,0,3,2,@ _shegotthis yellow rice <SWEAR> beans and pork chop sis,1
60,9134,3,0,3,0,1,<SWEAR> <SWEAR> student gets trapped in a giant # <SWEAR> sculpture http : //t.co/5IzMLkvZZV # germany # <SWEAR> # funny # hornymen,1
61,15761,3,0,3,0,1,RT @ GuysPIctures : Once <SWEAR> get the D ... http : //t.co/deWE9ttUz5,1
62,19783,3,0,3,0,1,RT @ jessielee1028 : @ Hawkdaddy300 @ GavinMHawks21 @ Ur_Boy_George yeah I do n't think that 's okay ... <SWEAR> drop it . You should n't even joke <SWEAR> & # 8230 ;,1
63,5326,3,0,3,0,1,@ WyattNuckels I 'm not fake <SWEAR> meet me after school then <SWEAR>,1
64,7113,3,0,3,0,1,@ reptar_ray nigglet send me the pictures,0
65,15387,3,0,3,0,1,RT @ DopeChubbyChick : You was <SWEAR> eager to be a <SWEAR> you did n't even read RT @ JennnVeee : & # 8220 ; @ DJZeeti : twitpic a selfie wearing a leotard & # 8221 ; http : / & # 8230 ;,1
66,4335,3,0,3,0,1,@ Myalynn__x3 mhm <SWEAR> do n't play with your life & # 128299 ;,1
67,17575,3,0,0,3,2,RT @ SaertjeMirror : I am a zebra amongst the sheep .,0
68,14061,3,0,0,3,2,Oreo milkshakes will forever remind me of @ jay_ibarra95,0
69,6432,3,0,3,0,1,@ jerseyzbest74 Aye <SWEAR>,1
70,15933,3,0,3,0,1,RT @ IKeepitRealer : ChrisBrown a <SWEAR> 4 hittin a Woman JayZ a <SWEAR> 4 lettin a woman hit him <SWEAR> needa make up ya mind & # 128134 ; Yah want yah a & # 8230 ;,1
71,22692,3,0,3,0,1,"Told that <SWEAR> to <SWEAR> it up , she got lips like rubber ducks",1
72,121,3,0,0,3,2,`` @ El_Grillo1 : Pit Bulls Photographed As Lovely <SWEAR> Tale Creatures http : //t.co/Q0Sm89oOLh & # 8221 ; They *are* <SWEAR> tale creatures .,1
73,5392,3,0,0,3,2,@ YungCofGOA @ 12YearsAHaitian need to start mcbob because Williams only <SWEAR> let him play with bird,1
74,19560,3,0,3,0,1,RT @ iBYEpassDesHOES : Why do <SWEAR> always want to come bacc when they did n't have to leave in the first place ?,1
75,20038,3,0,3,0,1,RT @ maNIJEEtwa_ : Jackie weird .. like <SWEAR> hang with ppl ya age & # 128514 ;,1
76,8623,3,0,3,0,1,Catch up with the Lingo itty bitty <SWEAR>,1
77,20409,3,2,1,0,0,RT @ saramariewelch : Been my main nigguh since digital camera selfies @ thorpe_emily http : //t.co/XiQiRbQ7mP,0
78,4580,3,0,3,0,1,@ PussyBeezus_ whatever <SWEAR>,1
79,17192,3,1,2,0,1,RT @ OnDave_ : `` @ WhereYoHussleAt : @ CiddyP_60 ion like him he annoying & # 128514 ; I thincc he knows I do n't too '' That <SWEAR> a supa <SWEAR> on Dave,1
80,6579,3,0,0,3,2,@ khamillkilroy & # 128514 ; & # 128514 ; Shy Glizzy,0
81,9881,3,0,3,0,1,Haha a private industry birthday is needed to all who have celebrated our bday the past month I ca n't wait for ours ! I see you nig**s lol & # 128513 ;,0
82,16826,6,1,5,0,1,RT @ Mids_areForkids : If a <SWEAR> talkin <SWEAR> about me an you around sittin there quiet yous a <SWEAR> <SWEAR> an I do n't <SWEAR> with you real wr & # 8230 ;,1
83,25038,3,0,0,3,2,them jants be clutch for bedtime tho & # 128514 ; & # 128557 ;,0
84,25011,3,0,2,1,1,the # genesis of my tna watching is <SWEAR> bad I ca n't even mock-live tweet it,1
85,24865,3,0,3,0,1,pull up eat on that <SWEAR> and dip & # 128166 ; & # 128513 ;,1
86,2066,3,1,2,0,1,"' Club solo 1 deep , <SWEAR> a valet cause I parked on the street , lordddd knows & # 1041243 ; You ca n't trust these <SWEAR> , ... http : //t.co/WcD3V5sej2",1
87,23796,3,0,3,0,1,You <SWEAR> needa stop with the edits . <SWEAR> near got catfished a week or two ago and the <SWEAR> keeps findin her way back & # 128530 ; & # 128548 ; & # 128165 ; & # 128299 ; & # 128553 ;,1
88,21420,3,1,2,0,1,<SWEAR> my <SWEAR> <SWEAR> screams <SWEAR> the redskins in this big <SWEAR> echo filled parking garage,1
89,5493,3,0,2,1,1,@ _PRAWDA_ <SWEAR> ? oh <SWEAR> . exit my mentions . her last era was huge . # 1 album . # 1 tour . golden globe ( cont ) http : //t.co/gkuJXIaDep,1
90,17105,3,0,3,0,1,RT @ Noworriezzzz : Two <SWEAR> arguing bout who <SWEAR> who for x amount of money lol what,1
91,22948,3,1,2,0,1,Want to cry cause of the <SWEAR> at La fitness ... Imma <SWEAR>,1
92,1966,3,0,3,0,1,& # 8220 ; @ thepizzafacts : Cute text : ey <SWEAR> come over for some pizza & # 8221 ; @ KellieNehls,1
93,8727,3,0,3,0,1,Clown <SWEAR> nigguh,1
94,10102,9,2,7,0,1,Hit me with plans mah <SWEAR>,1
95,16727,6,0,6,0,1,"RT @ MaddieKreyKrey : I have to pretend like I 'm a cold hearted <SWEAR> and cut you off in an instant without a second thought , when actually I & # 8230 ;",1
96,20859,3,0,3,0,1,"RT @ youngscrap : I sent that <SWEAR> a smiley face , <SWEAR> love smiley faces & # 128515 ;",1
97,12474,3,0,3,0,1,"Just started my upgrade for the level 2 dark elixer drill ! 1,500,000 elixer . That was a <SWEAR> to get .",1
98,18785,3,0,3,0,1,RT @ __Independentt : Why do these <SWEAR> think it 's cute to take pictures kissing eachother ? # gaggggg,1
99,19743,3,0,3,0,1,"RT @ jaimescudi_ : Niggaaaaaa , why these <SWEAR> trip <SWEAR> hard over a <SWEAR> ? When will they realize they 're gon na grow up & amp ; regret the fool ?",1
100,10044,6,0,1,5,2,"Hello <SWEAR> people , my name is Eric Cantor and I am a <SWEAR> piece of bird <SWEAR> http : //t.co/qJyuw4ox0O",1
101,7078,3,1,2,0,1,@ rachh_burkhart talkin bout the <SWEAR> your sittin on,1
102,20629,3,0,3,0,1,RT @ tianaroseee_ : Mary Jane my only <SWEAR>,1
103,369,3,0,0,3,2,`` @ metroadlib : <SWEAR> contacts in your eyes ? blinders on mine . cause i ca n't see you at all . '' Lmao,1
104,8769,3,0,3,0,1,Could n't pull my <SWEAR> in ya wettest dreams <SWEAR> & # 128526 ;,1
105,18316,3,0,3,0,1,RT @ UKnoMyNameBxtch : Y'all <SWEAR> need to get out more . There <SWEAR> much more to life than being a <SWEAR> hater . Go get yours .,1
106,19312,3,0,3,0,1,RT @ dixiealley : @ TonyJRodriguez @ WolfVanHalen Not a FOB fan nor in the know . But `` <SWEAR> you fatty '' is a poor argument for anything after 5th & # 8230 ;,1
107,17541,3,1,2,0,1,RT @ SAMMI_boyden : @ jizcalifuh it 's a metaphor you <SWEAR> <SWEAR> <SWEAR> @ savanigga & # 128514 ; & # 128514 ; & # 128525 ; & # 128525 ; & # 128069 ; & # 128069 ;,1
108,3033,3,0,2,1,1,@ DanielM023 <SWEAR> na ! ! Hes a <SWEAR> brah,1
109,24473,3,1,0,2,2,i get what that <SWEAR> point seems to be but <SWEAR> people <SWEAR> during the holocaust and 9/11 . ( ( if that 's a picture of the holocaust idk ) ),1
110,827,3,1,0,2,2,# <SWEAR> <SWEAR> you DirectTv <SWEAR> the <SWEAR> game . With a freaking WALK OFF ! You 're <SWEAR> me satellite douche .,1
111,7730,3,1,2,0,1,Ai n't been on this <SWEAR> all day,1
112,18047,3,0,3,0,1,RT @ TheCommonCock : Rt if you <SWEAR> a <SWEAR> with your <SWEAR>,1
113,15949,3,0,3,0,1,RT @ IamEvilTebow : Any man who orders a 6 inch sandwich at Subway is a <SWEAR> <SWEAR> . # Fact,1
114,20941,3,0,0,3,2,Real talk not being byes or nothin ! The whole NFC south glad bag trash this year none of the teams have a chance making it to the playoffs !,0
115,15534,3,0,3,0,1,RT @ Feenohmenal : @ NotoriousBeep fifty bucks says a dense <SWEAR> thinks I say totes on the `` reg '' and unfollows b/c I said cheerleader . Countdo & # 8230 ;,1
116,2676,3,0,2,1,1,@ BjwalkinRIVERS bro that <SWEAR> live,1
117,9658,6,0,6,0,1,Get on your mutha <SWEAR> <SWEAR> <SWEAR> .,1
118,16193,3,0,3,0,1,RT @ JoeBudden : I only be looking like I & # 8217 ; m <SWEAR> <SWEAR> & # 8230 ; I don & # 8217 ; t tho,1
119,22599,3,0,0,3,2,"This one night I was tripping off brownies I put my running shoes on and I was still in pjs , it was 2am ! http : //t.co/UwmBpCOMNE",0
120,17159,3,1,2,0,1,RT @ OfficialKingDre : <SWEAR> did this <SWEAR> do ? & # 128514 ; & # 128514 ; https : //t.co/5BFuSp9bfn,1
121,10563,3,0,3,0,1,I feel like a <SWEAR> that just got her heartbroken a day before her wedding,1
122,24697,3,1,2,0,1,lost a couple online matches in nhl14 . <SWEAR> hit me with her car . dad ate my pizza . just one of those days,1
123,919,3,0,3,0,1,"# <SWEAR> , # android , # iphone , # ipad , # <SWEAR> , # <SWEAR> , | # OldYoung | <SWEAR> <SWEAR> getting young and old <SWEAR> in her <SWEAR> http : //t.co/kXhzjwG4Ii",1
124,8585,3,2,1,0,0,Ca n't stand <SWEAR> <SWEAR> <SWEAR> .,1
125,19090,3,2,1,0,0,"RT @ boburnham : In the future , <SWEAR> culture will be considered cool by America 's teens and instead of <SWEAR> there will be straggots .",1
126,11902,3,0,3,0,1,"If yo <SWEAR> catch you cheating , and beat yo <SWEAR> in front yo lil yeah , and lil yeah do n't help . You still give him <SWEAR> ladies ?",1
127,3481,3,0,3,0,1,@ Horsepower_Will naw <SWEAR> I got yo <SWEAR> tip toeing on my wooden floor !,1
128,7554,3,0,3,0,1,@ xoxox_jordan <SWEAR> shut up men are talking an @ justinmiculka01 @ ShaneQuintero,1
129,3671,6,0,5,1,1,@ JUSTLOVE_NOHATE @ Me_NOindirect whole <SWEAR> outchea ... ... .,1
130,7371,3,0,3,0,1,@ theshardyrebel cuz ur a sellout <SWEAR> <SWEAR>,1
131,23974,3,0,3,0,1,Young <SWEAR> talk about their new man ALLLL DAY ... .as if anyone is really intrested in that <SWEAR> lol,1
132,18382,3,0,0,3,2,RT @ VersaceSilk : When you try to tell grandpa that 70s music was trash https : //t.co/kYULQZoBC6,0
133,22906,3,0,2,1,1,"WATCH - WE SALUTE THE VETS & # 8211 ; Tuesday Jihadi <SWEAR> Slaying : MK-48 , M203 & # 8217 ; s <SWEAR> At Taliban Cockroaches During Firefight http : //t.co/yFucN0Dwzq",1
134,24236,3,1,2,0,1,dat mean u ugly <SWEAR> if only getting <SWEAR> doggie style & # 128553 ; & # 128553 ; & # 128514 ; # plies hot <SWEAR> http : //t.co/VsOqnUoh5V,1
135,18948,3,0,0,3,2,RT @ alexlundry : Charlie Baker ! ! !,0
136,5284,3,0,0,3,2,@ WendyDavisTexas your 30 second add just ruined it . A new low picking on a cripple,0
137,12200,3,0,2,1,1,It makes me sad knowing this <SWEAR> wo n't be down the street anymore . @ TheOneMiss_Luu @ OliviaLuu3 # SadTweet,1
138,4582,3,2,1,0,0,@ QUAN1T0 You <SWEAR> bruh lol,1
139,17090,3,1,2,0,1,RT @ NotoriousBM95 : @ Abel312_ @ _WhitePonyJr_ @ fallenloki Stick to hockey <SWEAR> . You 're finished,1
140,553,3,1,2,0,1,`` Roberto you are one <SWEAR> <SWEAR> '',1
141,10683,3,0,2,1,1,I guarantee there will b some hot <SWEAR> out tonight in dresses with no leggings and open toed shoes .,1
142,7860,3,0,3,0,1,All these <SWEAR> with these `` Love Quote '' Pages are some <SWEAR> . Them <SWEAR> do n't be living what they talking bout,1
143,15797,3,0,3,0,1,RT @ HamseAbdala : Charlie Sheen is a <SWEAR> boss http : //t.co/WdE24QtbF6,1
144,18264,3,0,3,0,1,RT @ TrulyCece_ : Deletin emojis off a nigga/bitch contact name cos they do n't mean <SWEAR> to you anymore & # 128514 ;,1
145,211,3,0,3,0,1,`` @ PatrickQuelo : If yo <SWEAR> cant have homeboys you a ol weak <SWEAR> <SWEAR> <SWEAR> ! '',1
146,1596,3,0,3,0,1,& # 8220 ; @ TheManOnCampus : & # 8220 ; @ VSamone : @ 5HAWTYYY smoking skating twerking & # 8221 ; I 'm innat <SWEAR> & # 8221 ; yas,1
147,9793,3,0,1,2,2,Got <SWEAR> the Lakers trash ... .,1
148,7144,3,0,3,0,1,@ ryancommakerry I 'll actually <SWEAR> that <SWEAR>,1
149,19488,3,0,0,3,2,"RT @ grannywinkle : <SWEAR> , do n't let a guy treat you like a yellow starburst u are a pink starburst",1
150,1924,3,0,3,0,1,& # 8220 ; @ royalriahh : Fake <SWEAR> I do n't want your hugs & # 8221 ;,1
151,1856,3,0,3,0,1,& # 8220 ; @ kincade00 : Rico be bored then a <SWEAR> & # 8221 ; <SWEAR> boy you watch me more than these <SWEAR> do,1
152,13981,3,0,0,3,2,One of the great treasures of living in San Diego is ready access to <SWEAR> <SWEAR> made with real sugar and <SWEAR> Coca Cola .,1
153,19599,3,0,2,1,1,RT @ iGottFanss : Not all <SWEAR> <SWEAR> are ghetto & # 128530 ;,1
154,7395,3,0,0,3,2,@ tracieeeeee wha ? me ? i 'm just waiting for <SWEAR> to bring back <SWEAR> as folk .,1
155,19,3,0,3,0,1,`` <SWEAR> bottle & amp ; a bad <SWEAR> ``,1
156,10188,3,0,3,0,1,"How do you go to sleep at night <SWEAR> , if I 'm not the one sleeping with youuu ! ! & # 128266 ;",1
157,5941,3,1,2,0,1,@ crocodile_Craig <SWEAR> y u ai n't come to school,1
158,4418,3,0,3,0,1,@ NoreigaStacks he forced it lol <SWEAR> <SWEAR> came to my mind thru every bar,1
159,24793,3,0,3,0,1,"nobody understands me besides my day 1 <SWEAR> , please come back bc I 'm tired of these females thinking they know me .",1
160,22860,6,0,6,0,1,Unemployed <SWEAR> get the most <SWEAR> # FACTDONTARGUE,1
161,6037,3,0,0,3,2,@ dminion25 it 's kinda <SWEAR> up that they were my guinea pigs but i was only experimenting on taste instead i got more interesting results .,1
162,13956,3,0,3,0,1,"On my own <SWEAR> , jus turned 18 <SWEAR> on dat `` now you grown '' <SWEAR> & # 128527 ;",1
163,18478,3,0,3,0,1,RT @ WillyWelfare : Its <SWEAR> <SWEAR> hot in this <SWEAR>,1
164,5501,3,0,3,0,1,@ _RenaissanceJay <SWEAR>,1
165,7495,3,0,3,0,1,@ whizkhidK @ RubyFakhoury @ amberadamzzz forget that <SWEAR> and come get some of this <SWEAR> chocolate,1
166,640,3,0,3,0,1,`` call me Keyshawn Johnson cause im catchin erry <SWEAR> '',1
167,22022,3,0,2,1,1,The ghetto thuged out version of tree of life coming soon ...,0
168,13131,3,0,3,0,1,"Me when folks try to come for me . & # 128514 ; Ok <SWEAR> , cool ! http : //t.co/QduFiVVwHa",1
169,12325,3,0,3,0,1,"Iv decided to grow my hair , i aint braiding it tho ... ... .straight curls out dis <SWEAR> !",1
170,17788,3,0,0,3,2,RT @ SportsCenter : A WILD one in the Bronx . <SWEAR> score 6 runs in bottom of 7th to take 8-7 lead over Red Sox . The half-inning took THIRTY & # 8230 ;,1
171,1684,3,0,3,0,1,& # 8220 ; @ _OneBadCreation : Boyfriends that 'll eat yo <SWEAR> all day long Ur da real mvp & # 128557 ; & # 128079 ; & # 8221 ; http : //t.co/6dImZ71MPV,1
172,7165,3,2,1,0,0,@ sarahVICwood im going to <SWEAR> that <SWEAR> <SWEAR>,1
173,12510,4,0,4,0,1,Karma is a <SWEAR> ? Well just make sure that <SWEAR> is beautiful..,1
174,7126,3,0,3,0,1,@ rikki_lovee <SWEAR> ! Why ca n't I retweet your <SWEAR> ? ! Lol love you ! Hope you 're having a great bday ! ( :,1
175,10858,3,0,3,0,1,I just fell in love . Just saw the baddest <SWEAR> driving a 2014 e350 amg coupe & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ;,1
176,18353,3,0,3,0,1,RT @ UrbanCraziness : when you see a <SWEAR> <SWEAR> subtweet you http : //t.co/vvhEhwDRWf,1
177,2800,3,0,3,0,1,@ CSNChicago Punk <SWEAR> <SWEAR> . # BullsTalk,1
178,13917,3,1,2,0,1,Okay . Here . IF # natitude is SOOOOO COOL & gt ; How come you <SWEAR> do n't call Obama by BO JINGO ? That 's what I thought . # gobuycomb,1
179,3924,3,0,3,0,1,@ KevinTheGee ok I just wanted to know <SWEAR> at 5:20 if you 're not here I 'm out,1
180,13134,3,0,3,0,1,"Me : `` Mom , honestly , thank you for making me a bad <SWEAR> . '' Mom : `` You 've got ta stop . ''",1
181,20612,3,0,0,3,2,RT @ thereal_EMandM : <SWEAR> Doodle had a farm . Cotton farm,1
182,11529,3,0,3,0,1,I 'm bout to get this <SWEAR> a cell mate,1
183,7100,4,0,4,0,1,@ rebellious_midy lls omg omg me too getting harrassed by my bby father smh on ig tlk bout hw mch he miss me <SWEAR> please,1
184,15711,3,0,3,0,1,RT @ GirlTalk26 : `` Real men ask for <SWEAR> '' Correction . <SWEAR> <SWEAR> <SWEAR> ask for <SWEAR> . Real men are out there working for women & amp ; actually h & # 8230 ;,1
185,19992,6,0,6,0,1,RT @ littlecball : You 're jealous <SWEAR>,1
186,20423,3,1,2,0,1,"RT @ scaffoldjocky : I 'll never smoke weed with <SWEAR> again . He invited that hick , Toby Keith , and I <SWEAR> hate that mongoloid !",1
187,13639,3,0,3,0,1,<SWEAR> already acting like <SWEAR> <SWEAR> why not get a real <SWEAR> right ? <SWEAR> if you gone act like a <SWEAR> I rather just have one . <SWEAR> .,1
188,8125,3,0,3,0,1,Bad <SWEAR> http : //t.co/XSpkccaypi,1
189,20047,3,0,3,0,1,RT @ macklemore : I feel bad for all the homies that suffer from canker sores on the reg . those <SWEAR> hinder the spirit,1
190,5336,3,0,0,3,2,@ XANAXDREAMS & # 128557 ; & # 128557 ; & # 128557 ; & # 128557 ; about the beanies but steal my description but u are n't salty or fake,0
191,2445,3,1,2,0,1,@ Alejandro_Bihhh @ CapoDaAssHole <SWEAR> y'all <SWEAR> ai n't never listen to no slow <SWEAR> with a <SWEAR>,1
192,10661,3,0,3,0,1,"I got something for your <SWEAR> , keep thinking I 'm <SWEAR>",1
193,6511,3,0,3,0,1,@ kaaaytate do it <SWEAR>,1
194,11364,3,0,3,0,1,"I will literally never get home , this <SWEAR> is <SWEAR>",1
195,810,6,0,4,2,1,# UMightNotGetIn & # 128514 ; & # 128514 ; & # 128514 ; fucc nicca # BeerandTacOS # WeTheLastOnesLeft http : //t.co/45FV79CV0z,0
196,3220,3,0,0,3,2,@ Evan_P_Grant I can only hope Charlie Strong . # UTcoach,0
197,18125,3,0,3,0,1,RT @ TheSchwagQueen : <SWEAR> be in your messages like & # 128536 ; & # 128141 ; & # 128149 ; & # 128166 ; & # 128272 ; & amp ; be on Twitter like <SWEAR> <SWEAR> & # 9994 ; & # 128299 ; & # 128184 ; Come on <SWEAR> which one you gone be Drake or & # 8230 ;,1
198,15423,3,1,2,0,1,RT @ DrummerKid0328 : You prolly do n't like me <SWEAR> I do n't really give a <SWEAR> how you feel & # 128175 ;,1
199,8409,6,2,4,0,1,Bring a <SWEAR> some icecream,1
200,23505,3,0,3,0,1,Y'all <SWEAR> be coming up with some <SWEAR> <SWEAR> ... What the <SWEAR> is `` fleek '' ? & # 128529 ;,1
201,18787,3,0,3,0,1,RT @ __Junebugg : @ VoiceOfDStreetz <SWEAR> yea save money like a <SWEAR>,1
202,22939,9,0,9,0,1,Walk in the party boot up yo <SWEAR>,1
203,24258,3,0,0,3,2,dodgerofzion asked : A giant green rooster walks in carrying a tray of brownies . You may have a brownie in ... http : //t.co/Rn0sWWuIq9,0
204,8196,3,0,3,0,1,Because idk if your still tryna get with her again or not ? ... & # 8212 ; <SWEAR> i might be http : //t.co/FPJQpcH99K,1
