,Unnamed: 0,Unnamed: 0.1,text,label
4577,3894,3894,مش حق عليك والله لأنك حمار ما بينعتب عليك بس حق على البيك الخلّاك توصل و سمّعنا صوتك الزبالة على كل حال بسيطة جاييك يوم يا بلا شرف ما بحياتك رح تعلا عن صبّاتو وبس يسير في ضربة كف رح تركض تحتمي في يا جبان يا مرت ولك تفو تفو تفو,1
1473,543,543,يا أمير الشتامين أملك بالفوز مثل أمل إبليس بالجنه ,1
3461,2355,2355,العماد عون رغم قصر قامته من بعد,2
448,5347,5347,معك خبر انوا اصغر قطري صباطو بيسوى راس يلي خلفك يا صعلوك روح اندحش بي طيز بشار النعجة تاعك ,1
1029,3588,3588,ليه يعني ليه الأفضل ليش كل شعب بشوف حالو الأفضل كلكن بشر بتاكلو وبتخرو من نفس المحل وكلكن أخرا من بعض,1
3502,5196,5196,كلام مزبوط مليون بالمية وليد جنمبلاط انت عليك بعبيدك اما نحن الاحرار ما الك هلاقة فينا ,2
3631,4088,4088,اذا معلمهم هبيلة بعمرك شفت عوني بيفهم,0
2172,3950,3950,مش ابشع من نفسيتك الوسخة ,1
1032,452,452,عندكم زباله يا رجل اكثر من عدد سكان بيروت ، ولك انتي مبين من شكلك انك زباله نايت كلوب لانك انيق وقذر في نفس الوقت,0
1516,4707,4707,كلام معاليك صحيح لحد ما وصلت لعند وسام كل التقارير الأخيرة أثبتت أنه من خطط وشارك بمقتل الحريري ,2
4506,1771,1771,كلماتك ما بطًمن، الله يحمي اللواء عثمان و يرحم وسام الحسن القتله بعدن خارج السجن ,2
2943,4950,4950,جعجع يقصف عمرك ياحشاش ياعميل ياوسخ خراس يبليك باتلك روح انضب يا زبالة,1
4043,1198,1198,بس يا حمار كول هوا وسد بوزك احسن ما اخلعلك نيعك واحد هزء زبالة,1
444,3931,3931,شعب تافه وسخ بلا أخلاق وبلا شرف تفه يا عيب الشوم عليهم,0
2693,178,178,كذبك يا أيوب كذاب ونص جبران باسيل انظف من ضميرك,1
3030,3692,3692,شكلي دعست على دنبو بالغلط تاج راسي,1
1889,1503,1503,فشرتي كلكن بتعرفو وحتى أصحابكم اليهود إنّو السيد بس يفول شي هو قد كلامو هذا السيد البطل الشريف,2
597,248,248,ومبعوصة من انه الديمقراطية مترجمة من الـ وبدها الملسمين يقولوا شورى طيب يا قلبي الشورى عند داعش والسعودية احنا بدنا ديمقراطية يا كندرة,1
3892,3055,3055,اخذتوا ارضنا و قتلتوا شعبنا و جاي تدافع عن فلسطينييه بامريكا  يا زلمه كول هوا,1
1416,3883,3883,وئام وهاب من أكابر عبيد ولي السفيه الفارسي الإرهابي في لبنان يا د علي النعيمي و كذلك وئام و ,0
3269,2155,2155,كنت بدي استعمل جملة و انت الصادق بس معك ما فيني استعملها لانك ما بتعرف شي عن الصدق ف رح قول و انت الكذاب لو… ,1
2346,4047,4047,هذا خطاب وزير سابق عجبي ,2
1330,2997,2997,مقاوم للناس المريضة هيدا صوص سوري أخي رضا أو ايراني,0
2707,2221,2221,خخخخخخخخ نيال هيك ناس عايشة متل الحمير بتعلف وبتنام وخلص,1
3651,4394,4394,اذا جرابيع الضاحيه هنن اشرف الناس طز بهيك ناس وطز بشرفهم,0
545,381,381,رغم الظروف الي عاشها لبنان بالمرحلة السابقة من حرب للإغتيالات وغيره ، ما شفت متل الحالة الي ن… ,2
3588,237,237,نص البلد من رأيي يا سخيفة,1
2531,678,678,و الله يا رفيقة طلعلي حب شباب على حبالي الصوتية و انا عم قلهم بس فالج،شعب تنح لا ينخبز و لا ينعجن,0
3879,5644,5644,يخرب بيتك شو واطي,1
748,1400,1400,مكتوب على الشعب السعودي الجحشنة ومصرّين تضلو حمير يعني,0
2535,4762,4762,تفوووو عليك واحد حقير بدك تخرب الأردن متل ما خربت سوريا انتو شعب حقير حقير الملك خط أحمر يا غبي,0
1908,503,503,السيد نصرالله ما عزز الصداقة مع شخص العماد عون والوزير جبران باسيل هي حرب تموز ووثائق ويكيليكس,2
4058,2793,2793,كان نفسي حدا يفشللي خلقي ويضرب أبو الغيط بشي صرماية بيروتية ,2
261,5495,5495,لماذا السكوت عن تفاهات جبران باسيل اما انتم موافقين على خطابه بالامس اما اصبحت الدولة من اعلى الهرم الى الاسفل وما بينهما,2
2380,4630,4630,لا تشتري الجنبلاطي الا والعصا معه انهم لانجاس مناكيد,0
2198,2420,2420,اختي الكريمة غير واضح اذا انت امرأة أو حمارة,1
3549,3058,3058,سكت كلاب العونية فلت كلاب حزب الله القافلة تسير وكلاب حزب الله تنبح,0
1999,5339,5339,فليفعل ما يشاء ارادتنا اقوى ولو كلف ذلك حرب اهليه ,2
1168,113,113,ماعندنا بارات للاسف البارات ببلدك وينظمها انتي وامك وبنات بلدك ,0
949,1837,1837,وكأنك تطلب حماية وليد بك يا جاهل حنجيبك ,1
1089,1335,1335,يا ريت هالغشيم بس يشوف الكومنتس العمى ما اسطلو ,1
4293,2253,2253,يقول هتلر أعطوني واحد مثل جبران باسيل وسأجعل اوروبا تزحف تحت اقدامي من الجوع,2
391,1694,1694,لاء يا رفيقة هيدا من هو الطبّات يلي بيلزقو عالحيط ,2
2854,5687,5687,ما قلتلي بتعيرتي شواربك لمع فيهن صباطي,1
2856,5502,5502,صباحك ورد معالي لوزير ,2
189,5777,5777,من راقب الناس مات هما وانت من الهم حتموت موتت الكلاب ,1
2139,4998,4998,اه يا فاشل افتخر ولا يهمك لأنك انسان انتهازي حقير  تابع للسفاحين والموالين  والسفلة ولولا تكن تشبههم لما افتخرت بهم مبروكين عليك لأنه وعلى قول المثل اللي متلك روح لعندو ,1
3510,123,123,الخول جبران باسيل روح طلع حزب اللات والمليشيات الشيعية من بلدنا ليرجعوا النازحين يلي احتليتوا أراضيهم وهجرتون يا مجرمين,0
526,1033,1033,اكيد كلهم عاهرات وفاسدين ,0
1987,5455,5455,الله لا يعطيكم العافية فوق تعبكم لو ضلينا روم افضل و نحنا رومان اصلا و سريان يا امة الجهل و الخرف و الهبل,0
2520,1502,1502,في القران بلسان النبي إبراهيم عليه السلام اذ قال  أتعبدون ما تنحتون  ؟ نعمل الزعيم ثم نعبده ,2
130,3206,3206,انت درزي يا كلب يا فيصل زباله القاسم هذا موضوع لا علاقة له بك يا واطي يا قذر يا عميل و مشرد و كلب الدروز النباح عليه كول من البياره اللي انت فيها و قفل نيعك يا كلب,0
2564,5252,5252,فشرت يا كلب نحنا يلي داعسينكن من  وقت مدعسنا الفطيسة بشير,1
3752,1922,1922,جبرا باسيل كل تغريداته بالامس كانت عن سوريا ونسي انه موجود في لبنان دافع دفاع مستميت عن نظام مجرم لدرجة ظن البعض ان جبران…,2
15,4254,4254,الف تحية لشيخ العقل ومشايخنا الكرام ,2
3945,1026,1026,فيك تشرحلنا يا سندباد شو قدم الشخسعد للبلد من وقت ما هل هلالو عالساحة السياسية غير إنو كان… ,2
42,4857,4857,خروات معراب وبقايا اذار والحاقدين,0
1209,2098,2098,يا الهي ع الهبل طب ما قبل الكنعانيين كان في الحثيين والعموريين الخ الخ,2
2468,2750,2750,بس ترى بقاء الامريكان بالعراق كان رح يفيد المنطقة بشكل جزئي بالفترة يلي صارت فيها الثورات كان وقتها حدّوا طائفية المالكي وما قدرت داعش تنفش ولا تشكل بعدها حشد شعبي طائفي ولا ميليشيات شيعية فاتت سوريا بهالحجم يمكن,2
3689,5396,5396,هذا الكلب نصر اللات ما مات اللهم أذقه عذاب الدنيا قبل الأخرة,1
474,5524,5524,جبران باسيل مندوب المخابرات السورية وحزب الله,2
688,69,69,أحقر جريدة بل الوجود,1
1632,1472,1472,أديب الششكلي الكردي القومي السوري ,2
89,3951,3951,نتبه لوضعك لكان ما يطرتشك       ,2
2249,5523,5523,طز ب فرنسا اوفكورس,0
2949,2426,2426,مواقف جبران باسيل بتجي ع طريقة ما يطلبه المستمعون لوحة جلاء الجيش السوري وزاحف لعندو مع محور المقاومة,2
4019,3218,3218,تدري انك علاك وقليل حيى بس مع الاسف انك محسوب عالسوريين ياواطي روح ولاك عرص درزي دورلك على عجل يانذل,0
11,2022,2022,الله يحرقهم جميعا ما عدا هل كم واحد الشغالين ع المحطة و بس يخلص المونديال ينحرقوا و تنحرق المحطة و يصبح الجميع سعداء,0
1785,5207,5207,جبران باسيل الوزير الملك   ,2
1163,5451,5451,عفكرة اذا حطينا تنين جبران باسيل فوق بعضهن بيطلعو واحد تميم بن حمد,2
199,1620,1620,جبران باسيل للمرّة الثانية على التّوالي يقرّ بحق اسرائيل بالوجود والأمان,2
2793,3838,3838,اكتر واحد فرحنا بمقابلة السيد هوي جبران باسيل,2
971,3388,3388,شو بدو بهالدين الأعوج,0
2381,4219,4219,أقترح ردم اللاجئين بالبحر على طريقة ردم جبل النفايات بصيدا,0
3505,5695,5695,الأمين القطري المساعد لحزب البعث العربي الاشتراكي جبران باسيل,2
1937,5105,5105,جبران باسيل لا يمثلني يمثل نفسه والعيلة وحزب اللَّات الارهابي,0
2060,4886,4886,نصاااب كلب لبناني عميل لحزب الشيطان,0
2066,3580,3580,سد بوزك يا كلب انت شقفه عتال بتشتغل ببلدي خراس ولك حشره اذا بدك شغل بدي ناطور لبنايتي بشغلك بتشطف الدرج عندي وبتلم الزباله,0
3650,3016,3016,هيدول النازحين شو طينتهن يرجعوا ع بلدهن ولك يرحموا انفسهن ويرحمونا العمى بقلوبهن شي بيجنن,0
2968,5676,5676,اذا اردت ان تشتم انسان فتقول له حمار اما اذا ا دت ان تشتم حمار فما عليك الا ان تقول له انت وئام وهاب ,1
4070,3249,3249,عم تحكي عن حالك يا خرا,1
616,3114,3114,زعران تيار المستهبل يطلقون النار احتفالا بخيبتهم وفسادهم,0
154,5631,5631,للمفارقة في بلدي على اليسار باسل الصفدي عبقري خوارزميات ومصنف بين أفضل مفكر عالمي وعلى اليمين حافظ بشار الأسد الحاصل على لقب جحش الرياضيات,1
1148,2402,2402,لاعن نفسك علاء الخواجة حرام خليك عم تنبح ,1
3948,961,961,معالي الوزير انتا مش مشكلتك مع قطر مشكلتك مع ايا رءيس او امير بيجي عل قمه لانو مابدك تنجح لقمه بيين انك مع فريق لي ضدد القمه ,2
691,3761,3761,برغوت قواتجي,0
550,1128,1128,مضرطة لها نغم… قمم قمم قمم معزة على غنم ,1
1131,1564,1564,كتير بايخة وسخيفة,1
4492,2033,2033,وحياة عشك   ,1
683,3938,3938,جبران باسيل حمار,1
4385,588,588,حلوة أنا أكتر واحد بنتقد صهر العهد بس انتي يا أمية يلي مش قارية جريدة بحياتك ممنوع تنتقدي ، ولك تضرب يا هبيلة ولك مين مفكر حالك بمنطقك رح ينرد عليك أنت شقفة مهرج وخريج برنامج مع غرور وهيدي بداية النهاية ريس القصة مش بل الشهادات القصة ب,1
1956,180,180,صباح الكسمك يا ميونخ يا مدينة خرى بنت وسخة,0
441,4796,4796,كول هوا بشرفك,1
4640,4750,4750,روح كول هوا عندما تتكلم عن صدام قف احترام لسيدك وتاج راسك يا ابن المتعه عليك غضب الله,1
436,4335,4335,عقبال ما نشوف الدولة لافة حبل المشنقة عليك ,2
3281,2468,2468,بمعزل عن أداء بعض مناصريه لا سيما على وسائل التواصل  الذين يساهمون عن قصد أو غير قصد في ازدياد الشرخ و م ,2
4655,2541,2541,هههه انت اميد غبي ولا تعرف شيء الاخونجيه منضمه ارهابيه بالمملكه العربيه السعوديه     ,0
2742,4050,4050,لالالا فقط كلاب التيار العوني وخنازير سعدان زغرتا الكلبة الافرنجية,0
4006,1608,1608,لقاء خلده      والغريب شيخ عقل وما بيعرف اذا ايران عربية او فارسية     وبأحد خطاباته قال الجمهورية الار… ,2
983,4221,4221,العرب جرب,0
4641,1622,1622,كسار راس المرتزقة و شذاذ الآفاق,1
4216,514,514,دميم الكلب ليس له مكان بين العرب اﻻشراف انه حثالة وأمير الشواذ والمخنثين ﻻ مرحبا به في أي مكان أو زمان… ,0
139,1844,1844,شو بدا تنفع الماشطة مع الوج الكشن ,2
563,2721,2721,يجب سجن هذا المجرم عماد عثمان ,2
3267,3199,3199,متعود تنشر قذارتك يا فيصل القاسم درزي قذر  ,0
4585,4197,4197,اشم ريحت زباله يمكن سني حقير هنا,0
1919,1434,1434,خليك فيه عيشي فيه وخليكي تذكريه يحلا وبرك,1
145,800,800,هذه هي أخلاق الكيني الحقيقي,2
675,4549,4549,"عيب يا كلبة لما تجيبي سيرة مصر وتقولي عليها شعب فقير ومشرد يا لبنانيين يا انجاس, فعلا ده انتو شعب كلاب",0
1216,3148,3148,جبران باسيل وعمه جنرال اسرائيل سابقاً العماد ميشال عون يمثلون سياسة الزباله التي قدمها سيدهم نصراللات لهم على طبقاً من الخياسة,0
4365,5055,5055,يا زلمة كلهن هيك بالسعودية طشم,0
255,5079,5079,يخرب بيتك ما ابشعك ,1
3473,5603,5603,شو هل كلبي انت بطهري لسانك قبل ما تحكي عن وليد جنبلاط وعن الدروز يا واطي,1
4509,244,244,ههههههههههه يا هبيلة مين جاب سيرة تميم وقطر غيركانت بتقول إنو أمير الإرهاب طميم ,0
1550,690,690,دول الغدر والخراب والعمالة ستنكسر امام جحافل الشرف والشهامة اللبنانية و السورية ,2
888,4490,4490,اخرس يا عميل مخبراتي واطي ,1
758,4207,4207,انت ليش بين فاصلة ونقطة بتدحشي المقاومة بكلامك بكفيك حقد اسود وبخ سم عليها شو المقاومة لحاكمة البلد احكي مع احبابك حمار خليهن يغيرو القوانين والأنظمة بعدين احكي,1
730,3349,3349,فيصل الجحش انت درزي كلب وبدك تحكي بالدين الإسلامي لك فشرت يا فيصل الجحش أن تتكلم بأسم الدين الإسلامي,0
1165,3259,3259,هذه هي إسرائيل التي قال عنها جبران باسيل المُقاوم أنه لا يرفض وجود إسرائيل و بأن أمنها هو حقٌ لها,2
3074,631,631,هيدا اسلوبهم بالحوار متل معلمهم معودين عحوار الصرامي ,0
907,486,486,الجزمة مكانه الحقيقي جبينك ,1
378,4292,4292,والله مرات هالزلمي معه حق جاري جاب ورقة وعمل شاحط مخالف ,2
4568,1750,1750,شيعة جنوب لبنان معروفين عند اللبنانيين بالفوضوية ورفع الصوت وعندما يهزمون بالحجة الحل عندهم الفوضى,0
1291,3066,3066,هل يجوز أن تبقى دولة يقودها مجنون هو يوسف القرضاوي يفتي لها بالقتل والتخريب وهي تدفع لتنفيذ فتاوى هذا المجنون الذي  ,1
4331,3155,3155,ولن ترضى عنك اليهود ولا النصارى ولا المسلمين ولا النباتيين حتى تتبع ملتهم,2
1950,4697,4697,فيصل كرامى لعنة الله عليك كلب حزب الشيطان انت مسمي على السنة بس مش اكتر,0
3882,3215,3215,صباح الخير كول هوا,1
2934,904,904,مهرج، كذاب، منافق، راقص فوق الجثث، مرتهن، عبد مملوك، لا ارادة لك ولا كلمة، حتى كل الصفات البشعة صارت تس… ,1
346,2776,2776,له يا غالي نزعتا معنا معقووووول ولا كاتب عدل علوي ولا وزير وحتى سرقو مننا واحد من مدراء عامين حتى ح  ,2
795,5036,5036,ما لفتني إلا موضوع انو لازم تكون لائقة عشان واجهة لبنان  ولك يا طشم عم ينضرب فينا المثل بالزبالة والفساد أيا لائقة لمبي آه يا هبيلي,1
562,2617,2617,كول هوا الله ياخدك,1
3423,5373,5373,انت حمار ياض,1
416,3221,3221,كول هوا ولاك درزي الكلب,0
4433,1560,1560,مش معقول كمية الجهل والغباء والحقد الاعمى بالردود شعب بس بعد ناقصوا الرسن المكاري موجود بس هيك ♂,0
2201,4925,4925,هذا هو حزب المردة حمير وكلاب وخنازير,0
585,3841,3841,مرتزق ايراني ,1
4186,1977,1977,مهما فعلت قطر لا يساوي شيىء أمام ما فعلته السعودية الارهابية ,0
347,4872,4872,سورية سنية وستبقى سنية وحسبي الله ونعم الوكيل بالعرب الخونة الذين باعوا الشعب السوري بالرخيص فليفرح ابن زايد وكل كلب عربي دعم بشار الجحش,0
771,2895,2895,جبران باسيل معتوه,1
3840,5725,5725,الضاحية الجنوبية بلبنان نفس القرداحة بسوريا المنطقتين بدهن حرق على الزبالة اللي صدروها للعالم,0
439,3661,3661,وئام وهاب الوطني مااشتهر الا من كثر ماكان يسب ويهاجم السعودية,2
2974,5705,5705,تخيل قديش لبنان زبالة اذا وش السحارة تبعه جيسيكا عازار,0
1725,3567,3567,بجامعة حلب عملوا اعتصام بساحة الجامعة وشحطوهن ع فرع الحزب بالجامعة وأكلوا قتلة وكزا واحد انفصلوا,2
1226,3245,3245,مش عيب تكوني حمارة خاصة اذا ميولك قواتجية بس تكوني حمارة و مدعية! يا رب ارحم و اشفي هالطفلة البلوي على اهلها و المجتمع   إلى الرب نصلي,0
3158,1651,1651,نديم لطيش ماريا معلوف البقرة الضا…,1
2072,3360,3360,صفقات البلديات ما فهمت والله شو بتقصد  بتقصد صفقة مارسيلينو الحرك مع جبران ,2
764,2298,2298,انت حبيت تفوت بجدال لعيونك بس كنت خليك محترم سيد حسن بيقولو وتاني شي مع سيد حسن وعلى رأس السطح ,2
1105,12,12,يا عيبو عليكي يا إيران عم تحوي إرهابيين تعلمي من السعودية درسيهم عندك وبعتيهم لبرا,0
4062,5749,5749,جبران باسيل والزبالة,2
2125,3527,3527,حقيري المنحبكجي البلد خربت لأنو رئيسك الساقط أعدم مجد خولاني و فلت أبو محمد الجولاني وشكراً,1
1395,3163,3163,وانت من الدروز يافيصل وبتكتبو الخضر وشعيب وشبعرفني شو نسيت نجمتك الخماسية يا فلاح يا ضيعجي,0
237,5110,5110,فراس الخطيب كلب خاين لدماء الشهداء,1
1305,2728,2728,متل ما انت بلبنان صوره طبق الأصل لا تتقن إلا طول اللسان ,1
286,5464,5464,ملعون هو وابوه وابو عيلتو وابو اسرائيل على ابو الي بدو يروح ع اسرائيل لعمى اوقح من السوريين المعارضين وانذل واخون انا ماشفت ولاعيني رأت,0
2170,483,483,كتلة الاخوة كتّاب العدل بيطلعلهم وزير بالحكومة؟ عقدة بيت نعيم ,0
1173,1181,1181,ما انت وجريدة الاخبار كلاب تنبح الك عين تحكى يا قاتل الك عين تحكى وفار من العدالة اكيد اهل الجاهلية بقو… ,0
883,110,110,دائما انت على حق ❤ ,2
2081,2809,2809,تذكير بفترة بالتحديد حرب أيار كل الاحزاب قالت شكرا قطر ,2
4290,1875,1875,أنا سأرد عليك بلهجتي كول هوا ولاك، أنت مثل الكلب الأجرب، النعال اللي تم رميه أطهر منك يا عبد الدرهم,1
2370,1309,1309,العمى ما توقعت في ناس بهالجحاشة أمريكا وبريطانيا وفرنسا تلت أعضاء دائمين بمجلس الأمن طلعوا التلاتة عملاء للمملكة البربرية,1
4500,4435,4435,شكراً على المشاركة خرى على مفتي السعودية ليلحق حسّون ليلحق البوطي ليلحق العرعور,1
4362,917,917,ولو يا د فياض ما تترك حقدك على جبران باسيل يضيع موضوعيتك  ,1
3063,4015,4015,جبران باسيل ابن حرام مصفى عار على حزب الله التحالف معه,1
4279,3860,3860,لو نحنا بدولة بتحترم حالها كنت انت اول واحد بينزت بالحبس ,2
1698,2373,2373,يا قائد شخ سعد إلى مزابل التاريخ صيصان المستهبل ,0
946,2029,2029,يجب التحرك عل فوركفى تعدي على حقوق الناس شبعنا ,2
3557,1884,1884,شو نفع برامج مسابقات الطبخ مهما كان انتاجا ضخم اذا المُشاهد ما رح يدوق؟؟ ,2
1250,3789,3789,صح معروف ما بيشتغل الا يلي بيعملوا علاي آل سعود ,2
465,2404,2404,منتخبين زي اوروجواي و روسيا بعد ما قدروا يتخطوا فريق كبير زي مصر  اي مرحلة ف كاس العالم بعد كدا سهلة عليهم,2
3008,1517,1517,شعوب بتسوا صرامي,0
1336,5473,5473,سوريا لا تعطي شكات بل تعطي الكرامة و عزت النفس و العروبة ,2
1006,5718,5718,كلكم في الهوى سوا هو كلب عند بشار وأنت كلب عند أردوغان هو باع سوريا وانت كذلك بعت سوريا لـ أردوغان الكلب,1
3509,421,421,التلك اخرس خراس,1
2498,2495,2495,على أساس الجحش بشار قمة الأخلاق والإيمان خراي على شرفك وشرفو ,1
2367,2311,2311,الدولة اللبنانية وأقطابها تريد إزالة إسرائيل من الوجود ولا تريد السلام العادل والشامل ولا مبادرة بيروت ولا تريد اتفاق,2
1507,3945,3945,روح  انضب  يا  بلا  شرف ما  تنسى  انو  تسعين بالمئة  من  الطائفة  من  جبهة  البيك,1
4200,306,306,نتمنى انك تخرس خالص  ,1
3815,3273,3273,لا تعلق على الشعب الخرى بطريقة الشعب الخرى,0
884,473,473,هههه منهنيك علي لهيدا اللحام اذا دولة ايران العربية هيك طلعت معو و اذا كلكن هيك شي بخري عليكن ,0
2730,2944,2944,طيييط عليك وعلى وهاب يعلن اللي عطاكم الشهادة انتو الاتنين اجحش من بعض ,0
3046,5265,5265,جبران باسيل أدان الانتهاكات الإسرائيلية المستمرة يومياً وهذا واجبه، ليس منة ولا موقفاً مقاوماً ,2
3605,3277,3277,جبران باسيل خراس يا زمك طلعت ريحتكم,0
2939,4147,4147,هيدي مش وزيره هيدي شيطان الحكومه عاملي فوق ال عملية تجميل وبعدا بشعه يا محلا المسخ,0
2006,5138,5138,هو ماهو بالاساس كلب ارمني لاجيئ,0
407,4803,4803,لكل جلجوق و جحش بيقول انو القوات تاريخا مجازر قتل و الغاء هيدي اسما حرب يا جحاش و لوما كان في قوات لبنانية كنا متل اليزيدية و مسيحية العراق,0
3846,2606,2606,كل العرب يتقنون التخريب العرب جرب ,0
1771,4825,4825,فعلا يلعن ابو الدنيا بتاخد المنيح وبتترك الخرا,1
2051,4075,4075,الاهم انو ما اعطانا حقارة ولؤم وخساسة وجع يخلع نيعك ,1
4428,4133,4133,على اساس ان الاجنبي بيترك الشقر وبيتزوجك يا ام ركبه سودا,0
3719,2661,2661,يا شو لابقين عبعض ,2
422,3129,3129,سوري وتتكلم عن الأصول  ياكنعاني مافيه مقارنة بينك وبين أهل الخليج أنت مو عربي حتى أشكالكم مو عربية بقايا مستعمرين وملقطين من كل قارة ههههههههههههههههه,0
2130,4187,4187,يا عيني السياسة الاقتصادية قايمة على الدين وحولت البلد من الانتاج للإستهلاك وين الصناعة,2
567,2722,2722,اي دموقراطيه عم تحكي عليها انتو النسوان  ماعندكن شي اسمو دموقراطيه عدكن نكد واخواته ,0
2699,4593,4593,الموت ل وفاء كيلاني طعمرك الهي خطافة الرجالة,1
4052,128,128,عايشين على اشحاته هذا طبع اشيعه يعشون مرتزقه ,0
2326,2341,2341,نحتاج أن نكون شعب لنعرف ما هو الوطن و ماذا هذا الوطن ,2
3528,882,882,باسيل جبران وزير خارجية لبنان,2
2952,2726,2726,الاماراتين يتفوقون على العالم بكثرة الغباء ,0
3370,3782,3782,الله بلعن يلي ربط الحمار وفلتك شو انك فهيم ,1
