,Unnamed: 0,Unnamed: 0.1,text,label
1275,2991,2991,لعمى بقلبك شو بتنبح ,1
885,4141,4141,الله يكون بعونا عليه على جبران باسيل  ,2
153,4477,4477,أريد خطاب واحد للقوات اللبنانية تقول فيه ان الحريرية سياسية كانت خطأ تجاه لبنان وماليته وخطاب واحد عن فساد نبيه,2
4439,2682,2682,يجب على هؤلاك المجرمون الارهابيون وكل من دس فتنة انا يتحاسبو حساب مؤلم لكن سؤال من سيحاسبهن ,2
571,5728,5728,حتى لو بسوريا  بالنهاية العيل اللبنانيه والسورية ممتزجين نفس العائله واﻻجرام بدمهن بدهن حرق مش دعس,0
4324,988,988,كيف كل زمن وإله أتباعه الزقيفة بإيام الإحتلال السوري للبنان، كان أشهرهم ناصر قنديل زال الوجود العسكري وتبخ… ,2
3654,340,340,هيك بتزعل عمك السيء نصر الله وعمتكن كلكن شريفة إيران أنت وتميم وأبو صواويخ تحت سيادة إيران وكلكم أل… ,0
242,3433,3433,بدنا نضل ونغير لبقر لمتلك يا خروف خروف ,1
2487,3226,3226,كول هوا من باب الاحتياط,1
2544,1889,1889,أنت ذكي حمار,1
1001,3586,3586,ربي يحميك ويقويك يارب ,2
361,2002,2002,مع أنو بعدو عقلك ناقص بس حبيبتي بلبنان في ديمقراطية وأكبر دليل إنو أزلامكن و…,2
1197,5667,5667,عماد عثمان منو قاريك خليك عم بتعوي من اليوم لبكرا ,1
2365,4710,4710,مع حبي الشديد لر ئيس حزبي جبران باسيل لكن القائد جوزف عون رجل عسكري وكفوء ووطني والبلد بحاجة لعسكري متله,2
3596,4409,4409,حين يصبح الحمار زعيماً تختل المقاييس وتنقلب الموازين فيصبح الجميل قبيحاً والجيد رديئاً ويصاب الناس بانحطاط في أذواقهم ,2
3829,2631,2631,انت حمار يا ول ولا بتستحمر علينا,1
3105,4387,4387,هل تعلم يا عزيزي ان اي شخص يستعمل كلمة فينيقيا للدلالة على لبنان هو حمار معبا ببنطلون,1
2947,1450,1450,مش سوري؟؟ مين وين حضرتك؟؟ في مسيحي قي بلاد الشام مش سوري؟؟,2
1912,5797,5797,لو كنا فعلا في دولة لما حصلت غزوة الجاهلية ,2
3892,3055,3055,اخذتوا ارضنا و قتلتوا شعبنا و جاي تدافع عن فلسطينييه بامريكا  يا زلمه كول هوا,1
1815,4395,4395,عم تحكي جد سؤال فيه مناصفة طائفية بالنتائج لحتى ما حطوا النتايج بالجارور,2
4089,1035,1035,قيادي في التيار الوطني الحر صديق وديع عقل و مقرب من جبران باسيل,2
74,5136,5136,حاج تحلم يا نبباح بشار انتهى الى غير رجعة ,1
4600,1524,1524,يعني انت سياسي عاهر ,1
3297,234,234,والنعم من تربيتك ,2
3650,3016,3016,هيدول النازحين شو طينتهن يرجعوا ع بلدهن ولك يرحموا انفسهن ويرحمونا العمى بقلوبهن شي بيجنن,0
257,4126,4126,القاصي والداني بيعرف انو بشار الكر مجرد عبد مأمور عند اسياده الروس والمجوس يعني حقو صرماية عتيقة لابحل ولابيربط لعنة الله عليه,1
3388,1414,1414,بكلشي بتدحشي حالك عااساس بهمك الشان العربي ومحروق دمك عالشعوب العربيه,2
775,2751,2751,الإرهابي هو بشار الأسد و كل مؤيديه و داعميه قتلة الأطفال و معذبي الأطفال في سجون النظام السوري الإرهابي  ,2
2681,2007,2007,هل اصبح وزن الموارنة في لبنان و ايضاً تطلعاتهم و دورهم و تاريخهم و زعاماتهم في حجم جبران باسيل ؟ الذي لم يكن له اي ثق…,2
2666,3784,3784,يا كلب انت كلب مجوسي لا تحكي عن الإنسانيه,1
3934,664,664,لو خبرتي غير خبريه عن سعد كانت الناس صدقتك بس انو يكون سعد الحريري حرامي روحي يا هبلا ,1
132,3017,3017,يا بهيم قطعنا علاقتنا مع ذيلكم قطر بسبب استضافتها و دعمها للارهاب,1
1208,607,607,تضرب منك اله، الغريب هو شيخ عادي من المشايخ عنا ونا بيمثل الا بالمية من الطايفة، ما تسأل وين راحوا ا… ,1
3571,3765,3765,يا حقير روح انضب وصواريخك ادحشن سلاحكم هو لمحاربة السنة وغيرهم في المنطقة وانتو صرتو مرتزقة غب الطلب,1
3810,3040,3040,فرنجيه وبرّي وكرامي الى مزابل التاريخ الوراثه السياسيه يجب أن تنتهي وبرّي أمير ومجرم حرب قذر ,1
2033,1424,1424,هلق انت مين داس ع دنبك,1
2355,2235,2235,لا بس في فرق بين ولد يهودي مات جريمة ومشفى انقصف ومات فيه خمسين زلمة جريمة حرب في فرق بين تعفيش عفرين أكل خرى وبراميل متفجرة وكيماوي جرائم حرب ضد الإنسانية,1
2757,4305,4305,اول شي فشر انك تكون عزيزي,2
3343,2398,2398,كل البشرية حاسدتنا على نعمة الامن و الامان و ربطة الخبز ام الخمسطعش ليرة,2
3820,4609,4609,من غير المقبول أن تبقى الأملاك العامة مستباحة من قبل المافيا الزرقاء ,2
2003,790,790,العمى شو كل سنتين ليقبضوك لحتى تغردي هلأ        ,1
3118,2610,2610,دولة رائعة بس نحنا عرصات,1
1942,3520,3520,انت يا عبد الريال والمنشار ورح ضل قلك كول هوا وارجاع لورا,1
1850,4173,4173,يحرق عرضك روحي عالمطبخ فضحتي لدنيا وانت وهبلك,0
582,5141,5141,بصراحه معنا حق اسألت البنات بنص الماتش مستفزي و غبية,0
2979,5361,5361,اتحادكم لخير الموحدين قلب الموازين زيارة وهاب للشيخ الغريب ,2
3316,4339,4339,طز بهيك بلد وهيك شعب وهيك حكومة,0
1913,3666,3666,الله اكبر انتا معك علم انو من ينتسب إلى السلك العسكري يجتاز امتحان نفسي بينما السياسين لا يخضعون لهذا الامتحان ,2
578,1095,1095,بدنا نضل نسمع تهويش ولسانات فالتة ع جبران باسيل لانو وصّف بكلامو كوزير خارجية ل الموقف الرسمي للدولة الللبنانية…,2
657,4420,4420,استاذ وئام انت رجل كبير ولك تقديرك ما نحب ان نجرحك بكلمة بس سيدي لي سؤال ايش حشرك في دول أخرى ,2
3468,464,464,اي شرف ليش انتو عندكم شرف ,1
2945,4200,4200,لك طائفي لك حقير أنا سوري مسلم سني و بحب بلدي و رئيسي تفي عليك يا واطي,1
77,3710,3710,انقبري يا عاهرة ما تتلفظي باسماء الذين حموا العرض والدين ,1
86,5839,5839,و نزار قباني كتب ايضا عن دمشق و هرب منها الى بيروت خوفا من حافظ الأسد فاغتالوا زوجته و كان هو المستهدف,2
278,2410,2410,مستحيل هالعمرو خالد ما ازنخه يخرب دياره شي مو طبيعي,1
1839,3035,3035,حافظ اسد و السلالة اذواق لك هاد كهريس صرف صحي كبينة خرا اذوااق مين يا امة الله,1
2392,4280,4280,كذبك يا أيوب بكفي كذب وافتراء بحق جبران باسيل,2
3801,672,672,فالمسؤولين فيه ما عادوا مسؤولين لبنانيين بل اصبحوا طوائفيين ,2
1990,4539,4539,التعليقات على موضوع مرور الخوذ البيضاء عبر اسرائيل تعليقات مقززة ووين المشكلة بالموضوع؟ بتعرف حضرتك أنو خدمات الطبابة والدفاع ا,2
991,3181,3181,ما تكون مفكر جبران باسيل اله لا يا عمي زلمي متلتنا متلو,2
3962,1440,1440,كول هوا خسرتو بأرضك وبين جمهورك بعد ما منعت القطريين من تشجيع جمهورهم انتو فاشلين في كل شئ وهم متفوقين,1
500,4561,4561,مؤسف حزب الكتائب من بيار الجميل الكبير الى سامي الصغير الهبيل المستهبل السخيف الذي كل همه مهاجمة حزب كبير,1
3873,3416,3416,خرا عليك وع رئيس حزبك و ع معلمو الكبير,1
4290,1875,1875,أنا سأرد عليك بلهجتي كول هوا ولاك، أنت مثل الكلب الأجرب، النعال اللي تم رميه أطهر منك يا عبد الدرهم,1
3977,3712,3712,كم انت كبير يا رفيق ايمن ,2
2476,4574,4574,ويفوز جواز السفر السوري بجائزة أخرى جواز سفر بالعالم وأشقاءه العراقي والباكستاني والأفغانستاني هللويا الله أكبر,1
272,4080,4080,جماعة سعد الحريري كالحروف كبعض يحترف النصب والبقية يستحقون الكسر البعض  ليعمل سيلفي يستحق الرفع وكلهم كلاب سلمان الذي تحت شحاطته يضمهم,0
2397,2922,2922,تفوووو عليك سوري جربان مالنا ومالكم حريصة تحرقكم انتو واهل فلسطين,0
4120,3178,3178,نحتاج الى دولة جديدة ,2
4517,4346,4346,طيب ليك زحط معو انت كمان يا صرماية,1
3835,4927,4927,يا حمار ما تسمع ضرب الرشاشات واخافة وترويع الأمنيين هذا شغل المرده المجوس,0
1311,334,334,من أهم الإشارات في حديث السيد نصر الله ذكر وثائق وكيليكس بالنسبة للثقة بالرئيس عون والوزير جبران باسيل,2
1801,1476,1476,الان دخلت صفحتك وعرفت انك من اللي مشغلهم نظام الحمارين كلاب تنبح ضد السعودية,1
3983,5344,5344,هيدا الجيش الاكتروني ضد وهاب شو قصته القافلة تمشي ووو تنبح مع اني ما بحب وهاب بس هيدا الجيش الاكتروني خلني اكتب هذا الكلام ,2
113,2799,2799,يا فارس سعيد هيدا جبران باسيل الاصيل لا يخون حالفئه بذكرك في واحد اسمو فارس سعيد حضرتك خنت ريسك ومع ,2
1546,4641,4641,وليد بيك انت الجزمة ونحنا جريك من شعارات الحزن التقدمي ,1
878,2855,2855,معالي الوزير نحنا شو دخلنا بكرا بيتفقوا قطر وسوريا و بالآخر بنطلع نحنا الخسرانين بالسياسة في مصالح,2
2528,4771,4771,عنجد انك واحد وقح,1
1629,2138,2138,كول هوا يا هوا اتفووووه,1
2667,4041,4041,الصعلوك سليمان فرنجية نحن مع المقاومة في اي زمان ومكان وخصوصا في القصير ليش مينك انت يا أهبل اذا كان جدك باع البلد لحافظ كلب انت بعت عائلتك,1
2031,5038,5038,تضرب منك لحزب اللات عمللء ياطشم,0
1099,3106,3106,يا اخي هيدا يهودي شو بفهمو بالفقه وتعاليم الاسلام يلعنو ويلعن سلالته,1
577,1874,1874,يمكن حاسبه معهون الوفيات بحوادث السير والأخطاء الطبيه والأمراض المزمنه وضحايا جرائم الشرف اظن بتزبط الحسبه,2
1937,5105,5105,جبران باسيل لا يمثلني يمثل نفسه والعيلة وحزب اللَّات الارهابي,0
4086,2740,2740,كول خرا انت وممانعتك,1
501,1487,1487,الأسد إلى الأبد يا وهابي,2
234,4693,4693,معراب خانت لبنان معراب الخائنة معراب السفاهة معراب التقلب معراب الدم معراب العمالة معراب الشر معراب الوكر معراب العداء,0
4606,750,750,أين الثرية من الثرى واين العفيسة من الذرة ، بشرفك خلي الشرف على جنب ، شرشفك منشور على سطوح… ,2
1639,2952,2952,لازم يشيلو من هالدولة عم يعطينا هوا نجس كلو جراثيم ,1
2068,1626,1626,مربحة لمن طلبها,2
2129,5268,5268,كول هوا يزم,1
2361,4781,4781,إنت بالذات سد بوزك وخليك بجلابيتك وعنزاتك احسن,1
2336,1551,1551,كل مرة كنت قول انك حلوة والناس بغروا منك بس طلعت غلطان مظبوط حلوة بس درجة الهبل عم تعلى وتعلى وتتعمر يا دار,1
4653,441,441,ولاك انت بدك مين يضحك عليك انت كركوز بحد ذاتك حقك فرنك إيام الغلا وكشتبنجي عايش عالتشبيح وكل العالم بتعرف من وين مصرياتك… ,1
1433,1756,1756,الوزير جبران باسيل للمرّة الثانية على التوالي يقرّ بحق اسرائيل بالوجود والأمان,2
3012,176,176,أول شكر كان للوزير جبران باسيل شو رأي الشباب ؟ بتوقيت نصرالله,2
4399,4286,4286,طز بهيك استحواذ وبهيك نادي صار مع هيك مدرب حمار يلعن خواتك يا فالفيردي,1
3597,5559,5559,اجواء اوروبيه بواقع صومالي زنجي حقير,0
4002,687,687,خريطة بتوضح توزع القواعد العسكرية الأجنبية ضمن حدود الدولة السورية القائمة والقوية والمكتفية جدير بالذكر إنها تعرضت أكتر من مرة خلال السنين الماضية لغارات اسرائيلية,2
4112,1390,1390,دخلك مش اسيادك يلي قتلو الشهيد وسام الحسن؟ دخلك مشكنتو تسبو في طالع نازل؟ خراس يا منافق دم زلمتك برقبتكن ,1
172,5783,5783,عفوا بس ايمتا بعتيلي لينك غناية انت و انت خراس,1
2298,5513,5513,بعد أن علم أن العهد القوي قد فشل وبعد ان علم ان جبران باسيل هو وزير خارجية لبنان,2
1874,4398,4398,عثمان طرف تابع لسعد وليس رجل امن مستقل ينفذ ما يطلب منه معلمه ,2
1239,3410,3410,لك يا حجي عيفك من بشار الجحش صار في عنا أولويات أهم لا بديل عن إسقاط نصر الحريري لابديل عن إسقاط النظام,1
2466,4066,4066,بتطلع ستين خنزير يا رافضي يا مجوسي يا عباد القبور لعنة الله عليك وع معلمينك الخميني وخامنئي ونصرالشيطان والسكستاني اتفوووووووو,0
1544,4554,4554,اخرس ياعدو لبنان ,1
3470,5824,5824,نحتاج الى وطن جديد مع شعب جديد اضافة إلى نظام جديد,2
1,3305,3305,كرمال هيك عم بدق ل جبران باسيل يقلو ما خصني شو بيحكي,2
1093,3279,3279,يخسون إذا ما مرغوا خشوم تشلاب روسيا بالوحل يا قالي,1
2590,1793,1793,برّي يقعد بالبيت و تبطل حركة أمل ميليشياو…,2
2489,3319,3319,من المهين في هذه المرحلة من يخرج ليحاضر علينا ان القصف هذا ليس لحريتكم ولا لسواد عيونكم بالله يا شيخ؟ مفكرنا ما منعرف؟,2
2638,3542,3542,جبران باسيل لما كان صغير    ,2
3747,1093,1093,ما في غيرك بدو بهدلة يا وسخ,1
1254,4431,4431,يلعن ابوكن شبيحة تفو عليكن وعلى الجحش بشار والجحش حسن زميرة,0
971,3388,3388,شو بدو بهالدين الأعوج,0
3439,5521,5521,ولا تنسى انه قال ايضاً عن مذبحة تل الزعتر اتهم الماموس النجدي وتابعه ديوووس الشآااام وهدهده ,1
979,1090,1090,الكلب المتلك بيحب يحس حالو ضيع للاسف انت كلب بشار وحسن حارس رقم ,1
2441,1784,1784,قل كلمتك وامشي ولايهمك كلام الحاقدين والمتزلفين كن مع الحق ولاتبالي ,2
1776,2389,2389,الوزير جبران باسيل لعدة اسبابهو يستحق لانه الاقوى في طائفتهايضا هو مصدر ثقة واحترام عند الجنرال والسيّد,2
793,2094,2094,ما بني على باطل هو باطل يا استاذ الفانون يمنع على الدولة ان تكون تاجر باكثر من الشركات يتم بيع الناس سا… ,2
2436,2937,2937,مش لمظفر النواب هي يا فهيم  هي لفادي عزام  اذا بيعرف انك سارقها بغباوة بينجلط اساسا هو بهي القصيدة,2
3010,5142,5142,طلع كلب تفووووو على السومه  والله كنت بحبو بس للأسف طلع خاين لبلدة واهله وناسه,1
1851,1616,1616,مدام جبران باسيل سرق و عمر بالمصاري قصر بمعراب، لك استحي يا عيب الشوم ع شعب البومة,0
620,4740,4740,شكرننننن ويلعن روحه بهالمناسبة,1
152,4532,4532,يا ريت تأكل خرااااا ,1
3272,2460,2460,انت مريض ولا على كل الكلب اللي حاطط صورته صار حقه ربع فرنك باعوه أسيادك و أسياده اللي  ,1
3839,5230,5230,كلاب جبران ,1
1531,122,122,يلعن روح حافظ ابن ستين الف كلب، دمرت البلد وقتلت مليون وهجرت ملايين وتقول قد ، قد لا يكفي اعدامك لمرة واحدة,1
4574,3663,3663,حط صرماية بتمك وتم يلي خلفك فهمت ولاك كلب,1
592,4712,4712,يا علاء انت حمار ولا بتستحمر,1
3531,1352,1352,في نوع هبل بيطلّع الواحد من تيابو,2
205,3208,3208,الله يفصل راسك عن جسدك يا درزي يا قذر,0
3005,3949,3949,يا عمي عملك شي مشروع ل جماعتك وتسلى فيه وحل عن الشيخ سعد او روح بكي بترتاح فرجينا شي نتيجه عملتها,2
4239,1925,1925,شارك معالي وزير الخارجية والمغتربين جبران باسيل بالاجتماع المغلق الخاص بسوريا والذي ضم عددا من وزراء…,2
