,Unnamed: 0,text,label
787,632,"@ronaldlaessig @artepmobil @fernseh_heini Wer das glaubt, mit Respekt, der hat das Gehirn einer Stubenfliege.",0
3483,496,"@1vanAckeren @petertauber @MarcusWeinberg @CDU Wenn Tauber lebensmüde ist, sollte er bei mir klingeln!!! 😬",0
3184,3231,"Reiner Knudsen zu langer Debatte um die Frage des Ordensrechts: ""Wir haben noch Zeit. Es ist ja noch heute."" - #aksynode16 @reinerknudsen",2
128,1689,Wenn #Europa den Zuzug von #Muslimen nicht stoppt ist es für immer unwiderruflich verloren |LBR| #April2017,0
2696,1705,@MiriamOzen @Heinrich_Krug Ja Politik kann eine schöne Sache sein...wenn man Ahnung davon hat...!,2
3958,2464,"@Frank_Pasemann Wir könnte ja ein Quiz machen ,wer das wirkliche Alter des Killers errät darf ihn entmannen!",0
827,4612,@AnBoe65 @tagesschau Wer AfD als Nazi tituliert ist ein dummer dämlicher Verlierer der anderen Parteien...ihr seit solche Hohlköpfe ich habe nur Verachtung für euch übrig... |LBR| Und das was ihr da seht sind keine politischen Aktivitäten...das ist billig,0
1204,4350,@Nattl Freue mich wenn solche Abschaum von Grünen Idioten im Herbst verschwinde!,0
2923,1878,"Es ist #Eurovision -Nacht! Schaltet pünktlich um 21 Uhr den Fernsehen ein, denn @imriziv singt für #Israel gleich als Erster. #ISR🇮🇱💗🇮🇱",2
4033,94,@anna_IIna @tagesspiegel Den Kleber sollten sie nicht anzeigen sondern *zensiert*!,0
1355,2829,"Was lese ich ""Erdogan droht: Europäer bald nirgendwo auf d. Welt sicher."" Für mich ein Strippenzieher d. Terrors, von Murksel mitfinanziert🤢",1
1406,4754,@lichtmesz @KrahMax Ja nicht alle radikal aber insgeheim bejubeln sie die Anschläge und helfen einander...sonst wären sie keine Moslems.. |LBR| Ja Einzelfälle gibt’s,0
4456,4563,"@AfD_HD Das sind Analphabeten die Verstehen nur Körperliche Gewalt, Wir sind früher in Der Schule mit Dem Stock auf die Finger bestraft worden , bei Ungehorsam. Das sollte wieder eingeführt werden,dann haben es die Lehrer einfacher.",0
4825,1641,@BILD Wie immer keine Nationalität der Angreifer angezeigt!,2
2690,4690,@Rebellin70 Wenn man genügend bezahle pietätlose Antifa Idioten findet,0
839,1598,"Ach ja, es gibt Schwachköpfe, wie den hier: @ReiseRobby, die ""Listen"" unter ""Nazifreunde"", weil sie zu Beurteilungen zu dämlich sind 😜",1
3056,2044,@AntaroTV Lindner isz einfach der Lappen für den ihn 90 % der Wähler halten !,1
1800,3310,"Das Ende der BRD. |LBR| #Merkel-&gt; Die Geister, die sie rief kann sie nicht mehr loswerden |LBR| #Moslems ruhen nicht bis Ungläubige getötet sind",0
2151,51,@gerdm4863 Das ist einfach so...aber noch lange kein Grund Deutschland mit fremden Männern zu fluten....,0
714,3403,"@SkyMediaDE @SkySportDE @SkySportNewsHD Das ist mir scheiss-egal Hauptsache sie scheiden aus ,bin 60er Fan!!!!!!!!!",1
1363,2227,"Schulz das REKTUM ist wirklich nicht mehr zu ertragen, unser 365 Tage AMTMANN ! Ich lass mir den nicht gefallen, auf keinen Fall !",1
193,2894,.@CSU-Delegierte geben #Seehofer 83 Prozent - ein kleiner Denkzettel für sein wochenlanges Zaudern und Zögern - aber keine Watschn. #CSUP17,2
398,4885,"@Josie4you @ZDF @BILD @bento_de @faznet Die öffentlich-unrechten ANSTALTEN / #kika |LBR| werden sich ganz nach merkelschem Vorbild berauten,abwarten,Zeit ins Land streichen lassen,abwarten,abwarten |LBR| und dann eine solche Sendung unbehelligt und frei von Scham wieder ausgraben. |LBR| #Rundfunkrat",2
1632,326,Außerdem Jahresempfang bei Radio Schleswig-Holstein (RSH).,2
917,4698,"@DanielSeuffert Betrachtet man die städtebauliche Raumordnung, machen beide einen Sinn. Ich sehe den Unsinn in den ""politisch Verantwortl.""",2
1012,1569,"Übrigens: Schon die #MSM-Bezeichnung ""Heimkehrer"" für diesen Auswurf der Menschheit ist eine Beleidigung des gesunden Menschenverstands!",0
3453,2351,@mattfischler Israelisch-Jüdische Professoren zu boykottieren entspricht nicht unserem Verständnis von Wissenschaftsfreiheit,2
2604,1319,"Ich warte nur noch drauf, dass die Grünen ihre V-Waffe ""Claudia"" zum Einsatz bringen und der Bayer ohne Eier Frauenbeauftragter wird 😂😂😂",1
1451,22,@JensMeding Hast Du schon das Initiationritual hinter Dir?,2
4439,3499,@ndaktuell Vorsicht Polizei dass wird wieder so eine G20 Demo von linken Chaoten !👊Denkt an Italien die Wissen wie man mit Antifaschisten umgeht.,0
1867,97,Wichtige Info für eure Pride Week-Planung: Die für heute geplante Queer HalliGalli Party auf dem Dom kann leider nicht stattfinden.,2
57,560,Der wiklich besorgte Bürger #87Prozent versus 13Prozent #Wutbürger?,2
2846,2133,"@WEBDE_News Was erwartet denn ein zweimaliger Sitzenbleiber, der nicht einmal |LBR| einen Schulabschluss hat, von den deutschen Wählern? Er ist ein |LBR| Blender.",1
4687,840,"Donald Trump, Du bist böse, sehr böse. So viele Milliarden Dollar. Da muss für einen |LBR| gerechten Ausgleich gesorgt werden. 35 % Strafsteuer.",2
1453,4689,"@DoraBromberger Die Polizei wollte /durfte gegen ""brennende,israelische Fahnen"" vorgehen. |LBR| Von "" Todesaufrufe,Hassparolen,Morddrohungen der muslimischen Goldstücke unterbinden"" etc stand da nichts. |LBR| #Chanukka #Washingtonplatz #Berlin",0
365,1003,@DanielFreyGER @Hartes_Geld Kleinstaat Tschechei läßt keine Moslems in Land. Die #EU schon. Also lieber Kleinstaat der Interessen seiner Bürger vertritt,2
922,3793,@MalteKaufmann Auf Kosten von uns Buntlandbürger!,0
4815,2120,"@hortarimar @Georg_Pazderski Dieser Tweet macht deutlich, wie weit verbreitet Vorurteile sind. Die Gleichsetzung Türkische Gemeinde und Islam macht das klar. Wir sind ein säkularer Verband, dessen Mitgliedsstruktur religiös vielfältig ist. Wir haben auch Mitglieder die nicht gläubig sind.",2
363,1155,@bennympfischer Foto: (c) Jüdisches Forum für Demokratie und gegen Antisemitismus e.V.,2
2399,2835,@_macmike @mastermikeg @petpanther0 @machtjanix23 @NoHerrman @teite99 @info2099 @lifetrend @ThomasGBauer @SchmiddieMaik @AthinaMala @charlie_silve @willjrosenblatt @feldenfrizz @nasanasal @ellibisathide @MD_Franz Das Kind entspricht der Summe der Buchstaben aus Mutter und Vater - Mit der Genderkacke kann man das Zahlenspiel vergessen -,1
4156,2052,@PolkeMajewski ein Merkel Vasall!! |LBR| Auch einer der keine eigene Meinung hat!! Dumm -Deutscher halt!!!!,1
3037,4389,"In allen Medien Merkels ""Flüchtlingspropaganda"", zum kot***, nichts über  unsere BILDdung, Kinderarmut usw. also ""Dreck vor d. eigenen Tür""😜",1
1041,4409,"@KaiserDesRap Ja bruder ich kenn da ne gute doku darüber die mal über Kriegsverbrechen an die deutschen berichtet da sieht man erstmal das briten, russen, amis und polen genau so viel dreck am stecken haben",0
3937,1010,"#Dieselgipfel: Erster, kleiner Schritt. Weitere müssen folgen. Ende der Schummelei, Verbraucherinteressen wieder im Mittelpunkt stellen. (1)",2
200,634,#Altkatholisch|e #Synode diskutiert über ethische Kriterien bei Frage der Anlage-Richtlinien für die Gemeinden - #aksynode #aksynode16,2
1869,3614,"@von_Steiner Fritz, Deutschland machte mit! Merkel kroch Bush in den Arsch,da war sie noch nicht einmal Kanzlerin,dann Ramstein, BW-Einsätze",1
1264,3896,"@KrahMax @AfD_HD Ein Imam liest aus dem Koran ,eine Hetzerreligion gegen Christen,bei der Breitscheidplatz-Gedenkfeier.Was für ein Hohn!!!!!!!",0
2678,355,"Und zu dir,H,MAAS,am frühen Morgen, tust du nicht so wie das Volk es will, so lecke es am ARSCHE !(f.n.G.v.B) Lauf Forrest !!",1
1287,1683,"Gerettete Flüchtlinge? Nein, vor der lybischen Küste abgeholte |LBR| Invasoren fluten die italienischen Häfen. Schluss damit.",0
238,4784,@mdrkultur Ich als nicht AFD Wähler kann nur sagen. Diese Leute die diesen Müll dort hin gestellt haben sind Kinder von alt 68er. Davon hat der MDR aber keine Ahnung. Da ist der MDR noch mit der Rassel hinter der Mauer gelaufen. Wir haben solche Leute zurück gefickt und abgetrieben.,0
1537,4060,"@BILD Der ist doch keine 16. Sieht viel älter aus , hat sich viel jünger gemacht um nicht abgeschoben zuwerden !",0
2722,4921,@fabi_wien @elliotttender Hat der schwule Volltrottel wieder einen abgelassen ??? Die Vulgäre Analyse hat den Vollhonk in mehreren Videos auseinander genommen! Das der Trottel noch Follower hat kann ich kaum glauben !,0
1571,1891,"@WolfFreewilli @AndreaSchlegel3 @Ebony_Sunrise Das muss ich nicht Merkel fragen, das frage ich die Deutschen!",2
4737,55,@OnlineMagazin Das kann doch nur ein Fake sein !!! Die sind sowenig DEUTSCH wie Erdogan ! Nu gehts wirklich los ! Auch im TV der MSM nur noch NICHTDEUTSCHE ! 🤬🤬🤬☠️☠️☠️🤬🤬🤬,0
3981,1376,@info2099 Ursprünglich (gestern) ging es um FEMA-Camps - wir sind keinen Schritt weiter. Da platzt einem der Arsch - sorry.,1
1789,235,"Da Satire ja schon längst nicht mehr alles darf, und ich keine Lust habe, wegen jedem frechen Spruch vor Gericht zu landen, erstelle ich gerade wieder ein musikalisches Comedyprogramm voller methaphorischer Anspielungen. Welcher Titel wäre gut?",2
2428,1499,...wie süß und entgegenkommend...das Auswärtige Amt nimmt Terminwünsche für den #Familiennachzug an. |LBR| Vielleicht holt man die Angehörigen auch einfach per shuttleservice direkt aus dem Herkunftsland ab. |LBR| Kannste Dir nicht ausdenken. |LBR| #N24,0
2189,1177,@China_Welt_News Das ist vollkommen richtig und kann nur so diesen Irrsinn Wirtschaftsflüchtlinge stoppen!,0
1494,261,@BlauekeP @anna_IIna Haha...der Schmock @BlauekeP hat sich geschminkt und mich gesperrt... |LBR| Dann habe ich was richtig gemacht...,2
2262,136,@China_Welt_News Ich schäme mich in solchem Verbrecherstaat mit deutschfeindlichen Ganoven-Richtern und korrupten Politikern zu leben!,0
1090,4312,Darum macht nicht so ein Fass auf um euch zu profilieren. |LBR| #MeToo,2
4818,437,"@realHelmchen @Martin_Sellner Und das von einem Ungewaschenen ! Au Backe, Lord Helmchen !",1
2108,2162,Für d Schweinejournalisten Pack von ARD u ZDF ist es Hetze wenn man d tatsächlichen Zustände in diesem Merkeltollhaus anprangert |LBR| Jetzt AFD,0
4017,4939,"Ich meine, im Schland reden so viele ""Experten"" über Sicherheit und merken nicht, dass sie so dämlich sind, wie Russland groß ist 🤢",1
1387,4160,@66Freedom66 Stoppt denn keiner diese Dummbacke!,1
3719,4213,Jamaika Koalition der Name allein triggert mich schon,2
1523,625,"@Aufgehts100 @Birdie51411736 @MartinSchulz Dieses verlogene unechte Surfen auf dem von oben vorgegeben,  vom Volk mit gerechtfertigtem Argwohn beäugten, #Europawahn kotzt mich dermaßen ab. Ging mir schon vor drei Jahren so, als #Merkel wie bescheuert damit begann",2
2987,4776,@prussian_pride Egal dann halt Syrer und keine Nafris,0
222,2258,@info2099 @Mister_Trs Die Khasarischen Rathen werden wahrscheinlich aus ihren Löchern getrieben,0
1110,221,@Varg_I_Veum @tagesschau Verlogene Doppelmoralistenheuchler |LBR| Der arme Hund |LBR| #Hetze,1
4221,4102,TÜRKEN SIND EINFACH NUR ABSCHAUM ! AMEN ♌,0
541,1726,@ulschzi @FfFrauki Raub Mord Vergewaltigung muss gesühnt werden...egal in welchem Land...Abschiebung erst nachdem diese Schweine ihre Strafe absitzen...!,1
1183,291,@Tjark_Limmer Roth wird bleiben und Glaser niemals Vizepräsident. 😊,2
3013,4308,@Matthau63 @hrbruns Faire Schokolade gibt's zum Beispiel bei der @GEPAFairTrade 🍫,2
389,2415,Was macht ein Verbrecher (BETRUG) wie H.MAAS in einem Amt wie das was er besetzt ?? Ticken wir DEUTSCHE noch richtig ???,0
831,1834,Antrag 31 wird von der #altkatholisch|en #Synode mit großer Mehrheit abgelehnt - #aksynode16,2
826,529,"@GrueneBundestag @GoeringEckardt @spdbt @Linksfraktion @RenateKuenast @NicoleMaisch @KonstantinNotz @Oliver_Krischer @BriHasselmann Wenn die Grünen Stinktiere in Deutschland verschwinden im September, wird Deutschlands Luft enorm besser werden!",0
4130,966,"@GoeringEckardt Wer nichts in einer Renten- oder Krankenversicherung einbezahlt hat, darf auch keine Leistungen über Sozialniveau erwarten!",2
4420,2677,@oezoguz Egal was ihr tut oder sagt...bei nächster Gelegenheit kriegt ihr wieder eine „mitten in die Fresse rein“....😃😃,0
1560,3368,"Frau Dr. Petry ist lieb mit Sohn. Aber ihre Partei taugt zu nichts. |LBR| Sorry, aber so sehe ich das.",1
4171,3701,Man hört ja nichts aus der Silvesternacht. Politiker und Medien schweigen. Warum? Wo sind die Opfer die man uns verschweigt?,0
2560,3889,"@KrahMax @tantegerd1 Vielleicht auch mit der Anwendung des Frankfurter Schule Prinzips, und der Gefälschten Deutschen Geschichte 😉",2
3427,4187,Kann User nicht ernst nehmen die mich in Listen hinzufügen,2
2536,3178,Viele Bio Jünger verurteilen Massen Tierhaltung. Schächten und Beschneidung ist aber OK. Im Namen der Religion.,2
3655,4544,@ThomasOppermann Nahles? Vom Regen in die Traufe!,2
3292,4326,"@HolgerEwald1 @DrDavidBerger Der Muslim,allgemein auch als Islamist bekannt, hat noch nie etwas selbst erschaffen! Das wird er auch in Zukunft nicht. Halt Vollnieten !",0
4471,727,@Beutebadener @LeggaKnoppers @KotzenderStern Das sind keine Franzosen sondern Einwanderer aus einer kuh wird auch kein hund,0
3022,3967,@BSchweinsteiger @AnaIvanovic Der himmlische Segen wird ihnen zuTeil,2
750,1783,"Komplexe Diskussion über Zusammensetzung Finanzkommission, insbes. Frage, ob ehrenamtliche Geistliche dabei sein können - #aksynode16",2
3053,3333,Ich wüßte eine neue ‘Erzählung’ zu Europa |LBR| Die Bürger Europas stehen zusammen gegen die Islamisierung ihrer Heimat |LBR| Wäre Identitätsbildend,0
3565,3021,ARABER TÜRKEN WER SICH MIT SOWAS EIN LÄSST KANN NUR HURE SEIN.,0
986,1191,"Er ist gerecht, ein Helfer wert, |LBR| Sanftmütigkeit ist sein Gefährt, |LBR| sein Königskron' ist Heiligkeit, |LBR| sein Zepter ist Barmherzigkeit; |LBR| all uns're Not zum End' er bringt, |LBR| derhalben jauchzt, mit Freuden singt: |LBR| Gelobet sei mein Gott, |LBR| mein Heiland groß von Tat.",2
4277,2338,Grüne onanieren jetzt täglich 😜 erst konnten sie ihre neue Macht kaum fassen u. jetzt nicht mehr erwarten das Schland völlig zu ruinieren 🤢,0
593,2518,@lawyerberlin Das ist mit Abstand das schlechteste was ich je an Talkshow gesehen habe.,2
3367,1305,@GrueneHD @GoeringEckardt Mit Grünen Verrückten kann man nicht diskutieren!!!!,0
1896,1238,@BasedHeydrich Was das für ne Sprache wenn ich fragen darf ???,2
3274,3382,"Habt Ihr verstanden, Ihr Hohlköpfe? Die 20 Politiker sind um Verbesserungen bemüht. |LBR| Wir brauchen keine aggressiven, vermummten Feuerleger.",1
2266,1145,Die Souveränität eines Staates darf nicht durch ein Gericht aufgehoben werden. Außerdem |LBR| gehen Invasoren nur in Länder mit Sozialhilfe.,0
3401,3785,"@hdBerretz Hier in diesen Gehirngewaschen Land beschäftigt man sich mit diesen lächerlichen Politmarionetten während sich außerhalb der BRD Blase das Armageddon der Eliten abspielt, was glaubst du warum die Berlin Mafia keine Regierung zusammen bekommt, #TheStormIsHere",0
8,321,@krippmarie @jouwatch So sind sie halt....unwissend und unbelehrbar....je weniger Ahnung desto lauter ihr Geschrei ..!!,1
2750,3716,@ultrabreit @KontaktVito @echter_Stock Bin total Traumatisiert Ich glaub jetzt ich bin weder Mann noch Frau. Zwitter auch nicht. Tunte oder Anal Ritter fällt auch aus. Ich bin mir sicher das ich das 5 Geschlecht bin..... Ich bin ein Wolperdinger.,0
3499,1592,"@VonSchwer @rostein45 @berghueserfritz Yoh. Vorauseilender Gehorsam, der eigentlich nichts anderes ist als Angst, welche aus dem Wissen resultiert, es mit einem unberechenbaren Bösewicht zu tun zu haben. Konfrontation und klare Kante wie die Ösis kriegen die Deutschen nicht mehr hin... Kastriertes Dummvolk",1
1830,4391,"Ich bin fest davon überzeugt, Murksel hätte 1989 schießen lassen u. würde es mit diesem Klüngel auch heute tun. Überzeugt mich vom Gegenteil",1
93,3150,"Herzlichen Glückwunsch an Detlef Tabbert @georgdetlef zu seiner Wiederwahl als hauptamtlicher Bürgermeister in #Templin im ersten Wahlgang mit 61,1% @DieLinkeBrdburg @dieLinke",2
4239,54,@welt Bla bla bla! Lügenpresse verkauft uns mal wider für Dumm! Alles gespieltes Theater!!,0
4806,3350,"@DrDavidBerger Einsammeln und ab nach Palästina,Demonstrierverbot für Ausländer.Was diese Moslems machen ist Landfriedensbruch.Ein Grund sie schnellstens abzuschieben!",0
4567,1862,"UND DER DUSSELIGE GAUCK DENKT ER WÄRE WIEDER IN DER DDR UND LÄßT SICH HONECKERmäßig ALIMENTIEREN, GUTEN MORGEN-DEUTSCHLAND-??",1
1469,3148,"@ndaktuell Es fehlt nur noch ,dass unsere Kirchen zu Moscheen umgebaut werden",0
599,2626,Ich bin #87Prozent #BTW17 und werde #jetzterstrecht mein Land und mein Volk gegen die Antidemokraten und Rassisten verteidigen,2
2198,1225,@SirSchnee Auf die Bewährung schei.......ss ich!,1
4747,3251,"@Duesseldorf Wie im alten Rom, Brot und Spiele hält das Volk Dumm!!!",1
491,4856,"@China_Welt_News Eine zusätzliche Folge der islamischen Masseneinwanderung, gesteuert von Merkel und den Grünen Dummköpfen!",0
4226,3212,+++ Der Artikel über die Türkei war nicht aktuell! +++ Wir entschuldigen uns für eventuell entstandene Verwirrung und haben ihn gelöscht!!!😓,2
580,4482,"Bin gerade aus Polen zurück, im Szczeciner Rathaus lacht man sich über Merkels naives Kontern (Trump) krumm u. meinte: ""dümmer geht`s nicht""",1
1299,1962,@RNZonline Das meiste geht eh wieder für die Asylanten drauf 🤮,0
3647,2480,@Frank_Pasemann Das sind die Taugenichtse...die ewig Studierenden....da geht nichts brauchbares hervor.,1
709,66,@welt Abschieben es sind doch nur Moslems!!,0
4581,2267,"@keeprespect79 @Margit030 @welt Überall unterwerfen wir uns den Islamisten ,müssen wir uns integrieren oder Die Islamisten. Ein Moslem kriegt ein Sonderstatus , ich fasse es nicht !",0
2450,366,Der Unterschied zwischen Udo Jürgens und Conchita zeigt wie sehr sich Europa in 4 Jahrzehnte gewandelt hat. Lebt damit!,2
