,Unnamed: 0,Unnamed: 0.1,text_id,text,task_1,task_2,label
510,1583,1583,hasoc_de_1584,"@TBreitschneider @pepper46477330 @Ungebeten1 @KHinnek Ich war kein Einwohner, nur Besucher in den 70-80zigern. Der Unterschied war ziemlich krass. Mein Vater ist vorn Mauerbau geflüchtet und meine Mutter hatte immer Angst, sie lassen uns nicht mehr raus. Und jetzt sitze ich in NRW &amp; DDR 2.0 wird gerade installiert. Ich könnte heulen",NOT,NONE,2
410,387,387,hasoc_de_388,Wie kann man so verroht sein? Notre Dame: Jubel bei fanatischen Muslimen und der „Antifa“ über die Zerstörung der Kathedrale https://t.co/JijD4YHiUk via @DrDavidBerger #NotreDameFire #NotreDame #NotreDameCathedral #Antifa,HOF,HATE,0
2811,2746,2746,hasoc_de_2747,Niemals wurde das verlogene Spiel von Politik und #Lügenpresse so offensichtlich wie in den letzten Tagen    #afd https://t.co/xGLb1v2Rdp,HOF,HATE,0
793,3089,3089,hasoc_de_3090,"@Junge_Freiheit Das, was in der Freiluftklapse Schland praktiziert wird, kann nicht mehr verharmlosend als 'Einwanderung' bezeichnet werden. Umsiedlung paßt angesicht der Begleitumstände und Vorgehensweisen eher.",HOF,OFFN,1
962,195,195,hasoc_de_196,"@AlexE1789 @Proteus93484191 D Ramadan ist eine Monat durchhängen ohne jegliche produktivität, dann drei Tage dauer Fest als Belohnung obendrauf! Aber woher sollte klein Heiko das wissen, i seinem Wolkenkukuksheim?",HOF,OFFN,1
1245,1615,1615,hasoc_de_1616,"Hallo Karl, nichts läge mir ferner, als Mitleid o. Schadenfreude für eure Trümmertruppe zu zeigen.  Falls du glaubst, dass jemand noch die Sozen braucht, dann hältst du wahrscheinlich auch Fußpilz für etwas Essbares aus dem Wald.  Grüß mir Andrea und ein herzliches #bätschi! https://t.co/I1l6Vfi2gc",HOF,OFFN,1
1784,2637,2637,hasoc_de_2638,Bayern München wird in dieser Saison die deutsche Meisterschaft und den Pokal gewinnen. In München nennen sie sowas eine „Scheißsaison“ und wollen dafür den Trainer rausekeln.    https://t.co/RfdwetrUV6,NOT,NONE,2
2865,1719,1719,hasoc_de_1720,"Hahaha...es wird immer besser in der Freiluftklapse. Der Hamburger Lügen-Speichel puscht den narzisstischen Schülersprecher und Ex-Callcenter-Agenten noch zum Kanzler hoch. Dann hat Deutschland das, was es verdient: 'ne Luftpumpe, die sagt, wo' s langgeht.👍👍 https://t.co/Jo9V3rsBEe",HOF,OFFN,1
1079,1867,1867,hasoc_de_1868,Sehr genau lesen..wie wir von den FFF..Grünen und belogen werden...erst die VM Autos abschaffen...dann die E Autos...funktioniert nicht..die auch weg...Arbeitsplätze...Sicherheit...Land weg....!!!!!☝️    https://t.co/9ukwT9EYde,NOT,NONE,2
833,1626,1626,hasoc_de_1627,"Diejenigen, welche einen solchen Scheiss rauslassen könnte man noch verkraften. Aber dass man damit Millionen blinde Waehler findet ist das Schlimme und sollte zu denken geben. https://t.co/Jgo90aHbgN",NOT,NONE,2
2803,2410,2410,hasoc_de_2411,"Auch halb totgelacht. Das Mai-Lab 😉 erzählt was von schwingen Molekülen und sagt, hätte Ahnung von Chemie. Und erzählt nicht, dass #4G bzw. #5G #Microwellenstrahlung das #Klima mehr #erwärmen als #CO2 (Energieumwandlungsgesetz).     https://t.co/qo0hWMcomZ",NOT,NONE,2
874,2865,2865,hasoc_de_2866,"Ein friedliches Miteinander wird nur solange praktiziert, wie #Muslime in der Minderheit sind! Die Mehrheitsverhältnisse ändern sich aber täglich! #Christen werden weltweit verfolgt! Der politische #Islam widerspricht allen christlichen Werten und gehört nicht zu #Deutschland! https://t.co/M7MKwJOW6D",HOF,HATE,0
646,3101,3101,hasoc_de_3102,@Birdie51411736 @MAXXBIKEde @LifeOfSchmirko @dieneranton @Hartes_Geld @HaraldBecker80 @ichbinkoelnerin @willnurschreibn @66Norweger66 @burger_ein @RolandTichy @Lebensformation @GudrunBecker11 @puffyka81 @NoctiDenktNach @Pegasia111 https://t.co/pcVlnmEE8Z,NOT,NONE,2
1365,2702,2702,hasoc_de_2703,"#Oberhaching: 'Money, money!' Arabisch wirkende Kriminelle rauben in einem #EDEKA unter Vorhalt eines #Messer /s mehrere 10.000 € und lassen die Mitarbeiterinnen gefesselt zurück - die geschockten Frauen werden durch das Kriseninterventionsteam betreut  https://t.co/ED4ijUTc0y",HOF,HATE,0
2012,142,142,hasoc_de_143,"Im französischen #Trélazé bei Angers terrorisieren frustrierte, afrikanische und arabischen #Migranten-Gangs ihre Mitbürger. 😨 #Europawahl2019 #Macron https://t.co/Ntcj6VRoR0",NOT,NONE,2
2447,3661,3661,hasoc_de_3662,"@realJohr @StBrandner In seinem Kopf da wohnt ein Geist, der ständig ihm aufs Kleinhirn scheißt!",HOF,OFFN,1
3214,515,515,hasoc_de_516,Die #Bundespräsidenten-Stichwahl wird in ganz #Österreich zu gänze wiederholt!! #FPÖ bekommt Recht. https://t.co/O05jVAlsPR,NOT,NONE,2
1793,968,968,hasoc_de_969,"Dieses Mädchen aus Schweden, hat die Willkommenskultur nicht kapiert, und wehrt sich! https://t.co/IhvFGL0pZr",NOT,NONE,2
150,291,291,hasoc_de_292,@SteinbachErika 'Herr' Stegner bezeichnet die AfD als 'Bande' und unterscheidet auch bei Attentaten im Sinne rotgrünversiftem Mainstream. https://t.co/O3ZSWEdA2t,HOF,HATE,0
117,3629,3629,hasoc_de_3630,"@realJohr @georgloesel Wer einen Dr. Titel der Kirchenlehre hat, hat von Glauben vielleicht AHNUNG, aber Wissen von Wirtschaft kaum.",HOF,OFFN,1
1612,788,788,hasoc_de_789,"Der größte Feind unserer Zivilisation ist der politische #Islam! Wollen wir das erst begreifen, wenn es zu spät ist? Aufwachen! #AfDwählen  https://t.co/d1tXNYPVnp  https://t.co/MCpS9qa1lS",HOF,OFFN,1
2959,1633,1633,hasoc_de_1634,"Die wichtigste Frage dürfte sein: Hat sich der Sultan aus Ankara auch angesagt und vor allem, spielen die Türkenmuschis überhaupt in kurzen Hosen?  Nicht, dass sie mit Schnupfen wieder abreisen! ☝🏻  Ach so, dass ich für die Wikinger bin, ist klar?! #TurksAreComingForIceland",HOF,HATE,0
2854,603,603,hasoc_de_604,"Heute fand die konstituierende Sitzung der neuen Fraktion „Identity and Democracy“ statt, der wir künftig angehören werden. @Joerg_Meuthen wurde zum Vizepräsidenten der Fraktion gewählt. #AfD #IdentityandDemocracy @EUCommonSense https://t.co/0utp7uCt1V",NOT,NONE,2
139,1898,1898,hasoc_de_1899,"Hallo @erasmusstiftung!   Frau Steinbach wirkt wirr! Die Täter zu dieser in dem Tweet beschriebenen Tat waren 4 Deutsche. Sie sollten erwägen, sie zum Arzt zu schicken. Nicht, dass sie noch die illegale Spendenkasse der Stiftung mit ihrer eigenen Haushaltskasse verwechselt?     #Afd https://t.co/05vxOw4p04",HOF,OFFN,1
1600,1179,1179,hasoc_de_1180,Räuber Ali und seine Kumpels hetzen 16-Jährigen durch die Innenstadt von #Bonn.  https://t.co/ARnxNCaccj #Hetzjagd,HOF,OFFN,1
2843,1753,1753,hasoc_de_1754,Hier noch was zum Tag versauen!🤢🤢  Wünsche euch einen schönen Wochenteiler  nun geht es berg ab!!👍👍 https://t.co/G5lww9wu6i,HOF,PRFN,1
322,912,912,hasoc_de_913,"@michel_brandt_ Ist das alles, was Sie an konstruktiven Beiträgen im Bundestag zu bieten haben? Mann oh Mann. Das ist so platt, das kann jedes 5-jährige Kind. Sorry, aber da geht mir einfach der Hut hoch. Im Bundestag und nicht auf dem Spielplatz!",HOF,OFFN,1
1254,1745,1745,hasoc_de_1746,"Ich gebe es mal so weiter, ob man es glauben kann oder nicht, ich weiß es nicht. Macht euch eure eigenen Gedanken.🤔🤔  Aber meine Meinung dazu--mit oder ohne Haare sie ist und bleibt Müll den keiner haben will👍👍👏  na ja solange schön rassiert das ok🤣🤣👌 https://t.co/l8nsgZMrZ3",NOT,NONE,2
1564,2611,2611,hasoc_de_2612,😭😭😭😭 #FCBSGE https://t.co/fBiAb7AXKo,NOT,NONE,2
3371,2065,2065,hasoc_de_2066,"Inklusion ist ja toll, aber warum bekommt eine psychisch Gestörte die #GoldeneKamera?   Von was wird dieser @zdf Bessermensch-Mist eigentlich bezahlt? Etwa auch von unseren GEZ-Gebühren?",HOF,OFFN,1
1221,2711,2711,hasoc_de_2712,"Hätte er mal nur #AllahuAkbar gerufen, dann wär's vielleicht weniger geworden? https://t.co/FGJ7UdfVO7",HOF,HATE,0
1472,57,57,hasoc_de_58,"Ein Kleinkind über die Balkonbrüstung halten und damit drohen es in die Tiefe fallen zu lassen, bleibt straflos, wenn man dessen Vater und  'Flüchtling' ist, der  gerade von der Polizei nach #Albanien abgeschoben werden soll. Freispruch! #Krefeld https://t.co/AOLBaLY9v8",NOT,NONE,2
1903,607,607,hasoc_de_608,"Schäbig ist nicht nur der ungerechtfertigte Vorwurf, vollkommen asozial die Weigerung sich zu entschuldigen! https://t.co/QEiNTWSRmg",NOT,NONE,2
2112,1710,1710,hasoc_de_1711,Neues aus der Kategorie... echt KRANKER Scheiß im 'Wessi'-Land🤔😡     Die U17-Mannschaft des TuS Binzen feiert ihren Aufstieg in die Landesliga ohne Steak und Wurst. Aus #Klimaschutzgründen gibt es Crêpes. Das Team will damit ein Zeichen setzen.   https://t.co/AmGgkvW5MS.. https://t.co/fOW89odBp8,HOF,PRFN,1
1921,1840,1840,hasoc_de_1841,Grüße an die Grünen 👍👍  nur Scheisse im Hirn💩💩💩💩 https://t.co/9wN58Y2IEx,HOF,OFFN,1
1855,2630,2630,hasoc_de_2631,"Wie immer steht @SPIEGELONLINE  treu zu seinen Freunden beim Rassistenverein BDS, es ist fast schon rührend.    https://t.co/lTf5Cg8ZZN",HOF,HATE,0
1504,2634,2634,hasoc_de_2635,"Rollenspielfreaks haben längst D&amp;D aufgegeben und spielen nächtelang den Wahlomat durch, mal als böswilliger Neoliberaler, mal als geifernder Stalinist, mal als panischer Ökojesus. 🧙‍♂️",HOF,HATE,0
587,1185,1185,hasoc_de_1186,"Der neue Werbespot von #Edeka zeigt zu viele weiße Menschen!  Man sollte noch eine Sequenz mit einem Moslem einarbeiten, der seine Tochter auspeitscht oder zwangsverheiratet.  #Diversity!  #Muttertag https://t.co/LrWZHQhzOX",HOF,OFFN,1
949,1632,1632,hasoc_de_1633,"Unter dem Hashtag #TurksAreComingForIceland kann man sehen, warum viele Menschen Türken nicht leiden können. Eine Volksgruppe, die sich überall auf der Welt wie eine offene Hose aufführt.",HOF,HATE,0
445,1873,1873,hasoc_de_1874,So blöd sind de halt...die dumpfbacken...Macht Anzeige...richtig so...    https://t.co/e08UldS58A,HOF,OFFN,1
1299,509,509,hasoc_de_510,"Würde das die #AfD machen, wäre die 'Kacke am dampfen' https://t.co/wd1LhcH4rm",HOF,PRFN,1
2818,525,525,hasoc_de_526,Und die #Türkei soll in die #EU aufgenommen werden?  Den würde ich mal ganz gepflegt vorn Koffer scheißen! https://t.co/5kud0aopzR,HOF,PRFN,1
1860,2005,2005,hasoc_de_2006,"Ich bin gegen Halal-Produkte und glaube, dass Halal in ganz Europa verboten werden sollte, da die Tierrechte höher als dieser Wilde stehen. https://t.co/rZt24EeGEK",HOF,HATE,0
905,422,422,hasoc_de_423,"Von den 1,7 Mio „Flüchtlingen“, die in 🇩🇪 registriert sind, gehen mehr als 1,3 Mio ÜERHAUPT KEINER sozialversicherungspflichtigen Beschäftigung nach, obwohl d allermeisten doch im besten Alter jg Erwachsener sind u vor Arbeitswillen nur so strotzen müssten https://t.co/ChCmGhy4AV",HOF,HATE,0
3140,396,396,hasoc_de_397,"Wenigstens einer aus der CDU, der es mit der Wahrheit genau nimmt und sich nicht von so einer Stasitrine hinter die Fichte führen lässt.     Maaßen rechnet mit Flüchtlingspolitik von Merkel ab https://t.co/ZDdJY9fX13",HOF,OFFN,1
163,438,438,hasoc_de_439,"Medien und Linksgrüne jammern, dass nun auch ihnen konforme Accounts und Meinungen von Twitter gesperrt bzw. verwarnt werden. Tröstet euch, genauso wird euch eure 'alle rein' Mentalität um die Ohren fliegen und ihr werdet auch bereichert werden.  #NetzDG  #Twittersperrt",HOF,HATE,0
174,1164,1164,hasoc_de_1165,Geschafft!  Neue #Migranten (überwiegend Frauen und Kinder) aus Afrika treffen in #Griechenland ein. Ihre Freude über den europäischen Sozialstaat ist grenzenlos.  Wem geht bei solchen Bildern nicht das Herz auf?  Bossa! https://t.co/Akzi7CigGh,NOT,NONE,2
1948,1756,1756,hasoc_de_1757,Arbeiten können ja die doofen Deutschen😡😡  wir kommen auch ohne Arbeit an ihr Geld🤢🤢 https://t.co/d7LnpURWd9,HOF,PRFN,1
2220,3587,3587,hasoc_de_3588,@FinjaFinte @Ofenschlampe Ja..die wollen doch rotrotgrün...so isses halt dann....alles geht nicht...auch nicht im grünrotromantischen kosmos,HOF,PRFN,1
490,1572,1572,hasoc_de_1573,@Ungebeten1 @StoergroesseM @0Siegfried @Twitter Anani ist irgendwas mit mutter und sikerim irgendwas mit ficken. Aber so gut ist mein türkisch auch wieder nicht. 🤷‍♂️,HOF,PRFN,1
1283,3064,3064,hasoc_de_3065,@Hartes_Geld ..  ..die #Schweine..,NOT,NONE,2
3381,992,992,hasoc_de_993,"Ich habe in einem Haus von Jüdischen Eigentümern gewohnt!  Diese vermieteten Ihre Wohnungen zum Teufel hinaus,auch an einen Moslemischen Jugendclub!  Ich bin sofort ausgezogen!  Der Sohn d E.hat sich vor der Tür m diesen Jugendlichen, seines Judentums,gebrüstet! https://t.co/KrxPYQL4ug",HOF,HATE,0
2654,3708,3708,hasoc_de_3709,@Ungebeten1 @Invictu53409591 Guck dir mal die GayPride-Paraden an. Dort nehmen die alle möglichen Drogen und laufen fast nackt rum und benehmen sich wie Irre. Irgendwie ist es schwierig einen normalen Homosexuellen zu finden. Die sind alle geistesgestört. Darum will man mir denen nichts zu tun haben.,HOF,HATE,0
2497,3281,3281,hasoc_de_3282,"Der 🇨🇭Chemie- und Pharmakonzern aus #Basel gliedert den Bereich Specialty Ingredients aus, der Nahrungs- und Futtermittelzusätze herstellt  damit verbunden ist ein Stellenabbau von 130 Mitarbeitern  #futschi  https://t.co/ZqtF4DdNwW",NOT,NONE,2
2284,271,271,hasoc_de_272,"@DerBrainfucker @Martin_Sellner Westernhagen empfiehlt Kokainkonsum, um nicht AfD zu wählen, Beck empfiehlt Crystal, ich empfehle, Menschen mit drogenbedingten Hirnschäden unter Betreuung zu stellen, um die Öffentlichkeit vor deren totalitären Ideen zu bewahren.",HOF,OFFN,1
2327,136,136,hasoc_de_137,"Nun werden Zweifel geäußert, ob die nach außen semi-anarchische Bewegung #FridaysForFuture nicht doch gesteuert ist.  https://t.co/y7IVokhCx9",NOT,NONE,2
2237,1776,1776,hasoc_de_1777,Ich arme Sau 😢😢😂😂 https://t.co/m6aZv77DLU,HOF,PRFN,1
2096,3703,3703,hasoc_de_3704,"@Ungebeten1 @Invictu53409591 Ich finde es widerlich . Sitze beim Arzt im Wartezimmer, und Schwule  stecken  sich die  Zunge in den Hals, und fummeln  sich gegenseitig an den Klöten .  ...mir kommt in der Merkel Diktatur  nur noch das  kotzen ...!!",HOF,HATE,0
1817,1706,1706,hasoc_de_1707,"Tank-Irrsinn: Preise steigen, obwohl Rohöl billiger wird😡    na ja das ja klar Geld wird knapp für unsere Neubürger da müssen wir eben bissel mehr fahren  umd das so nebenbei mit zu finanzieren🤢 https://t.co/Mx4YNwWKvg",HOF,PRFN,1
1698,2316,2316,hasoc_de_2317,"MMNews: Lafontaine für SED: Der ehemalige Vorsitzende der SPD und spätere Mitbegründer der Linkspartei, Oskar Lafontaine, hält laut eines Medienberichtes eine Fusion beider Parteien für notwendig und vertritt diese Position in internen Gesprächen bereits… https://t.co/pBb4pAIguJ",NOT,NONE,2
1121,472,472,hasoc_de_473,Hier ein Lagebericht aus #Diavata bei #Thessaloniki.  Googeln Sie mal ZDF oder ARD und DIAVATA oder THESSALONIKI.  Mit etwas Glück finden Sie eine dürftige Meldung vom 6. April.  #ARD @tagesschau  #ZDF @ZDFheute  🙈🙉🙊 https://t.co/u1Zqaa337C,NOT,NONE,2
2616,2243,2243,hasoc_de_2244,#AfD verurteilt #Antifa-Pranger an der Universität Frankfurt!  Verkehrte Welt! Die #Gewaltbereiten warnen vor den #Andersdenkende! https://t.co/nqptnEN5lv via @junge_freiheit,NOT,NONE,2
1989,1713,1713,hasoc_de_1714,DEUTSCHLAND BRAUCHT ZUWANDERUNG😂😂😂😂  was ja bis jetzt gekommen ist sind ja nur Freunde und Bekannte die wollen ja alle auch nur Studieren--also nix Hände schmutzig machen💩  dann her mit der nächsten Welle aus der Wüste die gut Teppiche ficken ehmm sorry flicken können👌👌 https://t.co/d4WoZI3TEo,HOF,OFFN,1
3004,2745,2745,hasoc_de_2746,Wir hatten schon mal so ein #nohatespeech Netzwerk in Deutschland. Hieß damals noch #Stasi. https://t.co/vEZJQUMNRY,HOF,HATE,0
431,192,192,hasoc_de_193,"#Konstanz hat den #Klimanotstand ausgerufen. Wird denn auch gegen nervige luftverpestende Sisha-Bars und bunte Autoposer vorgegangen oder sollen nur die, die alles zahlen reglementiert werden? https://t.co/NAnl8dMbum",NOT,NONE,2
2124,2292,2292,hasoc_de_2293,"Brutale Ehrlichkeit in Wien: Mordserie an Frauen als Folge der Migrationskrise festgestellt. Extreme Frauenfeindlichkeit, Antisemitismus und radikaler Islamismus wurden mit 'Flüchtlingen' importiert.  https://t.co/9DZ8apeAAS",HOF,HATE,0
3373,3327,3327,hasoc_de_3328,"Wenn Negerkinder Kobalt schürfen  Und #Grüne grinsend Grüntee schlürfen  Wenn E-Busse beim Laden stehn  Fahrgäste in die Röhre sehn  Dann wissen alle, die nicht dumm  Wir sind im #Reichhauptstadtslum.  https://t.co/FaAe5teAcE",HOF,HATE,0
1376,2714,2714,hasoc_de_2715,"Da würde ich gar nicht lange fackeln. Ab nach Hause in die Heimat und da könnt ihr euren Glauben ausleben, so... https://t.co/I7EH2M88PZ",HOF,HATE,0
2298,2750,2750,hasoc_de_2751,"'Flüchtling' fällt in Parkhaus über Frau her,beißt und verletzt sie u Polizist. Bewährung.Pervertiertes Justizsystem https://t.co/TyCwdmfnSP",HOF,HATE,0
722,2284,2284,hasoc_de_2285,"#AfD-MdB Ulrich #Oehme:  »Erschreckend, dass Scharia-Recht weitaus mehr in nicht-islamischen Ländern des #Europarates wie 🇬🇧, 🇬🇷 und neuerdings auch in 🇩🇪 – wie zum Beispiel die #Kinderehe – als Paralleljustiz praktiziert beziehungsweise geduldet wird.«  https://t.co/aP94ZEGdeB",HOF,HATE,0
1794,1665,1665,hasoc_de_1666,Gemeinsam kann man doch was erreichen. Da jammern sie jahrelang über deutsche die Geld bringen und dafür feiern wollen.  Wollen sie weg haben. Jetzt ist das Geschrei groß.👍👍👍👍 https://t.co/g9oG4SF72B,NOT,NONE,2
2927,2201,2201,hasoc_de_2202,"Habe die Geldbörse von einem Syrer gefunden. Hab sie behalten, ist ja schließlich mein Geld. https://t.co/2dxoRXcTQu",HOF,HATE,0
522,1056,1056,hasoc_de_1057,😡🤮😡🤮😡🤮😡🤮😡  POL-HH: 190611-2. Zeugenaufruf nach gefährlicher Körperverletzung in Hamburg-St. Georg https://t.co/NvpDjGINsC #ots,HOF,PRFN,1
2361,3799,3799,hasoc_de_3800,"@BlondJedi @annewill #GoldstückAlarm, also muslimischer Alltag in #London...",NOT,NONE,2
1483,2194,2194,hasoc_de_2195,"Merkel dealt doch mit ihm, sage mir mit wem du 'gehst' und ich sage dir wer du bist; Verbrecher unter sich.     https://t.co/rQP68KhcAX",HOF,HATE,0
934,2313,2313,hasoc_de_2314,ef:'Öko-Totalitarismus: Auf dem Weg zum grünen Ermächtigungsgesetz?: Öko-Totalitarismus: Auf dem Weg zum grünen Ermächtigungsgesetz? https://t.co/VitVfAiUtk ',HOF,HATE,0
228,2020,2020,hasoc_de_2021,"Bei den Frauen übersteigen die Prämien die Einnahmen, bei den Männern sind sie 1/7 der Einnahmen. Würde man die gleichen Prämien zahlen würden die Prämien das 100 fache der Einnahmen sein  #Frauenfussball #FrauenfussballWM https://t.co/iuwT34ARR6",NOT,NONE,2
498,295,295,hasoc_de_296,Sehen Sie hier meine heutige Rede im #Bundestag in der vereinbarten Debatte zu 70 Jahren #Grundgesetz:  #70JahreGG #AfD #Volksentscheid #Volksentscheide  ℹ️ https://t.co/E8ntodWhag  🎬 https://t.co/BwR68g9MfQ https://t.co/8efjIOagXl,NOT,NONE,2
1525,2408,2408,hasoc_de_2409,"Liebe Linksfaschos:  Ich werde euch weder auf meine von euch gescreenshotteten Tweets mit eurem Unsinn drunter, auf 2. Accounts oder Beleidigungen per DM antworten. Was nicht heißt, dass ihr Recht habt, sondern dass ich euch keine Reichweite durch Erwähnung schenken will.",HOF,HATE,0
3171,3146,3146,hasoc_de_3147,"@Hartes_Geld Eh alles Wurscht.Das Projekt evolutionärer Entwicklung scheint in D ja ohnehin gescheitert zu sein,wie man sieht.😂",HOF,OFFN,1
840,1999,1999,hasoc_de_2000,leben tausend Jahre zurück kennen es nicht anders . Die würden sich nie Integrieren  Unter mir wohnt so eine wenn die Kocht kommt das alles durch meine Lüftung das stingt widerlich ..Frag mich manchmal was die wohl im Kochtopf hat ..Flüchtling kein Wort deutsch fragen geht nicht https://t.co/MCrCEQr6HK,HOF,HATE,0
2429,1301,1301,hasoc_de_1302,"„Der AfD-Bundestagsabgeordnete Robby Schlund arbeite in seinem Wahlkreis in Ostthüringen mit dem Holocaustleugner und Reichsbürger Christian Bärthel zusammen, der schon Erwähnung im Thüringer Verfassungsschutzbericht fand.“ https://t.co/iuLCkxC3aU",NOT,NONE,2
873,2749,2749,hasoc_de_2750,@gutmenschkind @spdde Diese verkommene Haltung scheint aber normal in der #SPD s Pöbelralle @Ralf_Stegner + er hier https://t.co/evG1lPq6Vc,HOF,HATE,0
9,2712,2712,hasoc_de_2713,"Diesen #Frauen muss geholfen werden, nicht den Testosteron gesteuerten #Taharrush Lümmeln... https://t.co/nFh0ah08Kh",HOF,HATE,0
2364,2422,2422,hasoc_de_2423,"Imad #Karim heute abend vor der @AfDimBundestag: „Zwischen dem #Islam und der Mafia gibt es vor allem drei Gemeinsamkeiten: Man wird hineingeboren, man kann auch beitreten, aber keiner kann austreten.“ Austritt bedeutet das Todesurteil. #Apostasie https://t.co/UzDrbvBcHZ",HOF,HATE,0
2503,2728,2728,hasoc_de_2729,Alle feiern und die Linken legen Brände. Die linke Szene bekommt mit ihren Taten keine Anerkennung der Bevölkerung!  https://t.co/d5eDZpFKX2,HOF,HATE,0
548,3655,3655,hasoc_de_3656,"@realJohr Ich glaube es ist mal wieder überfällig davor zu warnen, es sich zur Lebensaufgabe zu machen, solche Idioten zu hypen. Ihr besorgt genau wie Talkshows und Politmagazine deren Werbung! Genau das wollen sie, was Ihr liefert. Maximale Empörung. Nennt sich Aufmerksamkeitsökonomie.",HOF,PRFN,1
1326,1600,1600,hasoc_de_1601,"@Technik_u_Welt Wenn sexuell unterversorgte alte Schachtel mit Aufmerksamkeitsdefizit Sie jetzt treffend beschreibt, dann lassen Sie es mich wissen.  Oder auch nicht.",HOF,OFFN,1
2884,2231,2231,hasoc_de_2232,"Die Stasitrine ist ja voll wie eine kleine Kirche, die lallt ja fast; hat wohl von Junckers Ischias-Medizin überdosiert.    Angela Merkel zu den Ergebnissen des EU-Gipfels am 11.04.19 https://t.co/bfRyAlDGED via @YouTube",HOF,HATE,0
2851,1428,1428,hasoc_de_1429,"@FailDef @convalaria1 @Wirklichkeit123 @Tschonka Ja, die über 50 islamischen Länder sind Musterbeispiele für Humanismus, Toleranz und Menschenrechte. Ich würde ja mal über andere Tabletten nachdenken. Viel Erfolg dabei!",HOF,OFFN,1
137,1105,1105,hasoc_de_1106,Glücklicher Libanese krümmt sich vor Lachen übe die (im wahrsten Sinne des Wortes grenzenlose) Dummheit der deutschen: Steuersklaven:  'Wir alle leben von Job-Center!' https://t.co/LJkblgzm0Z,HOF,OFFN,1
1189,1714,1714,hasoc_de_1715,sehr richtig und gut  gesagt!!👍👍👍  #und viele doofmichels begreifen das nicht mal!!💩💩 https://t.co/dozlF9cZe6,HOF,OFFN,1
2943,82,82,hasoc_de_83,"Alfred Nobel würde sich im Grab rumdrehen.  Ein Obama (führte die meisten Kriege im Amt eines US-Präsident), wurde der Friedensnobelpreis verliehen.  Nun ein psychisch krankes Kind, steht nun ganz weit oben auf der Liste für die Verleihung des 'Friedensnobelpreis'.  Sind die krank?",HOF,OFFN,1
268,2347,2347,hasoc_de_2348,"Zwangsheirat und Vergewaltigung - diese Unkultur fördern Linksverblendete und Multi-Kulti-Klatscher in Deutschland, inszenieren andererseits aber die übertriebene #metoo-Kampagne. Was für linke Heuchelei! #AfD #Poggenburg    https://t.co/HxLyWTPCRR",HOF,HATE,0
