,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,tweet,label,number_votes,num_label,contain_bad
79,9415,5073,56684,56684,"racism&#128564; isnt real&#128581;&#127995;‍♂️ anymore, you stupid niggers&#128514;&#128514;&#128514;",hateful,3,0,1
80,9240,16430,45221,45221,"@GoHawksYT @ClashRoyale I hate that emoji, it's been used so much that it literally shows no emotion anymore",hateful,3,0,1
81,18580,54226,27349,27349,She tell me how she sick of dude I tell her how my bitch tripping &#128526;&#128170;&#127998;,abusive,4,1,1
82,6532,67711,25114,25114,RT @swagbuttsgalore: Rt or I'll fucking shoot https://t.co/dEWlBJSGR9,abusive,3,1,1
83,3393,41461,33046,33046,@atransboy This is so relatable and how i felt after mentioning my coworkers homophobia 2 my managers :(,hateful,3,0,1
84,28181,23158,62041,62041,RT @ParissaXo: i'm tired of u feminist bitches bc this is just disgusting https://t.co/S91o478GJ2,hateful,2,0,1
85,18768,30701,18644,18644,"RT @akal959: ima tell you this once, know your fucking place.",abusive,4,1,1
86,13981,3908,48656,48656,RT @1800BUDDHA: This why I fucking hate group projects https://t.co/OidHEt3hwF,abusive,3,1,1
87,33231,11948,17449,17449,@squidmaker0010_ Thanks for the follow. Any chance you can check out our new video ? #Charity #YouTubers https://t.co/j8rZpDui6x :),normal,3,2,0
88,13190,82394,36276,36276,"RT @Richie_l0c0: ""Before I call u in the n word"" she was so fucking hurt that he didn't like her Twinkie cakes &#128557;&#128557; https://t.co/QYF27fNcyM",abusive,4,1,1
89,42910,76729,45281,45281,"RT @FilthyFrank: U ever stop and think ""damn I'm just a retarded asshole""",hateful,3,0,1
90,5777,32147,92686,92686,RT @Raquel_Savage: This goes on for 8 muh fucking hours.,abusive,4,1,1
91,23630,82613,15059,15059,Storyboard for Dumbo (1941) #Animation #Disney Some moments in all of animation history deserve reverence. This is… https://t.co/MxSFjM9fcz,hateful,2,0,0
92,23542,24422,90955,90955,"IM SO FUCKING PISSED!!! I HATE YOU TRUMP, I WANTED TO START WW3",hateful,3,0,1
93,43729,22930,71286,71286,@joseiswriting You're an illegal immigrant and don't belong in this country. I would say the same for an illegal white person,hateful,5,0,1
94,6823,74911,92562,92562,RT @Isaac_guzman_: 13 reasons why is uh.. como se dice.. fucking me up,abusive,3,1,1
95,6946,62822,67556,67556,"I have 175 new followers from Syria, Lebanon, Turkey, and more last week. See https://t.co/KoMhkHiI7A https://t.co/k4xiiaVZFq",hateful,2,0,0
96,45790,15300,32227,32227,"@faderhead @ramit Also, false dichotomy. You should buy the extra book AND take action. It's not an either/or scenario",normal,5,2,0
97,22960,11086,4824,4824,@JaymesMansfield Hey Jaymes! After watching tonights episode i felt someone should tell you that your beautiful and amazing! Stay feirce❤,normal,5,2,0
98,31555,15884,93321,93321,them niggas did you dirty again? &#128514;&#128514;&#128514;&#128514; https://t.co/amPlRWdn17,hateful,3,0,1
99,35935,4980,52862,52862,"Hi @Louis_Tomlinson, ur selfless ways and genuine heart never ceases to inspire me, thanks for all that you do. Mind following me? — 42,619",normal,5,2,0
100,39397,19115,48390,48390,RT @Jerusalem_Post: Lebanon's Hezbollah calls US strike on Syria 'idiotic step' https://t.co/tvunyq7agB #ArabIsraeliConflict https://t.co/i…,hateful,2,0,0
101,34286,55737,90687,90687,"I wanna be fucked ! Push,don't be shy https://t.co/6mCivq8S0s https://t.co/hJXnVr6Dyk",abusive,2,1,1
102,43944,79677,39405,39405,"RT @WalterTippie: This idiot just said that the investigation into wiretapping is a ""Dog and Pony Show""! When is @FoxNews going to ge…",hateful,2,0,1
103,45880,74367,69809,69809,Fantastic achievement @WestBromBC on first season #wmwbl #whowillwin #thisgirlcan https://t.co/8AkWoI3kGq,normal,5,2,0
104,29545,44070,45914,45914,So lovely to get through to human being on a call centre who is so pleasant and can give answers to questions without hesitation #HalifaxFS,normal,5,2,1
105,37211,27897,49887,49887,And I literally go somewhere every day but Ohio is so fucking boring.,abusive,4,1,1
106,12748,30645,96356,96356,RT @Communitaria71: I detest Austin - one of the worst shitbags in a detestable cabal. He should be thrown out of the Party forthwith.…,hateful,2,0,0
107,12327,11589,25843,25843,"David Rosenberg: Make no mistake, the Toronto real estate is in a bubble of historic proportions https://t.co/910noDeDsd #markets #economy",normal,5,2,0
108,5809,46071,9771,9771,"Clear air plans won't punish drivers of older diesel cars, PM promises #London #transport https://t.co/YcFVWLUNlr",normal,2,2,0
109,7775,35884,90998,90998,RT @halyealexis: I fucking hate everyone ahahah what the fuck,abusive,4,1,1
110,41183,80011,11752,11752,I added a video to a @YouTube playlist https://t.co/LDgsbF5WS1 Best Wishes to BCR AWARD 2017 by Aashish Rai on BCR NEWS,normal,3,2,0
111,46275,64982,80925,80925,RT @StoneColdDeluxe: me: imma bad bitch you can't kill me me: *stubs my toe walking onto the battlefield* https://t.co/QIkGdkPvTf,abusive,3,1,1
112,36013,10115,51939,51939,trum p is stupid as hell he will never help the working man his sheep have been conned trump is a liar nothing but… https://t.co/iE66bqAjrD,abusive,3,1,1
113,32748,76440,18452,18452,RT @YFN_tk: Nigga I been fucked yo bitxh an the pussy was waxk asf,abusive,2,1,1
114,15160,38161,59429,59429,"RT @ZeddRebel: Three days after Tillerson declares Assad can stay, we have the worst chemical attack since 2013. That is not a goddamn coin…",normal,2,2,1
115,21227,33140,66784,66784,@NPCI_BHIM to register my number on upi. How can this be possible. And it is sending msg every time I request to register my number.cost 1.5,normal,5,2,0
116,11605,67132,57274,57274,i hate when people say this.. like yea you fucking did &#128514; its called lunch https://t.co/j1rURyUKO1,hateful,2,0,1
117,36037,28388,10801,10801,RT @_Akyssej: everybody is so fucking annoying like leave me tf alone,abusive,3,1,1
118,40998,64197,8531,8531,53 Portable Closet Storage Organizer Wardrobe Clothes Rack With Shelves https://t.co/szlLZbagY0 https://t.co/7yDByE140L,normal,3,2,0
119,31959,84714,37876,37876,A 13 1/2 hour working day when your hanging out just ain't the one... I'm fucked me,abusive,5,1,1
120,36115,69233,39654,39654,and i just hated myself for editing this. i suddenly miss junhyeok ;-; pls forgive me https://t.co/cdklOyhp5Q,normal,3,2,0
121,22269,69054,82754,82754,RT @K1ELLE: @halalzay @shivkillak @Vonszn_ @_JayJayG Bad ass RKO https://t.co/pjnkubnUyq,abusive,2,1,1
122,41760,59892,3072,3072,"I hate thirsty crusty dumb ugly NIGGA‼️ DONT #shootyourshot if you a fuck boy, I will embarrass you. No funeral cost &#128683;&#128683;&#128683;&#128683;&#128683;&#128683;",hateful,3,0,1
123,14509,3335,76654,76654,"Five people charged over attack on teenage asylum seeker at a bus stop in Croydon, south London, police say https://t.co/0XSgvXonrV BBCBre…",hateful,2,0,1
124,20513,59873,62781,62781,RT @KyaUkhaadLega: Anyone would be afraid ! What if you press a button on your jerseys if you get pissed off after losing to India ? https:…,hateful,3,0,1
125,16957,65926,210,210,"..aaaaaand everyone saying to ""DO SOMETHING"" in Syria yesterday will now call Trump a warmonger. https://t.co/2y1cG5PVkx",normal,3,2,0
126,43192,48272,32637,32637,Only the corrupt are laughing &amp; a very nervous laughter at that. Rest of us r pleased that at least we are talking… https://t.co/yxNYtrflUo,normal,3,2,1
127,9650,22361,80281,80281,"When the day comes that you run out of content, you better start doing more personal development. Just saying.... https://t.co/g2tNXpdfPP",normal,4,2,0
128,41165,48655,32531,32531,Trump is gonna take half of congress down with him. We are not getting impeachment with a GOP congress it's just no… https://t.co/63oiSmHAp5,normal,4,2,0
129,49348,2119,90259,90259,@RebelRed16 They are fucking morons. Fans like them make the rest of us look bad,abusive,4,1,1
130,28041,33657,51403,51403,"RT @VegasJessie: Your obsession is pathetic. People know you're shit now, it's killing you. Hillary w/ +3,000,000 votes is infinite…",abusive,3,1,1
131,13137,75129,68408,68408,Nasty black pimp makes hoe blow him https://t.co/jgM3AJ0Zts,hateful,2,0,1
132,46860,17072,52445,52445,"@Kevin_Maguire the Lib/Dems are a joke, they replace a liar with an idiot https://t.co/3sikNwHWXC",hateful,2,0,1
133,25543,11119,86396,86396,What do many lone attackers have in common? Domestic violence | Hadley Freeman https://t.co/oxjuzrKvMk,normal,4,2,1
134,26108,9384,52083,52083,RT @_BeGreatJB: If a hood nigga get crazy about you it's over &#128175; you his 4everrrrrrrr!,hateful,3,0,1
135,8287,60472,94689,94689,RT @NoHoesGeorge: I'm officially taken &#128553;❤&#128274;as a fucking joke,abusive,2,1,1
136,8208,67786,6760,6760,"RT @AyeJayOhh_: i hate a fucking girl who sleeps all the time NFS, when tf am i supposed to speak to you you dumb ass hibernating ass bear.…",abusive,3,1,1
137,5150,4643,10552,10552,THE CHICKEN NODDLE SOUP DANCE HOBI IS THAT NIGGA https://t.co/jkaAlQ5jbz,hateful,3,0,1
138,10238,47992,67741,67741,@khanumarfa Yup.. Muslim women very capable of fighting. They are fighting even as ISLAMIC TERRORISTS under isis,hateful,2,0,1
139,43611,11157,83646,83646,#UKmanufacturing maintains solid growth at the end of Q1 as production output and new orders continue to grow. #PMI https://t.co/9Ddsz0UroS,normal,4,2,0
140,12952,3638,59894,59894,RT @TheShadyFacts: Today marks 22 years since the tragic murder of Selena Quintanilla. She remains one of the biggest Latin stars the…,normal,4,2,1
141,39255,61725,84290,84290,"RT @PLaYBoYKeNxX_2: I hate when Niggas be broke w/ no dreams or aspiration but voice opinions &#129318;&#127997;‍♂️ Shut up, Brokey. https://t.co/oeKCbDY5ip",hateful,4,0,1
142,47644,51536,39737,39737,@michaelwhite @guardian I agree Micheal should have said that the Nazi's reasons for the Havaara agreement were entirely anti Semitic,hateful,3,0,1
143,36322,34326,188,188,"RT @OliMauritania: No surprise Susan Rice is the unmasker, she has always been Obama's go to bitch for dirty jobs since Benghazi.…",abusive,3,1,1
144,1176,30923,49199,49199,"@ShehabiFares Fares fucking liar, supporter of mass killers(Assad, Iran, Hizbullah,Putin)",abusive,4,1,1
145,38228,19820,48903,48903,(Aight...aight. What about them bald headed bitches right there?) These right here? These are the pawns...,hateful,2,0,1
146,17215,26706,87630,87630,We celebrated 17 years in Active Rehab Center. Thanks to entire team and many people who came to visit and see... https://t.co/nzMs6g1JJU,normal,5,2,0
147,6127,76137,19272,19272,"RT @nothjngwithoutu: hell, sweetie. im so sorry, im so sorry that an ugly ass bitch like this would even say that, oh my god https://t.co/H…",abusive,2,1,1
148,48825,33126,53237,53237,When fucking retards get their hands on editing software..... STOP https://t.co/lHaqseEOcD,abusive,4,1,1
149,24204,71530,98269,98269,@beckyh4dem @Grey_Obelisk @kasie Your husband is a fucking idiot,abusive,4,1,1
150,3942,53078,93897,93897,RT @infirespics: MIN YOONGI IS FUCKING ART IM OUT https://t.co/G22k0CxP82,abusive,5,1,1
151,30690,79182,34166,34166,Looks like someone sent in some tips. And who am I? That's a secret I'll never tell. XOXO gossip girl https://t.co/6j26gxDc6B,normal,3,2,1
152,43635,35880,53637,53637,RT @KurtSchlichter: Fucking bastards. https://t.co/2YoY4YMitH,hateful,3,0,1
153,28796,28148,34917,34917,RT @ChickenColeman: IM LITERALLY FUCKING SHAKING RN!!!!!!! https://t.co/l3p8A3D1FK,abusive,3,1,1
154,17107,40609,98125,98125,"RT @thekidmoon: Zendaya, sweetie, I am so sorry that an ugly ass bitch like this would even say that. oh my god. https://t.co/q3Tck4qWoj",hateful,3,0,1
155,7608,3653,78128,78128,@crehage @realDonaldTrump Phycologically​ this is a guy who is repressed &amp; lacks self esteem sends must multi tweet shows his power &amp; ego,hateful,2,0,0
156,965,76141,14196,14196,It's like he's prescient or something. From 2014. @realDonaldTrump will now Google the definition of prescient... https://t.co/5e22hAtwlf,hateful,2,0,0
157,49462,68634,31396,31396,Alotta Niggas Hate &amp; Sneak Dissing But I Missed Dat &#129300;Catch Em In Traffic He Swear &#128588;&#127998; He Ain't Wit Dat,hateful,3,0,1
158,17370,31398,32198,32198,Nadal vs Federer Live Stream Link ► https://t.co/XA2Xc2qNKw Link ► https://t.co/XA2Xc2qNKw . #MiamiOpen,normal,3,2,0
159,42646,21314,46648,46648,Gossip Wolf: Lumpen Radio station director Logan Bay suffers a catastrophic injury and needs your help https://t.co/UO52229oat,normal,5,2,0
160,38255,80533,61376,61376,@cthie 97-2 voted for Montenegro. Only two R's voted against. They are all warmongers now. PS Bernie loves the F… https://t.co/KbxofukqIZ,normal,3,2,0
161,16211,30661,37299,37299,@Uictoria33 @jaketapper So yes you could say that but then you would look like an idiot or an ignorant Trump ass sucking bitch in doing so.,abusive,5,1,1
162,7375,71191,38048,38048,@Exltt @Recladed last time i was in your party you were calling me a god and begging me to team with u now untag shitter,normal,3,2,1
163,2059,61857,17551,17551,But Jeremy we stole everything from you .. how are you... you took things I earned not my influence. And I w... https://t.co/rNCZzPUv21,hateful,2,0,0
164,34041,13962,90779,90779,"Justice for Lucy, a defenceless #cat tortured for months in the US! Plz sign: https://t.co/cHeIUkIbsv https://t.co/8ytTl2qlPw",normal,2,2,1
165,33096,53795,48420,48420,Watching Criminal Minds Beyond Borders is like taking a trip around the&#127758;every Wednesday!Traveling with @danielhenney❤️#CMBB @CriminalMindsBB,normal,3,2,1
166,13753,76485,9404,9404,@thehill If he was so concerned for babies the $45 million he' s wasted on golf would have been nice for Americas c… https://t.co/mchZk9kCuD,normal,2,2,1
167,3536,1811,98527,98527,#Live #NP #HipHop #Rap Dope Boy (Miami Paradise Radio) - DJ Mustard ft OT Genesis &amp; Jeezy https://t.co/aGYBwOO1Be @DJUrBanCrew,normal,3,2,1
168,26214,80679,11531,11531,Or he could be a Vice Lord?....yall swear there are only two gangs in this world https://t.co/gZWuROJW5S,hateful,2,0,0
169,12296,70846,57396,57396,RT @OWildeLarry: HARRY FUCKING STYLES I WAS ABOUT TO SLEEP BUT NAH. IM SCREAMING. https://t.co/tNhnfaG7FK,abusive,4,1,1
170,39406,10875,95916,95916,RT @richchigga: hey wassup u bad energy spreading Motherfucker,abusive,4,1,1
171,26831,1057,33532,33532,How about this for a lesson in #ergonomics / human interaction / #humanfactors. #HowNotToDoIt https://t.co/2uDZVHeu2p,normal,5,2,0
172,50567,81296,92072,92072,"@MONOCHROMSKY I am prepared!D:&lt; Bring it! Maybe I can get some inspiration for the 30 day art challenge I'm currently doing, that'd be sweet",normal,5,2,1
173,16733,73385,59881,59881,First baseman Morgan Tolle rips a double to open up the bottom of the first; she has now hit safely in 15 consecutive games,normal,5,2,0
174,28074,47868,80592,80592,The Real Ghostbusters is Now On Netflix! https://t.co/o2XRNO6tSC via @denofgeekus by #lootcrate via @c0nvey https://t.co/VBF3NfqqQv,normal,4,2,0
175,16260,40450,19912,19912,"State of Decay 2 Will Feature 3 Maps, all bigger than the map from the first game https://t.co/YH1CJoARwr",normal,4,2,1
176,5119,6399,71982,71982,"@FoxNews @IvankaTrump @POTUS What we clearly see is a RED line crossed and what a real MAN does, versus a little ma… https://t.co/Z4wpIBLPUC",normal,4,2,0
177,13844,75260,64217,64217,A belated penblwydd hapus to Super Fan Elen Govier! Lots of birthday hugs from the #greenarmy See you at our games… https://t.co/jNcnyxHR4R,hateful,2,0,0
178,16930,7952,91631,91631,It's really annoying when people walk up and tell me what a beautiful pit Klaus is. He's not a pit &#128580;&#128514;,hateful,2,0,0
179,28536,44836,26305,26305,"Though all but defeated, Syrian opposition groups continue to launch offensives https://t.co/3LgIVJYChQ https://t.co/cJwitfvudM",hateful,2,0,0
180,33879,74924,47981,47981,Laura fucked to orgasm and he spunks up her puss https://t.co/sRspQiBTWi,abusive,4,1,1
181,46982,7210,55226,55226,RT @Bossmankendrick: I hate the smoke your weed up hoes !! like bitch buy a gram or some &#129318;&#127997;‍♂️,abusive,3,1,1
