,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,label,tweet,contain_bad
57,19802,3,0,3,0,1,RT @ johntherealman :   I see no ones participating in the twitter purge #   # ihopeitssuposetobetonight,1
58,622,6,1,5,0,1,"`` You look cute today : ) '' .. `` Really ? ! '' Helll no , swerve   !",1
59,5582,3,0,0,3,2,@ _shegotthis yellow rice   beans and pork chop sis,1
60,9134,3,0,3,0,1,    student gets trapped in a giant #   sculpture http : //t.co/5IzMLkvZZV # germany #   # funny # hornymen,1
61,15761,3,0,3,0,1,RT @ GuysPIctures : Once   get the D ... http : //t.co/deWE9ttUz5,1
62,19783,3,0,3,0,1,RT @ jessielee1028 : @ Hawkdaddy300 @ GavinMHawks21 @ Ur_Boy_George yeah I do n't think that 's okay ...   drop it . You should n't even joke   & # 8230 ;,1
63,5326,3,0,3,0,1,@ WyattNuckels I 'm not fake   meet me after school then  ,1
64,7113,3,0,3,0,1,@ reptar_ray nigglet send me the pictures,0
65,15387,3,0,3,0,1,RT @ DopeChubbyChick : You was   eager to be a   you did n't even read RT @ JennnVeee : & # 8220 ; @ DJZeeti : twitpic a selfie wearing a leotard & # 8221 ; http : / & # 8230 ;,1
66,4335,3,0,3,0,1,@ Myalynn__x3 mhm   do n't play with your life & # 128299 ;,1
67,17575,3,0,0,3,2,RT @ SaertjeMirror : I am a zebra amongst the sheep .,0
68,14061,3,0,0,3,2,Oreo milkshakes will forever remind me of @ jay_ibarra95,0
69,6432,3,0,3,0,1,@ jerseyzbest74 Aye  ,1
70,15933,3,0,3,0,1,RT @ IKeepitRealer : ChrisBrown a   4 hittin a Woman JayZ a   4 lettin a woman hit him   needa make up ya mind & # 128134 ; Yah want yah a & # 8230 ;,1
71,22692,3,0,3,0,1,"Told that   to   it up , she got lips like rubber ducks",1
72,121,3,0,0,3,2,`` @ El_Grillo1 : Pit Bulls Photographed As Lovely   Tale Creatures http : //t.co/Q0Sm89oOLh & # 8221 ; They *are*   tale creatures .,1
73,5392,3,0,0,3,2,@ YungCofGOA @ 12YearsAHaitian need to start mcbob because Williams only   let him play with bird,1
74,19560,3,0,3,0,1,RT @ iBYEpassDesHOES : Why do   always want to come bacc when they did n't have to leave in the first place ?,1
75,20038,3,0,3,0,1,RT @ maNIJEEtwa_ : Jackie weird .. like   hang with ppl ya age & # 128514 ;,1
76,8623,3,0,3,0,1,Catch up with the Lingo itty bitty  ,1
77,20409,3,2,1,0,0,RT @ saramariewelch : Been my main nigguh since digital camera selfies @ thorpe_emily http : //t.co/XiQiRbQ7mP,0
78,4580,3,0,3,0,1,@ PussyBeezus_ whatever  ,1
79,17192,3,1,2,0,1,RT @ OnDave_ : `` @ WhereYoHussleAt : @ CiddyP_60 ion like him he annoying & # 128514 ; I thincc he knows I do n't too '' That   a supa   on Dave,1
80,6579,3,0,0,3,2,@ khamillkilroy & # 128514 ; & # 128514 ; Shy Glizzy,0
81,9881,3,0,3,0,1,Haha a private industry birthday is needed to all who have celebrated our bday the past month I ca n't wait for ours ! I see you nig**s lol & # 128513 ;,0
82,16826,6,1,5,0,1,RT @ Mids_areForkids : If a   talkin   about me an you around sittin there quiet yous a     an I do n't   with you real wr & # 8230 ;,1
83,25038,3,0,0,3,2,them jants be clutch for bedtime tho & # 128514 ; & # 128557 ;,0
84,25011,3,0,2,1,1,the # genesis of my tna watching is   bad I ca n't even mock-live tweet it,1
85,24865,3,0,3,0,1,pull up eat on that   and dip & # 128166 ; & # 128513 ;,1
86,2066,3,1,2,0,1,"' Club solo 1 deep ,   a valet cause I parked on the street , lordddd knows & # 1041243 ; You ca n't trust these   , ... http : //t.co/WcD3V5sej2",1
87,23796,3,0,3,0,1,You   needa stop with the edits .   near got catfished a week or two ago and the   keeps findin her way back & # 128530 ; & # 128548 ; & # 128165 ; & # 128299 ; & # 128553 ;,1
88,21420,3,1,2,0,1,  my     screams   the redskins in this big   echo filled parking garage,1
89,5493,3,0,2,1,1,@ _PRAWDA_   ? oh   . exit my mentions . her last era was huge . # 1 album . # 1 tour . golden globe ( cont ) http : //t.co/gkuJXIaDep,1
90,17105,3,0,3,0,1,RT @ Noworriezzzz : Two   arguing bout who   who for x amount of money lol what,1
91,22948,3,1,2,0,1,Want to cry cause of the   at La fitness ... Imma  ,1
92,1966,3,0,3,0,1,& # 8220 ; @ thepizzafacts : Cute text : ey   come over for some pizza & # 8221 ; @ KellieNehls,1
93,8727,3,0,3,0,1,Clown   nigguh,1
94,10102,9,2,7,0,1,Hit me with plans mah  ,1
95,16727,6,0,6,0,1,"RT @ MaddieKreyKrey : I have to pretend like I 'm a cold hearted   and cut you off in an instant without a second thought , when actually I & # 8230 ;",1
96,20859,3,0,3,0,1,"RT @ youngscrap : I sent that   a smiley face ,   love smiley faces & # 128515 ;",1
97,12474,3,0,3,0,1,"Just started my upgrade for the level 2 dark elixer drill ! 1,500,000 elixer . That was a   to get .",1
98,18785,3,0,3,0,1,RT @ __Independentt : Why do these   think it 's cute to take pictures kissing eachother ? # gaggggg,1
99,19743,3,0,3,0,1,"RT @ jaimescudi_ : Niggaaaaaa , why these   trip   hard over a   ? When will they realize they 're gon na grow up & amp ; regret the fool ?",1
100,10044,6,0,1,5,2,"Hello   people , my name is Eric Cantor and I am a   piece of bird   http : //t.co/qJyuw4ox0O",1
101,7078,3,1,2,0,1,@ rachh_burkhart talkin bout the   your sittin on,1
102,20629,3,0,3,0,1,RT @ tianaroseee_ : Mary Jane my only  ,1
103,369,3,0,0,3,2,`` @ metroadlib :   contacts in your eyes ? blinders on mine . cause i ca n't see you at all . '' Lmao,1
104,8769,3,0,3,0,1,Could n't pull my   in ya wettest dreams   & # 128526 ;,1
105,18316,3,0,3,0,1,RT @ UKnoMyNameBxtch : Y'all   need to get out more . There   much more to life than being a   hater . Go get yours .,1
106,19312,3,0,3,0,1,RT @ dixiealley : @ TonyJRodriguez @ WolfVanHalen Not a FOB fan nor in the know . But ``   you fatty '' is a poor argument for anything after 5th & # 8230 ;,1
107,17541,3,1,2,0,1,RT @ SAMMI_boyden : @ jizcalifuh it 's a metaphor you       @ savanigga & # 128514 ; & # 128514 ; & # 128525 ; & # 128525 ; & # 128069 ; & # 128069 ;,1
108,3033,3,0,2,1,1,@ DanielM023   na ! ! Hes a   brah,1
109,24473,3,1,0,2,2,i get what that   point seems to be but   people   during the holocaust and 9/11 . ( ( if that 's a picture of the holocaust idk ) ),1
110,827,3,1,0,2,2,#     you DirectTv   the   game . With a freaking WALK OFF ! You 're   me satellite douche .,1
111,7730,3,1,2,0,1,Ai n't been on this   all day,1
112,18047,3,0,3,0,1,RT @ TheCommonCock : Rt if you   a   with your  ,1
113,15949,3,0,3,0,1,RT @ IamEvilTebow : Any man who orders a 6 inch sandwich at Subway is a     . # Fact,1
114,20941,3,0,0,3,2,Real talk not being byes or nothin ! The whole NFC south glad bag trash this year none of the teams have a chance making it to the playoffs !,0
115,15534,3,0,3,0,1,RT @ Feenohmenal : @ NotoriousBeep fifty bucks says a dense   thinks I say totes on the `` reg '' and unfollows b/c I said cheerleader . Countdo & # 8230 ;,1
116,2676,3,0,2,1,1,@ BjwalkinRIVERS bro that   live,1
117,9658,6,0,6,0,1,Get on your mutha       .,1
118,16193,3,0,3,0,1,RT @ JoeBudden : I only be looking like I & # 8217 ; m     & # 8230 ; I don & # 8217 ; t tho,1
119,22599,3,0,0,3,2,"This one night I was tripping off brownies I put my running shoes on and I was still in pjs , it was 2am ! http : //t.co/UwmBpCOMNE",0
120,17159,3,1,2,0,1,RT @ OfficialKingDre :   did this   do ? & # 128514 ; & # 128514 ; https : //t.co/5BFuSp9bfn,1
121,10563,3,0,3,0,1,I feel like a   that just got her heartbroken a day before her wedding,1
122,24697,3,1,2,0,1,lost a couple online matches in nhl14 .   hit me with her car . dad ate my pizza . just one of those days,1
123,919,3,0,3,0,1,"#   , # android , # iphone , # ipad , #   , #   , | # OldYoung |     getting young and old   in her   http : //t.co/kXhzjwG4Ii",1
124,8585,3,2,1,0,0,Ca n't stand       .,1
125,19090,3,2,1,0,0,"RT @ boburnham : In the future ,   culture will be considered cool by America 's teens and instead of   there will be straggots .",1
126,11902,3,0,3,0,1,"If yo   catch you cheating , and beat yo   in front yo lil yeah , and lil yeah do n't help . You still give him   ladies ?",1
127,3481,3,0,3,0,1,@ Horsepower_Will naw   I got yo   tip toeing on my wooden floor !,1
128,7554,3,0,3,0,1,@ xoxox_jordan   shut up men are talking an @ justinmiculka01 @ ShaneQuintero,1
129,3671,6,0,5,1,1,@ JUSTLOVE_NOHATE @ Me_NOindirect whole   outchea ... ... .,1
130,7371,3,0,3,0,1,@ theshardyrebel cuz ur a sellout    ,1
131,23974,3,0,3,0,1,Young   talk about their new man ALLLL DAY ... .as if anyone is really intrested in that   lol,1
132,18382,3,0,0,3,2,RT @ VersaceSilk : When you try to tell grandpa that 70s music was trash https : //t.co/kYULQZoBC6,0
133,22906,3,0,2,1,1,"WATCH - WE SALUTE THE VETS & # 8211 ; Tuesday Jihadi   Slaying : MK-48 , M203 & # 8217 ; s   At Taliban Cockroaches During Firefight http : //t.co/yFucN0Dwzq",1
134,24236,3,1,2,0,1,dat mean u ugly   if only getting   doggie style & # 128553 ; & # 128553 ; & # 128514 ; # plies hot   http : //t.co/VsOqnUoh5V,1
135,18948,3,0,0,3,2,RT @ alexlundry : Charlie Baker ! ! !,0
136,5284,3,0,0,3,2,@ WendyDavisTexas your 30 second add just ruined it . A new low picking on a cripple,0
137,12200,3,0,2,1,1,It makes me sad knowing this   wo n't be down the street anymore . @ TheOneMiss_Luu @ OliviaLuu3 # SadTweet,1
138,4582,3,2,1,0,0,@ QUAN1T0 You   bruh lol,1
139,17090,3,1,2,0,1,RT @ NotoriousBM95 : @ Abel312_ @ _WhitePonyJr_ @ fallenloki Stick to hockey   . You 're finished,1
140,553,3,1,2,0,1,`` Roberto you are one     '',1
141,10683,3,0,2,1,1,I guarantee there will b some hot   out tonight in dresses with no leggings and open toed shoes .,1
142,7860,3,0,3,0,1,All these   with these `` Love Quote '' Pages are some   . Them   do n't be living what they talking bout,1
143,15797,3,0,3,0,1,RT @ HamseAbdala : Charlie Sheen is a   boss http : //t.co/WdE24QtbF6,1
144,18264,3,0,3,0,1,RT @ TrulyCece_ : Deletin emojis off a nigga/bitch contact name cos they do n't mean   to you anymore & # 128514 ;,1
145,211,3,0,3,0,1,`` @ PatrickQuelo : If yo   cant have homeboys you a ol weak       ! '',1
146,1596,3,0,3,0,1,& # 8220 ; @ TheManOnCampus : & # 8220 ; @ VSamone : @ 5HAWTYYY smoking skating twerking & # 8221 ; I 'm innat   & # 8221 ; yas,1
147,9793,3,0,1,2,2,Got   the Lakers trash ... .,1
148,7144,3,0,3,0,1,@ ryancommakerry I 'll actually   that  ,1
149,19488,3,0,0,3,2,"RT @ grannywinkle :   , do n't let a guy treat you like a yellow starburst u are a pink starburst",1
150,1924,3,0,3,0,1,& # 8220 ; @ royalriahh : Fake   I do n't want your hugs & # 8221 ;,1
151,1856,3,0,3,0,1,& # 8220 ; @ kincade00 : Rico be bored then a   & # 8221 ;   boy you watch me more than these   do,1
152,13981,3,0,0,3,2,One of the great treasures of living in San Diego is ready access to     made with real sugar and   Coca Cola .,1
153,19599,3,0,2,1,1,RT @ iGottFanss : Not all     are ghetto & # 128530 ;,1
154,7395,3,0,0,3,2,@ tracieeeeee wha ? me ? i 'm just waiting for   to bring back   as folk .,1
155,19,3,0,3,0,1,``   bottle & amp ; a bad   ``,1
156,10188,3,0,3,0,1,"How do you go to sleep at night   , if I 'm not the one sleeping with youuu ! ! & # 128266 ;",1
157,5941,3,1,2,0,1,@ crocodile_Craig   y u ai n't come to school,1
158,4418,3,0,3,0,1,@ NoreigaStacks he forced it lol     came to my mind thru every bar,1
159,24793,3,0,3,0,1,"nobody understands me besides my day 1   , please come back bc I 'm tired of these females thinking they know me .",1
160,22860,6,0,6,0,1,Unemployed   get the most   # FACTDONTARGUE,1
161,6037,3,0,0,3,2,@ dminion25 it 's kinda   up that they were my guinea pigs but i was only experimenting on taste instead i got more interesting results .,1
162,13956,3,0,3,0,1,"On my own   , jus turned 18   on dat `` now you grown ''   & # 128527 ;",1
163,18478,3,0,3,0,1,RT @ WillyWelfare : Its     hot in this  ,1
164,5501,3,0,3,0,1,@ _RenaissanceJay  ,1
165,7495,3,0,3,0,1,@ whizkhidK @ RubyFakhoury @ amberadamzzz forget that   and come get some of this   chocolate,1
166,640,3,0,3,0,1,`` call me Keyshawn Johnson cause im catchin erry   '',1
167,22022,3,0,2,1,1,The ghetto thuged out version of tree of life coming soon ...,0
168,13131,3,0,3,0,1,"Me when folks try to come for me . & # 128514 ; Ok   , cool ! http : //t.co/QduFiVVwHa",1
169,12325,3,0,3,0,1,"Iv decided to grow my hair , i aint braiding it tho ... ... .straight curls out dis   !",1
170,17788,3,0,0,3,2,RT @ SportsCenter : A WILD one in the Bronx .   score 6 runs in bottom of 7th to take 8-7 lead over Red Sox . The half-inning took THIRTY & # 8230 ;,1
171,1684,3,0,3,0,1,& # 8220 ; @ _OneBadCreation : Boyfriends that 'll eat yo   all day long Ur da real mvp & # 128557 ; & # 128079 ; & # 8221 ; http : //t.co/6dImZ71MPV,1
172,7165,3,2,1,0,0,@ sarahVICwood im going to   that    ,1
173,12510,4,0,4,0,1,Karma is a   ? Well just make sure that   is beautiful..,1
174,7126,3,0,3,0,1,@ rikki_lovee   ! Why ca n't I retweet your   ? ! Lol love you ! Hope you 're having a great bday ! ( :,1
175,10858,3,0,3,0,1,I just fell in love . Just saw the baddest   driving a 2014 e350 amg coupe & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ;,1
176,18353,3,0,3,0,1,RT @ UrbanCraziness : when you see a     subtweet you http : //t.co/vvhEhwDRWf,1
177,2800,3,0,3,0,1,@ CSNChicago Punk     . # BullsTalk,1
178,13917,3,1,2,0,1,Okay . Here . IF # natitude is SOOOOO COOL & gt ; How come you   do n't call Obama by BO JINGO ? That 's what I thought . # gobuycomb,1
179,3924,3,0,3,0,1,@ KevinTheGee ok I just wanted to know   at 5:20 if you 're not here I 'm out,1
180,13134,3,0,3,0,1,"Me : `` Mom , honestly , thank you for making me a bad   . '' Mom : `` You 've got ta stop . ''",1
181,20612,3,0,0,3,2,RT @ thereal_EMandM :   Doodle had a farm . Cotton farm,1
182,11529,3,0,3,0,1,I 'm bout to get this   a cell mate,1
183,7100,4,0,4,0,1,@ rebellious_midy lls omg omg me too getting harrassed by my bby father smh on ig tlk bout hw mch he miss me   please,1
184,15711,3,0,3,0,1,RT @ GirlTalk26 : `` Real men ask for   '' Correction .       ask for   . Real men are out there working for women & amp ; actually h & # 8230 ;,1
185,19992,6,0,6,0,1,RT @ littlecball : You 're jealous  ,1
186,20423,3,1,2,0,1,"RT @ scaffoldjocky : I 'll never smoke weed with   again . He invited that hick , Toby Keith , and I   hate that mongoloid !",1
187,13639,3,0,3,0,1,  already acting like     why not get a real   right ?   if you gone act like a   I rather just have one .   .,1
188,8125,3,0,3,0,1,Bad   http : //t.co/XSpkccaypi,1
189,20047,3,0,3,0,1,RT @ macklemore : I feel bad for all the homies that suffer from canker sores on the reg . those   hinder the spirit,1
190,5336,3,0,0,3,2,@ XANAXDREAMS & # 128557 ; & # 128557 ; & # 128557 ; & # 128557 ; about the beanies but steal my description but u are n't salty or fake,0
191,2445,3,1,2,0,1,@ Alejandro_Bihhh @ CapoDaAssHole   y'all   ai n't never listen to no slow   with a  ,1
192,10661,3,0,3,0,1,"I got something for your   , keep thinking I 'm  ",1
193,6511,3,0,3,0,1,@ kaaaytate do it  ,1
194,11364,3,0,3,0,1,"I will literally never get home , this   is  ",1
195,810,6,0,4,2,1,# UMightNotGetIn & # 128514 ; & # 128514 ; & # 128514 ; fucc nicca # BeerandTacOS # WeTheLastOnesLeft http : //t.co/45FV79CV0z,0
196,3220,3,0,0,3,2,@ Evan_P_Grant I can only hope Charlie Strong . # UTcoach,0
197,18125,3,0,3,0,1,RT @ TheSchwagQueen :   be in your messages like & # 128536 ; & # 128141 ; & # 128149 ; & # 128166 ; & # 128272 ; & amp ; be on Twitter like     & # 9994 ; & # 128299 ; & # 128184 ; Come on   which one you gone be Drake or & # 8230 ;,1
198,15423,3,1,2,0,1,RT @ DrummerKid0328 : You prolly do n't like me   I do n't really give a   how you feel & # 128175 ;,1
199,8409,6,2,4,0,1,Bring a   some icecream,1
200,23505,3,0,3,0,1,Y'all   be coming up with some     ... What the   is `` fleek '' ? & # 128529 ;,1
201,18787,3,0,3,0,1,RT @ __Junebugg : @ VoiceOfDStreetz   yea save money like a  ,1
202,22939,9,0,9,0,1,Walk in the party boot up yo  ,1
203,24258,3,0,0,3,2,dodgerofzion asked : A giant green rooster walks in carrying a tray of brownies . You may have a brownie in ... http : //t.co/Rn0sWWuIq9,0
204,8196,3,0,3,0,1,Because idk if your still tryna get with her again or not ? ... & # 8212 ;   i might be http : //t.co/FPJQpcH99K,1
205,24113,3,0,3,0,1,    arod or shorty dont hit me back up,1
206,6621,3,0,3,0,1,@ kieffer_jason   let 's   today where you at or are you going to   up again . I think your going to   up again,1
207,18880,6,0,5,1,1,"RT @ _kourtne : do n't try nd play me , I 'll   u   & # 128514 ; & # 128076 ;",1
208,5005,3,0,3,0,1,@ TedNugent Why werent you   gung   when you got drafted instead of   yourself ? You seem like another Repcon Chicken hawk..,1
209,757,3,0,0,3,2,# NowPlaying : Great   - Once Bitten Twice Shy on # 1069TheArrow - http : //t.co/R5wuXA9jB6,1
210,20236,3,0,2,1,1,RT @ oliviadesanfoot : this is very annoying to me im gon na   out of annoyance bc i am a little  ,1
211,5542,4,3,1,0,0,@ __hannerr__ you 're a  ,1
212,2857,3,0,3,0,1,@ CassiusClay_232 who all in that  ,1
213,3838,3,1,2,0,1,@ JustFemaIe @ CheatingAdvice Where the   were you this summer   ?,1
214,16164,3,0,3,0,1,"RT @ JennyJohnsonHi5 : Just when I thought Justin Bieber could n't be anymore of a   , he gets arrested in Canada for   a person who & # 8230 ;",1
215,7930,3,0,3,0,1,An if u aint a   get up out my trap hoooouusssee ! ! ! !,1
216,25092,3,0,3,0,1,this one   dont feel the same no more an henny dont really   the pain no moree,1
217,14771,3,0,3,0,1,"RT @ BloggerBoxing : `` No matter where you go , there 's always an   wearing a   cap . '' - @ Sounds_good_bro http : //t.co/TbgyIkpv1E",1
218,17182,3,0,3,0,1,RT @ OhYouNanciHuh : Talmbout `` I graduate next month '' word ? Congrats ! What in ? `` safe food handling ''   ... if you do n't flee from me with th & # 8230 ;,1
219,5841,3,0,3,0,1,"@ caitnicole3 I 'm not sure , I 'm a broke   & # 128542 ;",1
220,12175,6,1,0,5,2,Islamic Jihadis run away to Pakistan @ PureMonotheist @ BemetOr8 # UniteBlue,0
221,6021,3,0,1,2,2,@ discordianslip I hope my fuzzy head doesnt tickle too much .,0
222,5674,3,1,2,0,1,@ ameriC00N @ joeylattime   keep laughing and me and him will   u up instead    ,1
223,5477,3,0,3,0,1,@ _Leeyoo what  ,1
224,20552,3,0,2,1,1,RT @ taysymonee : Some of you   got   much to say with   little & # 128134 ;,1
225,1453,3,0,3,0,1,& # 8220 ; @ MoneyYoung They not evn   in silence anymore & # 8221 ; proud of it ... . then want respect,1
226,5511,3,0,3,0,1,@ _TajMahal_ @ _El_Padrino__ @ AbellaXXX I 'm lmao fa real cuz I really saw her throw dat   in a circle lol,1
227,15924,3,0,3,0,1,"RT @ IEatHeartsBitch : If you tell her the   good she gone wan na try , tell her it 's wack she gone wan na see for herself . A   gone be a h & # 8230 ;",1
228,781,3,0,3,0,1,# RuinADessert @ midnight   Queen . nomg & gt ; I   # Obama   again ... ... ... ... ...,1
229,24859,3,0,3,0,1,praying for a  ,1
230,5085,3,0,1,2,2,@ TheMayorMatt the early bearded man gets the clam ? # herkfacts,0
231,21198,3,0,3,0,1,She said pop can u make it rain I said   I 'm a water bearer I bring da flood I 'll make you drown,1
232,10987,6,1,5,0,1,I love    ,1
233,13214,3,0,0,3,2,Monkey see monkey do really Abu,0
234,5910,3,1,0,2,2,@ cleggzta       .,1
235,952,3,0,3,0,1,$ 60 torch down the drain cause either I was to high and lost it or one of my ``   '' finessed that   fuckkkkk ittt,1
236,12073,3,0,3,0,1,Ima   cay & # 128514 ; & # 128557 ; ugh she stay on my last nerve but I love that 's funccy  ,1
237,21173,3,0,3,0,1,She feelin a young  ,1
238,5001,3,1,2,0,1,@ TeamMarlo    ,1
239,19892,3,0,3,0,1,RT @ kooleyCobain : You ca n't find what you lookin for cuz you too busy likin 2 or 3   at a time and all the same .,1
240,7066,3,0,0,3,2,@ prtini Yes . And the @   . And stalking weird people .   MANY THINGS . # pr20chat,1
241,15871,3,1,2,0,1,RT @ Hoes_LoveMe : These   like   that spend money not talk about it,1
242,3300,3,0,1,2,2,"@ Furrystoat For the record # NoHomo but do n't care who is unless I got ta see it.. same with every   even birds , dogs.. what not .",1
