,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,label,tweet
16,20185,3,3,0,0,0,RT @ nick_pertile : Oh my goodness do I hate <SWEAR-NNS> people . <SWEAR-NN> <SWEAR-NN>
17,11619,3,0,2,1,1,I 'm not a <SWEAR-NN> because I think two men and one woman together is a <SWEAR-JJ> and NOT a TRAIN . # getyamindright
18,19799,3,0,3,0,1,RT @ jogonzalez_23 : & # 8220 ; @ shinglewarf : # single http : //t.co/zLzg6sjBbh & # 8221 ; NOOO `` my nuts <SWEAR-NN> '' & # 128514 ; & # 128553 ; & # 128553 ; & # 128553 ; & # 128553 ; & # 128553 ;
19,19706,3,0,3,0,1,RT @ itsDonLeach : You 're still a <SWEAR-NN> @ BarackObama
20,22562,3,0,3,0,1,This ma <SWEAR-JJ> @ trigga_tre123 & # 128076 ;
21,22049,7,3,4,0,1,The movie # abouttime a hard <SWEAR-NN> chick flick . This <SWEAR-JJ> goes back in time if he but too quick n <SWEAR-NN> the <SWEAR-NN> over n over lol
22,10660,6,0,6,0,1,I got some yard work i need done ... .you got me ? RT @ MidCityAce : Control your excitement sir ... & # 8220 ; @ 11wdNICK : Lets gooooo Teena <SWEAR-NN> ! ! ! & # 8221 ;
23,21095,3,0,3,0,1,Seaside smell like stank <SWEAR-NN> <SWEAR-NN> bruh & # 128514 ; & # 128514 ;
24,13781,6,2,3,1,1,Not protected in the state of Utah . There is no <SWEAR-NN> of <SWEAR-NN> couples forcing <SWEAR-NN> to marry them . They do not legally have to do <SWEAR-RB> .
25,8119,3,0,3,0,1,Back in this <SWEAR-NN> again ... .
26,7867,3,0,3,0,1,All y'all <SWEAR-NN> corny lol
27,3613,3,0,0,3,2,@ Ish_MallyMal August is trash
28,17951,3,3,0,0,0,RT @ Tae_Rhodes : & # 8220 ; @ kim92493 : & # 8220 ; @ Tae_Rhodes : @ kim92493 @ patpatbush uhhh you 've been judged & # 8221 ; it happens . # whitepower ... I 'll hang you <SWEAR-JJR> & # 8221 ; wo & # 8230 ;
29,21692,3,0,3,0,1,"Sure I got a nice car , a 60 inch tv , stainless steel appliances in my apartment and a few thousand twitter followers but I ai n't got no <SWEAR-NN>"
30,5134,3,0,2,1,1,"@ ThequeenSOxILL I 'd rather ask yours , is she a nappy headed <SWEAR-NN> too ? And is your grandma as well ? I 'd be ashamed to be in your family ."
31,19569,3,0,3,0,1,RT @ iDeepuDJ : I always waste my time on irrelevant <SWEAR-NN> ! & # 128528 ;
32,17296,3,0,2,1,1,RT @ PlMPCESS : im <SWEAR-RB> <SWEAR-NN> done with @ sprint i <SWEAR-NN> hate you guys and your insurance policy is trash and omg square the <SWEAR-NN> up
33,16615,3,0,1,2,2,RT @ LiveAndUncut : When I say Tainted I do n't necessarily mean <SWEAR-NN> or scandalous . It could be a number of things .
34,2174,6,0,6,0,1,"'Every <SWEAR-NN> got a <SWEAR-JJ> <SWEAR-NN> or she $ 3,000 from it ' # RNS"
35,20961,3,0,3,0,1,"Remember when I told yall bout my coworker not lookin out a couple weeks back ? .. Karma 's a <SWEAR-NN> , got his <SWEAR-NN> ."
36,17084,3,0,2,1,1,"RT @ Nostradamnisuck : Mary had a juicy clam , Was always good to go Little touch of boated man And she began to flow # HallmarkNostraCollecti & # 8230 ;"
37,771,3,0,3,0,1,# RayRice is still a <SWEAR-NN> . @ NFL got this one wrong . Women fans should be livid ! # NoExcuses
38,16479,3,0,3,0,1,RT @ LILBTHEBASEDGOD : I only eat gluton free <SWEAR-NN> - Lil B
39,19551,3,0,3,0,1,"RT @ iAmKilo_Bae : Its 2 things in this world that I aint seen , thats a UFO & amp ; a <SWEAR-NN> that I need ! !"
40,11253,3,1,2,0,1,I think its funny how <SWEAR-NN> talk bout being <SWEAR-NN> .
41,13284,3,0,0,3,2,My bf @ iamthedannibal loves crows . Thought he might enjoy the last tweet !
42,20741,3,1,2,0,1,RT @ vodkapapixo : `` @ Weed_Cloudz : `` 6 <SWEAR-NN> '' by Drake is trash '' thank you
43,8470,3,0,2,1,1,But Carl is a <SWEAR-NN> & # 128526 ;
44,17299,3,3,0,0,0,RT @ PluggedInPiff : Green azz <SWEAR-JJ> ! ! ! ! & amp ; yall new <SWEAR-NN> condone dat sucka activity dat why they keep doin it ! ! !
45,7660,3,0,3,0,1,A lotta u niccas ai n't who u say u is !
46,23008,3,0,3,0,1,We need to start having a fantasy team of UT <SWEAR-NN> lol
47,19899,3,2,1,0,0,RT @ kristajayMFC : No mom . Im not `` dramatic /immature '' i just have <SWEAR-NN> mental problems and youre a <SWEAR-NN> and a <SWEAR-NN> .
48,14260,3,0,3,0,1,Promises were made <SWEAR-NN> . You are now my bxtch
49,19809,3,0,3,0,1,RT @ joshuaxallen_ : # tbt Halloween 2011 a spoopy <SWEAR-NN> and her <SWEAR-NN> daddy http : //t.co/oQVP80EGhx
50,3674,3,0,3,0,1,@ JZolly23 @ HannahKubiak Everybody knows that <SWEAR-NN> love mullets # Pantiedropin
51,22519,3,1,2,0,1,This <SWEAR-NN> car smell like <SWEAR-JJ> let off a <SWEAR-JJ> potato <SWEAR-NN> in her <SWEAR-VBD> !
52,13712,4,3,1,0,0,"No half-breed <SWEAR-NN> has any right to say anything to any Anglo ever , and should be <SWEAR-NN> for doing <SWEAR-RB> ."
53,12860,3,0,3,0,1,Lmfao all <SWEAR-NN> is <SWEAR-NN> then
54,14737,3,0,0,3,2,RT @ BirdGang316 : If you a bird throw it up # birdgang # EaglesNation
55,8887,3,0,1,2,2,<SWEAR-NN> DGAF ! RT @ Maxin_Betha @ 80sbaby4life got ta chill wit his yellow # 4thofJulyFly outfit man RT @ dominicanraf http : //t.co/uImF6sDI
56,9808,3,0,3,0,1,Got uh <SWEAR-NN> dat set it off like Jada Pickett & # 128130 ; & # 128176 ; & # 128176 ; & # 128293 ; & # 128299 ; & # 128299 ;
57,19802,3,0,3,0,1,RT @ johntherealman : <SWEAR-RB> I see no ones participating in the twitter purge # <SWEAR-NN> # ihopeitssuposetobetonight
58,622,6,1,5,0,1,"`` You look cute today : ) '' .. `` Really ? ! '' Helll no , swerve <SWEAR-NN> !"
59,5582,3,0,0,3,2,@ _shegotthis yellow rice <SWEAR-JJ> beans and pork chop sis
60,9134,3,0,3,0,1,<SWEAR-JJ> <SWEAR-NN> student gets trapped in a giant # <SWEAR-NN> sculpture http : //t.co/5IzMLkvZZV # germany # <SWEAR-NN> # funny # hornymen
61,15761,3,0,3,0,1,RT @ GuysPIctures : Once <SWEAR-NN> get the D ... http : //t.co/deWE9ttUz5
62,19783,3,0,3,0,1,RT @ jessielee1028 : @ Hawkdaddy300 @ GavinMHawks21 @ Ur_Boy_George yeah I do n't think that 's okay ... <SWEAR-JJ> drop it . You should n't even joke <SWEAR-NN> & # 8230 ;
63,5326,3,0,3,0,1,@ WyattNuckels I 'm not fake <SWEAR-NN> meet me after school then <SWEAR-JJ>
64,7113,3,0,3,0,1,@ reptar_ray nigglet send me the pictures
65,15387,3,0,3,0,1,RT @ DopeChubbyChick : You was <SWEAR-RB> eager to be a <SWEAR-NN> you did n't even read RT @ JennnVeee : & # 8220 ; @ DJZeeti : twitpic a selfie wearing a leotard & # 8221 ; http : / & # 8230 ;
66,4335,3,0,3,0,1,@ Myalynn__x3 mhm <SWEAR-NN> do n't play with your life & # 128299 ;
67,17575,3,0,0,3,2,RT @ SaertjeMirror : I am a zebra amongst the sheep .
68,14061,3,0,0,3,2,Oreo milkshakes will forever remind me of @ jay_ibarra95
69,6432,3,0,3,0,1,@ jerseyzbest74 Aye <SWEAR-NN>
70,15933,3,0,3,0,1,RT @ IKeepitRealer : ChrisBrown a <SWEAR-NN> 4 hittin a Woman JayZ a <SWEAR-NN> 4 lettin a woman hit him <SWEAR-NN> needa make up ya mind & # 128134 ; Yah want yah a & # 8230 ;
71,22692,3,0,3,0,1,"Told that <SWEAR-NN> to <SWEAR-VBD> it up , she got lips like rubber ducks"
72,121,3,0,0,3,2,`` @ El_Grillo1 : Pit Bulls Photographed As Lovely <SWEAR-JJ> Tale Creatures http : //t.co/Q0Sm89oOLh & # 8221 ; They *are* <SWEAR-JJ> tale creatures .
73,5392,3,0,0,3,2,@ YungCofGOA @ 12YearsAHaitian need to start mcbob because Williams only <SWEAR-NN> let him play with bird
74,19560,3,0,3,0,1,RT @ iBYEpassDesHOES : Why do <SWEAR-NN> always want to come bacc when they did n't have to leave in the first place ?
75,20038,3,0,3,0,1,RT @ maNIJEEtwa_ : Jackie weird .. like <SWEAR-NN> hang with ppl ya age & # 128514 ;
76,8623,3,0,3,0,1,Catch up with the Lingo itty bitty <SWEAR-NN>
77,20409,3,2,1,0,0,RT @ saramariewelch : Been my main nigguh since digital camera selfies @ thorpe_emily http : //t.co/XiQiRbQ7mP
78,4580,3,0,3,0,1,@ PussyBeezus_ whatever <SWEAR-NN>
79,17192,3,1,2,0,1,RT @ OnDave_ : `` @ WhereYoHussleAt : @ CiddyP_60 ion like him he annoying & # 128514 ; I thincc he knows I do n't too '' That <SWEAR-JJ> a supa <SWEAR-NN> on Dave
80,6579,3,0,0,3,2,@ khamillkilroy & # 128514 ; & # 128514 ; Shy Glizzy
81,9881,3,0,3,0,1,Haha a private industry birthday is needed to all who have celebrated our bday the past month I ca n't wait for ours ! I see you nig**s lol & # 128513 ;
82,16826,6,1,5,0,1,RT @ Mids_areForkids : If a <SWEAR-JJ> talkin <SWEAR-VBD> about me an you around sittin there quiet yous a <SWEAR-JJ> <SWEAR-NN> an I do n't <SWEAR-NN> with you real wr & # 8230 ;
83,25038,3,0,0,3,2,them jants be clutch for bedtime tho & # 128514 ; & # 128557 ;
84,25011,3,0,2,1,1,the # genesis of my tna watching is <SWEAR-RB> bad I ca n't even mock-live tweet it
85,24865,3,0,3,0,1,pull up eat on that <SWEAR-NN> and dip & # 128166 ; & # 128513 ;
86,2066,3,1,2,0,1,"' Club solo 1 deep , <SWEAR-NN> a valet cause I parked on the street , lordddd knows & # 1041243 ; You ca n't trust these <SWEAR-NN> , ... http : //t.co/WcD3V5sej2"
87,23796,3,0,3,0,1,You <SWEAR-NN> needa stop with the edits . <SWEAR-NN> near got catfished a week or two ago and the <SWEAR-NN> keeps findin her way back & # 128530 ; & # 128548 ; & # 128165 ; & # 128299 ; & # 128553 ;
88,21420,3,1,2,0,1,<SWEAR-RB> my <SWEAR-JJ> <SWEAR-NN> screams <SWEAR-NN> the redskins in this big <SWEAR-NN> echo filled parking garage
89,5493,3,0,2,1,1,@ _PRAWDA_ <SWEAR-JJ> ? oh <SWEAR-NN> . exit my mentions . her last era was huge . # 1 album . # 1 tour . golden globe ( cont ) http : //t.co/gkuJXIaDep
90,17105,3,0,3,0,1,RT @ Noworriezzzz : Two <SWEAR-NN> arguing bout who <SWEAR-NN> who for x amount of money lol what
91,22948,3,1,2,0,1,Want to cry cause of the <SWEAR-NN> at La fitness ... Imma <SWEAR-NN>
92,1966,3,0,3,0,1,& # 8220 ; @ thepizzafacts : Cute text : ey <SWEAR-NN> come over for some pizza & # 8221 ; @ KellieNehls
93,8727,3,0,3,0,1,Clown <SWEAR-NN> nigguh
94,10102,9,2,7,0,1,Hit me with plans mah <SWEAR-NN>
95,16727,6,0,6,0,1,"RT @ MaddieKreyKrey : I have to pretend like I 'm a cold hearted <SWEAR-NN> and cut you off in an instant without a second thought , when actually I & # 8230 ;"
96,20859,3,0,3,0,1,"RT @ youngscrap : I sent that <SWEAR-NN> a smiley face , <SWEAR-NN> love smiley faces & # 128515 ;"
97,12474,3,0,3,0,1,"Just started my upgrade for the level 2 dark elixer drill ! 1,500,000 elixer . That was a <SWEAR-NN> to get ."
98,18785,3,0,3,0,1,RT @ __Independentt : Why do these <SWEAR-NN> think it 's cute to take pictures kissing eachother ? # gaggggg
99,19743,3,0,3,0,1,"RT @ jaimescudi_ : Niggaaaaaa , why these <SWEAR-NN> trip <SWEAR-RB> hard over a <SWEAR-JJ> ? When will they realize they 're gon na grow up & amp ; regret the fool ?"
100,10044,6,0,1,5,2,"Hello <SWEAR-JJ> people , my name is Eric Cantor and I am a <SWEAR-VBP> piece of bird <SWEAR-NN> http : //t.co/qJyuw4ox0O"
101,7078,3,1,2,0,1,@ rachh_burkhart talkin bout the <SWEAR-JJ> your sittin on
102,20629,3,0,3,0,1,RT @ tianaroseee_ : Mary Jane my only <SWEAR-NN>
103,369,3,0,0,3,2,`` @ metroadlib : <SWEAR-NN> contacts in your eyes ? blinders on mine . cause i ca n't see you at all . '' Lmao
104,8769,3,0,3,0,1,Could n't pull my <SWEAR-JJ> in ya wettest dreams <SWEAR-NN> & # 128526 ;
105,18316,3,0,3,0,1,RT @ UKnoMyNameBxtch : Y'all <SWEAR-NN> need to get out more . There <SWEAR-RB> much more to life than being a <SWEAR-JJ> hater . Go get yours .
106,19312,3,0,3,0,1,RT @ dixiealley : @ TonyJRodriguez @ WolfVanHalen Not a FOB fan nor in the know . But `` <SWEAR-NN> you fatty '' is a poor argument for anything after 5th & # 8230 ;
107,17541,3,1,2,0,1,RT @ SAMMI_boyden : @ jizcalifuh it 's a metaphor you <SWEAR-JJ> <SWEAR-NN> <SWEAR-JJR> @ savanigga & # 128514 ; & # 128514 ; & # 128525 ; & # 128525 ; & # 128069 ; & # 128069 ;
108,3033,3,0,2,1,1,@ DanielM023 <SWEAR-NN> na ! ! Hes a <SWEAR-JJ> brah
109,24473,3,1,0,2,2,i get what that <SWEAR-NN> point seems to be but <SWEAR-NN> people <SWEAR-JJ> during the holocaust and 9/11 . ( ( if that 's a picture of the holocaust idk ) )
110,827,3,1,0,2,2,# <SWEAR-JJ> <SWEAR-NN> you DirectTv <SWEAR-IN> the <SWEAR-JJ> game . With a freaking WALK OFF ! You 're <SWEAR-NN> me satellite douche .
111,7730,3,1,2,0,1,Ai n't been on this <SWEAR-NN> all day
112,18047,3,0,3,0,1,RT @ TheCommonCock : Rt if you <SWEAR-NN> a <SWEAR-NN> with your <SWEAR-NN>
113,15949,3,0,3,0,1,RT @ IamEvilTebow : Any man who orders a 6 inch sandwich at Subway is a <SWEAR-NN> <SWEAR-NN> . # Fact
114,20941,3,0,0,3,2,Real talk not being byes or nothin ! The whole NFC south glad bag trash this year none of the teams have a chance making it to the playoffs !
115,15534,3,0,3,0,1,RT @ Feenohmenal : @ NotoriousBeep fifty bucks says a dense <SWEAR-NN> thinks I say totes on the `` reg '' and unfollows b/c I said cheerleader . Countdo & # 8230 ;
116,2676,3,0,2,1,1,@ BjwalkinRIVERS bro that <SWEAR-NN> live
117,9658,6,0,6,0,1,Get on your mutha <SWEAR-NN> <SWEAR-VBD> <SWEAR-NN> .
118,16193,3,0,3,0,1,RT @ JoeBudden : I only be looking like I & # 8217 ; m <SWEAR-NN> <SWEAR-NN> & # 8230 ; I don & # 8217 ; t tho
119,22599,3,0,0,3,2,"This one night I was tripping off brownies I put my running shoes on and I was still in pjs , it was 2am ! http : //t.co/UwmBpCOMNE"
120,17159,3,1,2,0,1,RT @ OfficialKingDre : <SWEAR-NN> did this <SWEAR-NN> do ? & # 128514 ; & # 128514 ; https : //t.co/5BFuSp9bfn
121,10563,3,0,3,0,1,I feel like a <SWEAR-NN> that just got her heartbroken a day before her wedding
122,24697,3,1,2,0,1,lost a couple online matches in nhl14 . <SWEAR-NN> hit me with her car . dad ate my pizza . just one of those days
123,919,3,0,3,0,1,"# <SWEAR-NN> , # android , # iphone , # ipad , # <SWEAR-NN> , # <SWEAR-NNP> , | # OldYoung | <SWEAR-JJ> <SWEAR-NN> getting young and old <SWEAR-NN> in her <SWEAR-NN> http : //t.co/kXhzjwG4Ii"
124,8585,3,2,1,0,0,Ca n't stand <SWEAR-NN> <SWEAR-NN> <SWEAR-JJ> .
125,19090,3,2,1,0,0,"RT @ boburnham : In the future , <SWEAR-VBP> culture will be considered cool by America 's teens and instead of <SWEAR-NN> there will be straggots ."
126,11902,3,0,3,0,1,"If yo <SWEAR-JJ> catch you cheating , and beat yo <SWEAR-NN> in front yo lil yeah , and lil yeah do n't help . You still give him <SWEAR-NN> ladies ?"
127,3481,3,0,3,0,1,@ Horsepower_Will naw <SWEAR-JJ> I got yo <SWEAR-NN> tip toeing on my wooden floor !
128,7554,3,0,3,0,1,@ xoxox_jordan <SWEAR-NN> shut up men are talking an @ justinmiculka01 @ ShaneQuintero
129,3671,6,0,5,1,1,@ JUSTLOVE_NOHATE @ Me_NOindirect whole <SWEAR-NN> outchea ... ... .
130,7371,3,0,3,0,1,@ theshardyrebel cuz ur a sellout <SWEAR-NN> <SWEAR-NN>
131,23974,3,0,3,0,1,Young <SWEAR-NN> talk about their new man ALLLL DAY ... .as if anyone is really intrested in that <SWEAR-VBD> lol
132,18382,3,0,0,3,2,RT @ VersaceSilk : When you try to tell grandpa that 70s music was trash https : //t.co/kYULQZoBC6
133,22906,3,0,2,1,1,"WATCH - WE SALUTE THE VETS & # 8211 ; Tuesday Jihadi <SWEAR-NN> Slaying : MK-48 , M203 & # 8217 ; s <SWEAR-NN> At Taliban Cockroaches During Firefight http : //t.co/yFucN0Dwzq"
134,24236,3,1,2,0,1,dat mean u ugly <SWEAR-NN> if only getting <SWEAR-NN> doggie style & # 128553 ; & # 128553 ; & # 128514 ; # plies hot <SWEAR-JJ> http : //t.co/VsOqnUoh5V
135,18948,3,0,0,3,2,RT @ alexlundry : Charlie Baker ! ! !
136,5284,3,0,0,3,2,@ WendyDavisTexas your 30 second add just ruined it . A new low picking on a cripple
137,12200,3,0,2,1,1,It makes me sad knowing this <SWEAR-NN> wo n't be down the street anymore . @ TheOneMiss_Luu @ OliviaLuu3 # SadTweet
138,4582,3,2,1,0,0,@ QUAN1T0 You <SWEAR-JJ> bruh lol
139,17090,3,1,2,0,1,RT @ NotoriousBM95 : @ Abel312_ @ _WhitePonyJr_ @ fallenloki Stick to hockey <SWEAR-JJ> . You 're finished
140,553,3,1,2,0,1,`` Roberto you are one <SWEAR-NN> <SWEAR-NN> ''
141,10683,3,0,2,1,1,I guarantee there will b some hot <SWEAR-NN> out tonight in dresses with no leggings and open toed shoes .
142,7860,3,0,3,0,1,All these <SWEAR-JJ> with these `` Love Quote '' Pages are some <SWEAR-NN> . Them <SWEAR-JJ> do n't be living what they talking bout
143,15797,3,0,3,0,1,RT @ HamseAbdala : Charlie Sheen is a <SWEAR-NN> boss http : //t.co/WdE24QtbF6
144,18264,3,0,3,0,1,RT @ TrulyCece_ : Deletin emojis off a nigga/bitch contact name cos they do n't mean <SWEAR-VBD> to you anymore & # 128514 ;
145,211,3,0,3,0,1,`` @ PatrickQuelo : If yo <SWEAR-NN> cant have homeboys you a ol weak <SWEAR-NN> <SWEAR-NN> <SWEAR-JJ> ! ''
146,1596,3,0,3,0,1,& # 8220 ; @ TheManOnCampus : & # 8220 ; @ VSamone : @ 5HAWTYYY smoking skating twerking & # 8221 ; I 'm innat <SWEAR-NN> & # 8221 ; yas
147,9793,3,0,1,2,2,Got <SWEAR-NN> the Lakers trash ... .
148,7144,3,0,3,0,1,@ ryancommakerry I 'll actually <SWEAR-NN> that <SWEAR-NN>
149,19488,3,0,0,3,2,"RT @ grannywinkle : <SWEAR-NN> , do n't let a guy treat you like a yellow starburst u are a pink starburst"
150,1924,3,0,3,0,1,& # 8220 ; @ royalriahh : Fake <SWEAR-NN> I do n't want your hugs & # 8221 ;
151,1856,3,0,3,0,1,& # 8220 ; @ kincade00 : Rico be bored then a <SWEAR-NN> & # 8221 ; <SWEAR-NN> boy you watch me more than these <SWEAR-NN> do
152,13981,3,0,0,3,2,One of the great treasures of living in San Diego is ready access to <SWEAR-JJ> <SWEAR-NN> made with real sugar and <SWEAR-JJ> Coca Cola .
153,19599,3,0,2,1,1,RT @ iGottFanss : Not all <SWEAR-JJ> <SWEAR-NN> are ghetto & # 128530 ;
154,7395,3,0,0,3,2,@ tracieeeeee wha ? me ? i 'm just waiting for <SWEAR-JJ> to bring back <SWEAR-NN> as folk .
155,19,3,0,3,0,1,`` <SWEAR-JJ> bottle & amp ; a bad <SWEAR-NN> ``
156,10188,3,0,3,0,1,"How do you go to sleep at night <SWEAR-NN> , if I 'm not the one sleeping with youuu ! ! & # 128266 ;"
157,5941,3,1,2,0,1,@ crocodile_Craig <SWEAR-NN> y u ai n't come to school
158,4418,3,0,3,0,1,@ NoreigaStacks he forced it lol <SWEAR-JJ> <SWEAR-NN> came to my mind thru every bar
159,24793,3,0,3,0,1,"nobody understands me besides my day 1 <SWEAR-NN> , please come back bc I 'm tired of these females thinking they know me ."
160,22860,6,0,6,0,1,Unemployed <SWEAR-JJ> get the most <SWEAR-NN> # FACTDONTARGUE
161,6037,3,0,0,3,2,@ dminion25 it 's kinda <SWEAR-NN> up that they were my guinea pigs but i was only experimenting on taste instead i got more interesting results .
162,13956,3,0,3,0,1,"On my own <SWEAR-VBD> , jus turned 18 <SWEAR-NN> on dat `` now you grown '' <SWEAR-VBD> & # 128527 ;"
163,18478,3,0,3,0,1,RT @ WillyWelfare : Its <SWEAR-RB> <SWEAR-NN> hot in this <SWEAR-NN>
164,5501,3,0,3,0,1,@ _RenaissanceJay <SWEAR-NN>
165,7495,3,0,3,0,1,@ whizkhidK @ RubyFakhoury @ amberadamzzz forget that <SWEAR-NN> and come get some of this <SWEAR-JJ> chocolate
166,640,3,0,3,0,1,`` call me Keyshawn Johnson cause im catchin erry <SWEAR-NN> ''
167,22022,3,0,2,1,1,The ghetto thuged out version of tree of life coming soon ...
168,13131,3,0,3,0,1,"Me when folks try to come for me . & # 128514 ; Ok <SWEAR-NN> , cool ! http : //t.co/QduFiVVwHa"
169,12325,3,0,3,0,1,"Iv decided to grow my hair , i aint braiding it tho ... ... .straight curls out dis <SWEAR-NN> !"
170,17788,3,0,0,3,2,RT @ SportsCenter : A WILD one in the Bronx . <SWEAR-JJ> score 6 runs in bottom of 7th to take 8-7 lead over Red Sox . The half-inning took THIRTY & # 8230 ;
171,1684,3,0,3,0,1,& # 8220 ; @ _OneBadCreation : Boyfriends that 'll eat yo <SWEAR-NN> all day long Ur da real mvp & # 128557 ; & # 128079 ; & # 8221 ; http : //t.co/6dImZ71MPV
172,7165,3,2,1,0,0,@ sarahVICwood im going to <SWEAR-NN> that <SWEAR-NN> <SWEAR-NN>
173,12510,4,0,4,0,1,Karma is a <SWEAR-NN> ? Well just make sure that <SWEAR-NN> is beautiful..
174,7126,3,0,3,0,1,@ rikki_lovee <SWEAR-NN> ! Why ca n't I retweet your <SWEAR-VBD> ? ! Lol love you ! Hope you 're having a great bday ! ( :
175,10858,3,0,3,0,1,I just fell in love . Just saw the baddest <SWEAR-NN> driving a 2014 e350 amg coupe & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ; & # 128525 ;
176,18353,3,0,3,0,1,RT @ UrbanCraziness : when you see a <SWEAR-NN> <SWEAR-JJ> subtweet you http : //t.co/vvhEhwDRWf
177,2800,3,0,3,0,1,@ CSNChicago Punk <SWEAR-NN> <SWEAR-NN> . # BullsTalk
178,13917,3,1,2,0,1,Okay . Here . IF # natitude is SOOOOO COOL & gt ; How come you <SWEAR-NN> do n't call Obama by BO JINGO ? That 's what I thought . # gobuycomb
179,3924,3,0,3,0,1,@ KevinTheGee ok I just wanted to know <SWEAR-NN> at 5:20 if you 're not here I 'm out
180,13134,3,0,3,0,1,"Me : `` Mom , honestly , thank you for making me a bad <SWEAR-NN> . '' Mom : `` You 've got ta stop . ''"
181,20612,3,0,0,3,2,RT @ thereal_EMandM : <SWEAR-JJ> Doodle had a farm . Cotton farm
182,11529,3,0,3,0,1,I 'm bout to get this <SWEAR-NN> a cell mate
183,7100,4,0,4,0,1,@ rebellious_midy lls omg omg me too getting harrassed by my bby father smh on ig tlk bout hw mch he miss me <SWEAR-NN> please
184,15711,3,0,3,0,1,RT @ GirlTalk26 : `` Real men ask for <SWEAR-JJ> '' Correction . <SWEAR-NN> <SWEAR-NN> <SWEAR-NN> ask for <SWEAR-JJ> . Real men are out there working for women & amp ; actually h & # 8230 ;
185,19992,6,0,6,0,1,RT @ littlecball : You 're jealous <SWEAR-NN>
186,20423,3,1,2,0,1,"RT @ scaffoldjocky : I 'll never smoke weed with <SWEAR-NN> again . He invited that hick , Toby Keith , and I <SWEAR-NN> hate that mongoloid !"
187,13639,3,0,3,0,1,<SWEAR-JJ> already acting like <SWEAR-NN> <SWEAR-RB> why not get a real <SWEAR-NN> right ? <SWEAR-NN> if you gone act like a <SWEAR-NN> I rather just have one . <SWEAR-VBD> .
188,8125,3,0,3,0,1,Bad <SWEAR-NN> http : //t.co/XSpkccaypi
189,20047,3,0,3,0,1,RT @ macklemore : I feel bad for all the homies that suffer from canker sores on the reg . those <SWEAR-NN> hinder the spirit
190,5336,3,0,0,3,2,@ XANAXDREAMS & # 128557 ; & # 128557 ; & # 128557 ; & # 128557 ; about the beanies but steal my description but u are n't salty or fake
191,2445,3,1,2,0,1,@ Alejandro_Bihhh @ CapoDaAssHole <SWEAR-RB> y'all <SWEAR-JJ> ai n't never listen to no slow <SWEAR-VBD> with a <SWEAR-NN>
192,10661,3,0,3,0,1,"I got something for your <SWEAR-NN> , keep thinking I 'm <SWEAR-NN>"
193,6511,3,0,3,0,1,@ kaaaytate do it <SWEAR-NN>
194,11364,3,0,3,0,1,"I will literally never get home , this <SWEAR-VBD> is <SWEAR-JJ>"
