,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,count,hate_speech,offensive_language,neither,label,tweet,contain_bad
66,14827,16912,17299,3,3,0,0,0,RT @PluggedInPiff: Green azz niggas!!!! &amp; yall new bitches condone dat sucka activity dat why they keep doin it!!!,1
67,19528,3962,4079,3,2,1,0,0,@Lovelesslovely @Kwitchabichen25 hey aklve! Im taking out the black ghetto trash. Youre blocked nigger,1
68,18171,9327,9584,3,3,0,0,0,"Fucking faggots @DMVFollowers aren't from or live in DC, Maryland or VA",1
69,1418,10425,10703,3,0,0,3,2,I hate Hashtag activism. No lie. I think 95% of it is trash.,1
70,14417,6973,7169,3,2,1,0,0,@sassyharryballs ugly white bitch,1
71,4565,4704,4842,3,0,3,0,1,@SierraBell15 just called me a basic bitch and I'm not sure how I feel about it,1
72,6253,10764,11045,3,2,0,1,0,I missing something of my ofay friends. Day all scared by da recent happenings. Don't chu worry...ol Lamar say you like da colored folk,1
73,13261,11911,12215,3,1,0,2,2,It would be pretty cool if I got to see @boybandproject 1 more time before I go back to hillbilly town! @TheZacMann @levimitchell...&#128531;,1
74,18661,19451,19883,3,0,0,3,2,RT @kitt: @shinypb not only you. and that pom stuff? totally porn.,1
75,3544,1328,1357,3,0,3,0,1,"&#8220;@Jaime_915: @Thompson_Era @HannahAlisee null bruh they both alive thats hans bitch who died&#8221;

Oh well FBD &#128514;",1
76,14532,7770,7989,3,2,1,0,0,Ankles &#128128;&#128514;&#8220;@Saina_faal: &#8220;@martian_Mulah: Hood bitches with long weave is the worst thing ever&#8221; weave that be touching their ashy ankles &#128567;&#8221;,1
77,12366,7229,7436,3,0,1,2,2,@tytytooflyy ima fill ur clam out,0
78,15834,1648,1683,3,0,0,3,2,&#8220;@_LoveCarolina_: My Lakers are going to be so trash this season I can't wait &#128588;&#128079;&#128530;&#8221; :(,1
79,6420,5170,5322,3,1,2,0,1,@WyattNuckels @grizzboadams glad you could get your daily dose of giggles faggot,1
80,17865,14572,14921,6,0,4,2,1,RT @CaciTeamorDie: I don't wanna be a hoe &#128549;,1
81,14211,9422,9681,3,0,1,2,2,Ghetto bird can't fly away from my hood,0
82,12122,24059,24557,3,0,3,0,1,"if you have that lil pussy stomach pouch thingy, don't wear no tight clothes. shit is unattractive.&#128567;",1
83,1530,3189,3271,3,0,3,0,1,"@FrancoisKilljoy bitch stop hatin cause they ain't make em in toddler size. You should be happy, they make em in GS now",1
84,18720,4588,4724,3,1,2,0,1,@Rvm3o bitch Boy,1
85,16938,7847,8067,6,0,0,6,2,"At this rate, I'd cheer for the awful New York Yankees over the St. Louis Cardinals.",1
86,4641,5478,5636,3,0,0,3,2,@akaREKT @LadyVodkax in with the go to air out with the bad air and where's my next brownie,0
87,4708,19980,20422,3,3,0,0,0,"RT @sblmnl_crmnl: @woods_lamar shut your nigger ass, lamar",1
88,17553,4551,4685,3,0,3,0,1,@RnadJorell Knocked that bitch soul out her body lol,1
89,11129,11611,11905,3,0,3,0,1,"If you a bad bitch, put ya hands up high",1
90,12011,14235,14576,3,3,0,0,0,RT @Asshole_God: Hate fags? The answer's yes.,1
91,14217,21751,22215,3,0,3,0,1,These chicks use what they got to get what they want. Bunch of Ronnie &amp; Trickz ass hoes.,1
92,13303,13781,14117,3,3,0,0,0,Pennsylvania is white trash and is so are all Pennsylvanians.,1
93,18917,23278,23762,3,1,2,0,1,You can't call a bitch a bitch if you're a bitch,1
94,15059,9386,9644,3,2,1,0,0,"Gave her that ""move it lil nigger"" push smh.. http://t.co/EKdSI8pQdD",1
95,17862,16935,17323,3,0,3,0,1,RT @Pouyalilpou: i got bitches an i know some killlllllas fuck y'all,1
96,14716,3409,3498,3,0,1,2,2,@HuffingtonPost looks like any other little porch monkey to me!,0
97,12588,19357,19786,3,0,0,3,2,"RT @jewtanski: When you has a frownie, eats a brownie",0
98,9228,23471,23962,3,0,0,3,2,You're like a lucky leprechaun with a charmed day on your hand... More for Gemini http://t.co/2nx6NlOxOe,0
99,5531,10840,11121,3,3,0,0,0,I really just want to kill some towel head terrorists already &#128530; can high school be over now please?,1
100,16557,8168,8395,3,2,1,0,0,"Brady heard yall say he was washed, now he washing the league on you hoe ass niggas.",1
101,11774,4908,5052,3,0,3,0,1,@TheBlackTicTac Call me bitch again and see if I don't slap the sexy out of your mom and have Justin Timberlake bring it back.,1
102,13476,12610,12923,3,1,2,0,1,Lol my brothers just said he a pussy ass niga well in the words of wizdom I second dat lmaoo leave u hurt out here,1
103,3386,6974,7170,3,2,1,0,0,@sassyharryballs ur ballsack is hairy gtfo tranny prude bitch,1
104,10424,14760,15114,3,3,0,0,0,RT @Comp10Tx: Lowkey called that faggot a faggot.,1
105,7052,6532,6715,3,2,1,0,0,@ktpowers98 @WendyDavisTexas Ha Ha Ha no good fat dyke,1
106,7294,6800,6990,3,0,1,2,2,"@oliviagobert lmao yes I kind of like it it's not that ghetto yet &amp; they are and then he says ""u feel me"" &#128525;&#128525;&#128557;&#128166;",0
107,1226,447,453,3,1,2,0,1,"""Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich."" http://t.co/Cgx3HNAK9A",1
108,19283,7189,7392,3,3,0,0,0,@tori_mills02 I believe that you fuckin can punk nigga bitch&#128520;&#128170;,1
109,2782,2870,2940,3,0,0,3,2,"@CokaMoschiach_ his defense is trash, and he's been rocked by Jesus Soto Karass, and Diego Chaves.",1
110,11597,3325,3411,3,2,1,0,0,@Gutierrez_Alf legit retard,1
111,18076,13569,13903,3,0,0,3,2,Ok so not all the shows on Cartoon Network are complete trash. Stevm Universe is awwwwwesomeeeeee,1
112,13746,22253,22723,3,0,0,3,2,Traffic in the gables &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;,0
113,13390,5032,5182,3,2,1,0,0,@TreyBizzy I thought you would like him cause of the Chi but yeah he a faggot,1
114,2219,6706,6894,3,3,0,0,0,@mlvassallo Oh really? fags are gross You aids infected sick fuckers,1
115,15544,14926,15282,3,0,0,3,2,RT @DanaPerino: Was just handed this on my flight. Must be in good hands on this bird! http://t.co/7vJwDCdTxV,0
116,4357,7708,7925,3,0,1,2,2,American culture is stuck to the side of the toilet. Graffiti writers in Europe can create better art without any lowlife trash sex jokes.,1
117,18530,11703,12002,3,0,3,0,1,Iite Peyton don&#8217;t be a faggot this drive,1
118,13341,22482,22957,3,2,1,0,0,Washing my coon hair,1
119,5202,977,999,3,0,0,3,2,&#128514;&#128514; maaaaannnn i hope so! RT @ABrown252: @VonshayeB did we get rid of John Legend looking Charlie Batch?,1
120,2574,4336,4464,3,0,0,3,2,@OlTimeBaseball @Yankees @PaulONeillYES that matters ?,1
121,1343,15009,15365,3,2,1,0,0,RT @DivaMonRoe2uHoE: Niggas always wanna talk about how God is against gays.. What about that pussy you was eating last night? Ain't God ag&#8230;,1
122,13947,22604,23080,3,1,2,0,1,What is Twitter even for? Lmao This hoe wack af,1
123,14410,17873,18275,3,0,3,0,1,RT @TweetBelow_: The person below is into big booty bitches&#128525;&#127825;,1
124,3767,19403,19833,3,0,0,3,2,RT @karen_gonski: i wish i was one of those girls who guys liked no matter what...ike i could wear sweats and my hair up and they would sti&#8230;,1
125,9841,10678,10958,3,0,3,0,1,I like to butt fuck fine ladies. Will I choke hold a bitch? Well maybe #55,1
126,18732,17174,17566,3,2,1,0,0,RT @STROCORLEONE @ThoughtsOfRandy @Yummys_World all deze hoes got past demons in em... YOLO nigga lol + Hahahahaha,1
127,4421,23958,24455,3,0,3,0,1,http://t.co/bPU86qzYFt Evilyn Fierce &#8211; Naughty girl next door pummels her pussy with a purple&#160;toy http://t.co/EtBMz8EzAO,1
128,17888,3875,3989,3,0,1,2,2,@LaBugg09 &#128514;&#128514; my fault it sound like it fucc nicca,0
129,2218,13308,13636,3,2,1,0,0,Niggas actin like hoes most of em bitches,1
130,11082,10009,10281,3,2,1,0,0,I already know you trash if being tatted is on the list of things you want in a nigga..,0
131,8432,19931,20372,3,0,3,0,1,"RT @robdelaney: I put my pants on one leg at a time, just like you guys. But then I eat a plus-size model&#8217;s pussy in my helicopter.",1
132,19571,5313,5469,3,0,3,0,1,@_InhaleLove_ bitches love some Alex from target &#128527;,1
133,10030,18136,18541,3,0,3,0,1,RT @YaBoyRoshi: Dodging these hoes like http://t.co/9O31kRMEso,1
134,19405,20297,20742,3,2,1,0,0,"RT @vodkapapixo: Black girls have never been into me. I guess cause I don't call them hoes, sell drug's or shoot niggas o well.",1
135,10795,9808,10075,3,0,0,3,2,"Hey! I'm gonna get some sort of bird tattooed on my body, accompanied with an anchor/rope situation. No one's doing that right now, right?",0
136,15002,8643,8881,4,3,1,0,0,Dani Alves pulled off that hairstyle. Neymar just looks like a faggot,1
137,5820,5305,5461,3,0,3,0,1,@_Dukefan @KentuckyFanPage thats why we had 8 regular season losses...... #you #are #retarded,1
138,447,11145,11432,3,1,2,0,1,I''d put a bullet in that bitch...,1
139,6077,8393,8626,3,0,3,0,1,Cause LSU trash RT @BreesInDaCut: Why they doin the College Playoff ranking shit so early?,1
140,17647,13611,13946,3,2,1,0,0,Omg!!! You won't say it to my face! Stupid ass hoes talkin shit!!! Imma whoop her ass!!! *over dramatic teenage girls*,1
141,2823,20470,20916,3,2,1,0,0,Raunchy ass hoe.,1
142,12365,22561,23037,3,2,1,0,0,"Well gahdamn. RT @HuhWhatsACondom: Wooooow &#8220;@moesdeph: ""Good job mommy"" cutest thing blue ivy ever done she still an ugly nigger baby&#8221;",1
143,7452,15701,16069,3,2,1,0,0,RT @JEN_JEN_2014: My old man has a white galaxy phone cuz he's a fag.,1
144,15014,4483,4615,3,0,0,3,2,"@RainaluvsA in that picture yes, I haven't had an updated pic added the angel wing is colored now too, and thanks represents what I am ;)",1
145,5565,22373,22847,3,3,0,0,0,Ugly fucking nigger baby. Thought it was a gorilla at first.14/88 http://t.co/Bq3G01rxKN,1
146,12958,6560,6745,3,0,0,3,2,"@leprechaun_ie Strong with the Force, leprechauns are.",0
147,6730,15274,15634,3,0,3,0,1,RT @FunkyDineva: I have not watched part 2 of the reunion. I'm so over them hoes. I don't even care,1
148,16962,9475,9735,3,0,0,3,2,Going up to the view point and seeing star child..... What the monkey,0
149,2848,12066,12373,3,0,0,3,2,Jihadis betting on public protests in Britain to force UK gov out of the anti-ISIS coalition http://t.co/5gJSmrfzWJ,1
150,6279,1444,1474,3,3,0,0,0,"&#8220;@NoChillPaz: White kids favorite activities
1. Calling people ""niggers"" on Xbox
2.fucking their pet
3. Shooting up their school&#8221;",1
151,861,16784,17169,3,0,3,0,1,"RT @OgMonday: &#8220;@Satisfied_x: ESJ got some ugly hoes yeah, and them Leon G. Students ain't making no better. 99.9 of em fugly.&#8221;&#128128;&#128128;",1
152,4432,23679,24173,3,0,3,0,1,bitches tryna be down but I ain't for that relationship life right now.,1
153,11481,3192,3274,3,2,1,0,0,@FrankieJGrande omg gtfo white faggot,1
154,3329,19122,19547,3,0,1,2,2,RT @iAmBitchassness: I'm not telling you to like Al Green or Otis Redding! Stop missing the point. Just don't call them trash &amp; tell me you&#8230;,0
155,14921,8661,8900,3,0,3,0,1,"Dave Chappelle turned into a BEAST! he WISHES someone would tell him ""I'm Rick James bitch"" so he can whoop that ass! http://t.co/eISMe6kXks",1
156,15755,7880,8101,3,1,0,2,2,"BASICALLY, #GOP, #ROMNEY, right wing reactionaries, drudgies, teabaggers, libertaritards, all hate our education system and teachers.",0
157,1063,5689,5852,3,0,0,3,2,@caraabastow That's a cute and fuzzy one...hehehe ;),0
158,3298,8113,8338,3,0,2,1,1,Blatt trash too ... but twitter said he was good,0
159,635,18377,18786,3,2,1,0,0,RT @__J_R: Smh nigga is mildly retarded RT @Thotcho: LMFAO RT @JustDoJ: If Griff wasn&#8217;t injuries we&#8217;d legit be 6-1,1
160,16578,12229,12540,3,0,3,0,1,Kicking niccas Tf outcha mentions like http://t.co/bEl7uNzgLt,0
161,11252,19646,20083,3,0,3,0,1,RT @maycie32: @Whitecholo23 ya by being your bitch;),1
162,18318,17380,17775,3,0,3,0,1,RT @SouthsideVic: Why girls be so embrrased when they pussy fart? Embrace that shit. Make the cheeks clap with it. We finna beatbox.,1
163,9261,17187,17579,3,2,1,0,0,"RT @SalomaeSadiqa: It's because you can't bend me, you can't buy me and you can't make me into your nigger! #Farrakhan #TheTime",1
164,6164,8034,8259,3,2,1,0,0,"Bill Smith DDS MTV ODB LGBTQ MMA NFL AFLCIO 

bitch pick one.

Fucking hate you.

I know you proud but shit.",1
165,13818,14587,14936,3,0,2,1,1,"RT @CamAnderson31: @FrancoisKilljoy @202SOLE YOU might not but the reaction was the same, everyone said that brand was trash yet all his sh&#8230;",0
166,1922,14234,14575,3,2,1,0,0,RT @AssholeOfDaYear: Rudy Gay a faggot for not changing his last name once he got money.,1
167,18325,20597,21045,4,0,4,0,1,Sadboy bitch we worldwidee,1
168,11876,15076,15433,3,0,3,0,1,RT @Dunky_hoeless55: You a hoe if you leaving a man's house right now with a costume on,1
169,18481,2601,2660,3,0,3,0,1,@BillRatchet @VottomanEmpire place pussy on stache let pussy take ride,1
170,1649,9380,9638,3,0,0,3,2,Gas is always cheaper in the ghetto,0
171,9440,16415,16788,3,0,1,2,2,RT @Medz4u: &#8226;not all black girls are ghetto though,1
172,7655,19658,20095,3,0,3,0,1,"RT @medzzzx: *claims hoes don't exist* 

*uses hoe in her name* http://t.co/tSNzJgPye4",1
173,16230,12906,13225,3,2,0,1,0,Most niccas broke but always n the limelight,0
174,13160,15495,15859,3,0,3,0,1,"RT @HitTehBlunt: *hits blunt*

""bruh if she tells me to go text my other hoes, but she's one of my hoes, do I keep texting her ?"" http://t.&#8230;",1
175,18719,7297,7505,3,0,3,0,1,@wodaeeex3 @aaliyahh_lovee yu betta watch cho mouf bout dat one dea hoe,1
176,4371,21063,21516,3,0,0,3,2,"Someone at my household wants to die. I get all excited to enjoy a couple of Oreos, but someone left ONLY ONE. ONE FRIGGIN' OREO. &#128545;&#128548;&#128544;&#128298;&#128299;",1
177,926,3002,3077,3,2,1,0,0,@DeezNutsDoe I'd hate feeling like a faggot too punk ass hoe,1
178,12421,3679,3785,3,0,3,0,1,"@JohnColeGlover is big cat a ""fat pussy"" joke?",1
179,13229,7550,7764,3,0,0,3,2,"Alarm set, early bird n all that. Night all xx",0
180,3292,16603,16986,3,0,3,0,1,"RT @NardiaDoee: If a bitch say im ""ugly"" she a hating,mad, jealous bitch&#128514;&#128514;&#128080;&#128536;&#128133;&#128129;",1
181,13871,12579,12892,3,0,3,0,1,Lol I see what you did there RT @JayWiz614: @ItsNotHarold hell yeah bitches hate that shit,1
182,13484,6850,7044,3,3,0,0,0,@pombuenaa I'm surprised you could read it with slits for eyes,0
183,9354,12904,13223,3,0,1,2,2,Morning trash http://t.co/xba6WWVO7m,0
184,17939,14863,15219,6,0,6,0,1,RT @DFkinLopes: When a bitch sneezes too close to you http://t.co/Jq3p3NyeAZ,1
185,14922,2750,2818,3,0,3,0,1,@CallNeeshCakey &#128514;&#128514; bitches aint shit,1
186,16241,12620,12934,3,1,2,0,1,"Lol this freshman said why dress up as a baby that's so retarded, I said well I mean u act like a baby so might as well dress like one",1
187,15669,7464,7676,3,0,1,2,2,A pharaohs nd his angry bird http://t.co/jMC2eR32Ka,1
188,11916,13206,13531,3,2,1,0,0,Naw RT @BakeGriffin Am I the only one mad that ESPN gonna be talking about faggot ass Penn State all week?,1
189,5080,5407,5564,3,2,1,0,0,@_jeff_hank @lgreiner3 @RayceWarden @BigJohn_Studd shut up nigger,1
190,11,4273,4399,3,2,0,1,0,@Nien_Nunb what did you search? Gay redneck episode 1 play?,1
191,15112,18479,18888,9,0,9,0,1,"RT @_onnaa_: ""@1stBlocJeremiah: Gotta watch these hoes &#128064;"" I Swear &#128079;",1
192,9730,8284,8514,3,2,0,1,0,California is home to skater trash.,0
193,9865,10670,10950,3,0,3,0,1,I like it when you call me McSully I like when bad bitches pour honey on my silky body it's not even the 90s,1
194,4004,11502,11795,3,0,3,0,1,"If I hold the door open for you, bitch you BETTA say thank you or imma slam the door in ya back.",1
195,15066,3019,3095,3,1,0,2,2,@DevilGrimz ironic that he's a trashcan because he holds trash everytime you two cuddle! Burn.,1
196,294,5260,5415,3,2,1,0,0,@ZaneIsClasker the fuck r u talking about I told u once and am going to tell u against nigga I love white bitch gtf bro,1
197,17883,13382,13712,4,3,1,0,0,"No half-breed spic has any right to say anything to any Anglo ever, and should be killed for doing so.",1
198,14871,4928,5074,3,1,2,0,1,@TheJustinnn @toddkincannon @realbrother0003 He's a pussy,1
199,12188,17422,17819,3,0,0,3,2,"RT @StephMcMahon: A sign at ""Checkpoint Charlie"", a well known crossing point between East and West Berlin, when Germany&#8230; http://t.co/0l0Kg&#8230;",0
200,14760,10666,10946,3,0,3,0,1,"I like good weed, I like bad bitches that can roll it..",1
201,8440,248,251,3,0,1,2,2,"""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;",1
202,3225,17354,17749,3,0,0,3,2,RT @SneakerPics23: Oreo 6's http://t.co/Jx9DD9oahY,0
203,2182,22824,23303,3,0,0,3,2,Who would've known that Jesus'll come back to the ghetto / on that level and that thorough like a black heroine.,1
204,16820,1242,1270,3,0,2,1,1,&#8220;@Erikaj00: &#8220;@Hazel_Dot_Com: Hell naw. RT @Dexluger: I wanna see this! http://t.co/u1dqv3EEV3&#8221; yes! Lol&#8221;trash as hell,1
205,16223,12059,12365,6,2,1,3,2,Jihadi John has struck again. Prayers with the victims' families. What is the #bounty on His head? Time 4 him 2 meet allah,1
206,9393,11592,11886,3,0,1,2,2,If train officers that are wearing body armor stand back to watch the smoke clear. Why does every gun ho wanna be... http://t.co/cuLyANyQ,1
207,12540,10679,10959,3,0,0,3,2,"I like to mock Apple, but I'm legitimately interested to see what their wearable looks like.",0
208,5592,12798,13115,3,0,0,3,2,Me &amp; hubby relaxing from the studio for a lil...then headed str8 to my honey doo wop wops bday bash Kristen... http://t.co/FOnJOFdzJC,1
209,5716,16817,17202,3,3,0,0,0,RT @Opatz1: Fuck michelle obama. That monkey doesnt belong in the white house,1
210,12010,12956,13275,3,0,1,2,2,My baby boy asleep with my monkey that I had since I was little! I love my son so much! http://t.co/ioSARfS3rO,1
211,6386,23397,23884,3,1,2,0,1,"You pussy nigga, I see ya whiskers",1
212,15122,6709,6897,3,0,3,0,1,@mommajjojo @smileitsalexx oh so basically we both will be your bitch all day? Mhmmm of course..............,1
213,741,6646,6832,6,1,2,3,2,"@mayarsharkawi Fake pics http://t.co/jtwUu9CYSr get off my TL, u r dismissed muzzie. @Darknight420 @JewJitsuGrl @Begbie_1 @efilnikcufecin7",0
214,7201,7294,7502,3,0,3,0,1,@wild_luke_wild_ yeah wtf you aren't a pussy.,1
